source_row_id,source_domain,source_l4_id,title_ko,title_en,mapped_l3_id,mapping_method,em_score,em_anchor_score,em_margin,em_stability,ko_top_l3_id,en_top_l3_id,hd_reason,allowed_l3_ids,candidate_constraint_reason,top5_l3_scores
SRC-G-0019,General,RAI4-0671,복지 혜택 및 자격 상실,Denial of welfare benefits and entitlements,G_SYS_OREF,EM,0.78949,0.740531,0.048128,1.0,G_SYS_OREF,G_SYS_OREF,,G_INT_ALLOC|G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OREF"", ""score"": 0.78949}, {""l3_id"": ""G_SOC_POWER"", ""score"": 0.741362}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.735049}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.73133}, {""l3_id"": ""G_INT_UNETH"", ""score"": 0.729937}]"
SRC-G-0020,General,RAI4-0850,점진적인 통제력 상실,Gradual loss of control,G_Others,HD,0.701297,0.64977,0.013104,1.0,G_SYS_OVERCONF,G_SYS_TRANS,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.701297}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.688193}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.684134}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.678101}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.672358}]"
SRC-G-0021,General,RAI4-0166,사용자 이해력 과부하,User comprehension overload,G_Others,HD,0.802448,0.769134,0.011423,1.0,G_SYS_OEXT,G_SYS_OEXT,LOW_MARGIN,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OEXT"", ""score"": 0.802448}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.791026}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.781504}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.73392}, {""l3_id"": ""G_SYS_INPUT"", ""score"": 0.727539}]"
SRC-G-0023,General,RAI4-0471,역량 오버행,Capability overhang,G_SYS_OEXT,EM,0.793613,0.765334,0.064019,1.0,G_SYS_OEXT,G_SYS_OEXT,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OEXT"", ""score"": 0.793613}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.729594}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.69132}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.687907}, {""l3_id"": ""G_SOC_GOV"", ""score"": 0.679865}]"
SRC-G-0024,General,RAI4-1006,가중되는 노동 부담,Increased labor burden,G_Others,HD,0.704235,0.662271,0.011392,1.0,G_SYS_OVERCONF,G_SYS_OEXT,LOW_MARGIN|BILINGUAL_DISAGREEMENT,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OEXT"", ""score"": 0.704235}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.692843}, {""l3_id"": ""G_SOC_ECON"", ""score"": 0.681518}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.674411}, {""l3_id"": ""G_SOC_POWER"", ""score"": 0.671386}]"
SRC-G-0025,General,RAI4-0635,합성 콘텐츠의 진위 식별 실패와 지속적 피해,Failure to distinguish synthetic content and persistent harm,G_SYS_MISINFO,EM,0.770458,0.724752,0.063707,1.0,G_SYS_MISINFO,G_SYS_MISINFO,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.770458}, {""l3_id"": ""G_INT_UNETH"", ""score"": 0.706751}, {""l3_id"": ""G_SYS_CONTEST"", ""score"": 0.705574}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.696602}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.696476}]"
SRC-G-0028,General,RAI4-0808,사실과 다른 오도성 정보 생성,Generation of factually incorrect and misleading information,G_SYS_MISINFO,EM,0.866151,0.831561,0.081411,1.0,G_SYS_MISINFO,G_SYS_MISINFO,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.866151}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.78474}, {""l3_id"": ""G_SYS_OEXT"", ""score"": 0.775256}, {""l3_id"": ""G_INT_UNETH"", ""score"": 0.77272}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.765412}]"
SRC-G-0029,General,RAI4-0810,성실성 오류,Faithfulness errors,G_SYS_OVERCONF,EM,0.763628,0.714102,0.019587,1.0,G_SYS_OVERCONF,G_SYS_OVERCONF,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.763628}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.744042}, {""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.724293}, {""l3_id"": ""G_SYS_EVAL"", ""score"": 0.708545}, {""l3_id"": ""G_SYS_CONTEXT"", ""score"": 0.707674}]"
SRC-G-0030,General,RAI4-0832,알고리즘 시스템에 의한 정보 기반 피해,Information-based Harms from Algorithmic Systems,G_SYS_MISINFO,EM,0.788563,0.74916,0.085292,1.0,G_SYS_MISINFO,G_SYS_MISINFO,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.788563}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.703271}, {""l3_id"": ""G_INT_UNETH"", ""score"": 0.697592}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.696271}, {""l3_id"": ""G_SOC_ECON"", ""score"": 0.687748}]"
SRC-G-0031,General,RAI4-0844,허위·오도 정보 유포에 의한 기만과 양극화,Deception and polarisation from false information,G_SYS_MISINFO,EM,0.770619,0.717173,0.057934,1.0,G_SYS_MISINFO,G_SYS_MISINFO,,G_INT_VIOL|G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.770619}, {""l3_id"": ""G_SYS_OVERCONF"", ""score"": 0.712685}, {""l3_id"": ""G_SYS_INCONS"", ""score"": 0.683068}, {""l3_id"": ""G_SYS_OREF"", ""score"": 0.679966}, {""l3_id"": ""G_SYS_TRANS"", ""score"": 0.671189}]"
SRC-G-0032,General,RAI4-1057,대규모 허위정보 생산·확산 장벽 저하,Lowered barriers to large-scale disinformation production and dissemination,G_SYS_MISINFO,EM,0.797355,0.759684,0.088117,1.0,G_SYS_MISINFO,G_SYS_MISINFO,,G_INT_VALUE|G_INT_UNETH|G_SYS_OREF|G_SYS_OEXT|G_SYS_INPUT|G_SYS_MISINFO|G_SYS_CONTEXT|G_SYS_INCONS|G_SYS_OVERCONF|G_SYS_CONTEST|G_SYS_TRANS|G_SYS_EVAL|G_SOC_ECON|G_SOC_POWER|G_SOC_DEMOC|G_SOC_ENV|G_SOC_CULT|G_SOC_GOV,PREREQUISITE_FILTER:G_INT_VIOL|G_INT_SEX|G_INT_SELF|G_INT_ALLOC|G_INT_REPR|G_INT_POL|G_INT_PRIV|G_INT_ILLEGAL|G_INT_COPY|G_INT_WEAP|G_INT_ANTH|G_INT_REL|G_SYS_SECADV|G_SYS_POLICY,"[{""l3_id"": ""G_SYS_MISINFO"", ""score"": 0.797355}, {""l3_id"": ""G_SOC_DEMOC"", ""score"": 0.709238}, {""l3_id"": ""G_SOC_POWER"", ""score"": 0.706177}, {""l3_id"": ""G_SOC_CULT"", ""score"": 0.703774}, {""l3_id"": ""G_SOC_ECON"", ""score"": 0.698049}]"
