stage2_id,base_release_id,l4_id,label_en,label_ko,stage1_status,stage1_l3_id,stage1_abstention_reason,stage2_status,stage2_l3_id,stage2_method,stage2_fit_tier,stage2_suitability_score,stage2_hold_reason,top1_semantic_score,semantic_margin,composite_margin,anchor_top1_votes,rule_supported,gap_sentinels,taxonomy_gap_override,requires_human_review,human_approved,legacy_hierarchy_used_as_feature
stage2-v1,v1.0.0,RAI4-0011,Agent memory poisoning,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-03,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.45766,,0.621471,0.008562,0.006421,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0012,Agent privilege compromise,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.898945,,0.714594,0.054853,0.041139,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0013,Agent identity and authority spoofing,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.500092,,0.651811,0.004141,0.003105,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0014,Agent supply-chain tool compromise,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-06,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.582788,,0.633668,0.020373,0.01528,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0015,Prompt injection against autonomous agents,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.517027,,0.638071,0.006655,0.004992,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0016,Autonomous cyber exploit execution,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.576696,,0.652656,0.01167,0.008753,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0017,Protocol-level multi-agent threat,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-06,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.551222,,0.632867,0.014954,0.011216,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0018,Interface-environment attack surface,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-04,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.358356,,0.590005,0.003093,0.00232,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0019,Governance gap in agent autonomy,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.566888,,0.645238,0.021945,0.016459,2,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0020,Harmful agent capability realization,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.573913,,0.620214,0.024141,0.018106,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0021,Refusal-capability confounding,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-05,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.605864,,0.653204,0.022815,0.017111,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0022,Criminal assistance by agents,,needs_taxonomy_decision,,LOW_MARGIN,algorithm_proposed_stage2,RAI3-G-INT-07,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.799104,,0.679168,0.019567,0.194675,2,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0023,Self-harm facilitation by agents,,needs_taxonomy_decision,,RULE_SEMANTIC_DISAGREEMENT,algorithm_proposed_stage2,RAI3-G-INT-03,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.385263,,0.549745,0.003956,0.146517,0,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0024,Agent risk-awareness failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-02,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.726807,,0.618375,0.046615,0.034961,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0025,Multi-turn risk escalation,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-07,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.414716,,0.604523,0.007533,0.00565,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0026,IoT physical-environment agent harm,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.386801,,0.60117,0.003799,0.002849,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0027,Financial agent property damage,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.826077,,0.660783,0.063792,0.047844,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0028,Indirect prompt injection in tool-use agents,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.459825,,0.617918,0.010377,0.007782,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0029,Tool-chain instruction hijacking,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-INT-11,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.574292,,0.623017,0.023089,0.017316,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0030,Cross-application data exfiltration,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.46292,,0.641551,0.001486,0.001115,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0031,Security test coverage gap in tool agents,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-05,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.30205,,0.559821,0.004929,0.003697,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0032,Ambiguous instruction unsafe execution,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.95,,0.700245,0.102249,0.076687,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0033,Tool-use side-effect misprediction,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.726073,,0.627884,0.042678,0.032008,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0034,Emulated tool-environment mismatch,,needs_taxonomy_decision,,NO_VALID_L3,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.230709,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.538139,0.000631,0.000473,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0035,Unseen tool generalization failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.587151,,0.610415,0.024407,0.018305,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0036,Fine-grained risk attribution failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-02,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.315639,,0.575518,0.001121,0.000841,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0037,Real-tool unsafe action execution,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.58861,,0.651034,0.020546,0.015409,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0038,User-intent misclassification in agent safety,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.87112,,0.667639,0.061543,0.046157,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0039,NPC intention manipulation risk,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.537537,,0.647946,0.012495,0.009371,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0040,Benchmark safety ranking inconsistency,,needs_taxonomy_decision,,RULE_SEMANTIC_DISAGREEMENT,algorithm_proposed_stage2,RAI3-G-SYS-05,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.529707,,0.588399,0.010474,0.202145,1,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0041,Coverage-depth illusion in agent benchmarks,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-05,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.292195,,0.553547,0.005647,0.004235,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0042,Robustness evaluation gap for agents,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-A-SYS-04,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.419429,,0.581701,0.020549,0.015412,2,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0043,Mobile-app autonomous action harm,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.859856,,0.671409,0.049592,0.037194,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0044,Privacy-sensitive vignette leakage,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-INT-06,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.435942,,0.590807,0.010818,0.008114,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0045,OS-level harmful computer-use action,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.901804,,0.682998,0.059472,0.044604,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0046,Algorithmic accountability gap,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-02,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.483969,,0.62066,0.01367,0.010252,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0047,Responsibility gap in autonomous systems,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.542648,,0.610932,0.02823,0.021172,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0048,Distributed responsibility diffusion,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-06,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.467341,,0.619886,0.010956,0.008217,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0049,Product liability mismatch,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-03,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.305968,,0.573202,0.000289,0.000217,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0050,Downstream deployer accountability gap,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.449544,,0.599518,0.009807,0.007355,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0051,Provider-deployer responsibility mismatch,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.46891,,0.597878,0.013984,0.010488,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0052,Open-weight accountability gap,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-02,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.634415,,0.616633,0.030513,0.022885,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0053,Algorithmic recourse failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.475126,,0.637555,0.005304,0.003978,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0054,Decision contestability failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-09,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.805235,,0.656307,0.045702,0.034276,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0055,Automated decision due-process failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-09,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.506524,,0.613708,0.00843,0.006323,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0056,Remedy pathway opacity,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-INT-10,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.355064,,0.586654,0.003835,0.002876,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0057,Audit trail incompleteness,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.224904,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.566102,0.003542,0.002656,0,False,"[""GOVERNANCE_AUDIT_REGULATION""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-0058,Traceability failure,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-A-SYS-02,stage2_quota_calibrated_hierarchy_blind_top1,stage2_high,0.746904,,0.630411,0.069827,0.05237,3,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0059,Documentation omission,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-INT-11,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.348421,,0.569736,0.018485,0.013864,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0060,Model card incompleteness,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.2448,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.556581,0.004907,0.00368,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-0061,Datasheet incompleteness,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-INT-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.256919,,0.573763,0.006298,0.004724,0,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0062,System card disclosure gap,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-INT-11,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.295914,,0.572922,0.007664,0.005748,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0063,Third-party audit access restriction,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-A-SYS-06,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.372423,,0.593276,0.013433,0.010075,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0064,Auditor independence failure,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-A-SYS-06,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.330732,,0.593801,0.005643,0.004232,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0065,Certification capture,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.405523,,0.574573,0.020872,0.015654,2,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0066,Audit checklist compliance theater,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-SYS-07,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.322751,,0.558036,0.018498,0.013873,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0067,Assurance case failure,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-SYS-07,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.516476,,0.608405,0.033573,0.02518,1,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0068,AI incident underreporting,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-03,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.504621,,0.60224,0.018732,0.014049,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0069,Near-miss reporting failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-03,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.327227,,0.583358,9.2e-05,6.9e-05,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0070,Incident taxonomy fragmentation,,needs_taxonomy_decision,,FRONTIER_EXPERT_REJECTED,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.681285,FRONTIER_EXPERT_REJECTED,0.59591,0.035904,0.236928,2,True,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0071,Responsible disclosure failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.306579,,0.584917,0.001775,0.001331,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0072,Post-deployment monitoring failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-INT-06,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.265207,,0.568233,0.000926,0.000695,0,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0073,Post-market surveillance failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-09,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.351766,,0.554698,0.009957,0.007468,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0074,Model versioning accountability failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-A-SYS-02,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.34617,,0.571304,0.008358,0.006268,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0075,Change-management failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-09,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.42045,,0.574828,0.014393,0.010795,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0076,Lifecycle governance discontinuity,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-A-SYS-04,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.462764,,0.593257,0.023806,0.017854,2,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0077,Algorithmic impact assessment failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-09,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.418992,,0.558868,0.020512,0.015384,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0078,Fundamental-rights impact assessment gap,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-09,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.559019,,0.596235,0.024964,0.018723,3,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0079,Context-of-use risk assessment failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.470481,,0.576589,0.028846,0.021634,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0080,Risk classification error,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.332233,,0.563886,0.008791,0.006593,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0081,External evaluation access failure,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-INT-11,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.41663,,0.572139,0.014774,0.011081,2,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0082,Capability evaluation non-disclosure,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.419592,,0.601694,0.018642,0.013982,1,False,"[""ROBUSTNESS_ALIGNMENT_CONTROL""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0083,Benchmark governance failure,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-G-SYS-03,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.328776,,0.585075,0.002717,0.002038,2,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
stage2-v1,v1.0.0,RAI4-0084,Evaluation-shopping risk,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-INT-11,stage2_quota_calibrated_hierarchy_blind_top1,stage2_medium,0.496664,,0.588345,0.028904,0.021678,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0085,Red-team governance failure,,needs_taxonomy_decision,,GAP_SENTINEL,needs_taxonomy_decision,,stage2_open_set_hold,stage2_hold,0.161581,BOTTOM_10_PERCENT_SUITABILITY_RESERVE,0.544763,0.000564,0.000423,0,False,"[""GOVERNANCE_AUDIT_REGULATION""]",False,True,False,False
stage2-v1,v1.0.0,RAI4-0086,Regulatory arbitrage,,needs_taxonomy_decision,,NO_VALID_L3,algorithm_proposed_stage2,RAI3-G-SYS-08,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.438321,,0.594188,0.015959,0.011969,1,False,[],False,True,False,False
stage2-v1,v1.0.0,RAI4-0087,Regulatory capture in AI governance,,needs_taxonomy_decision,,GAP_SENTINEL,algorithm_proposed_stage2,RAI3-A-SYS-01,stage2_quota_calibrated_hierarchy_blind_top1,stage2_low,0.2998,,0.559497,0.00768,0.00576,2,False,"[""GOVERNANCE_AUDIT_REGULATION""]",True,True,False,False
