target_domain,source_row_id,source_domain,source_l4_id,source_l4_ids,title_ko,title_en,description_ko,description_en,facet,act_type,original_description_ko,original_description_en,human_edit_ko_used,human_edit_en_used,instruction_prompt,transformation_action,transformation_rationale,domain_route_basis,terminology_sources,l3_candidate_hint,human_audit_description,human_audit_l3_mapping,human_audit_duplicate,coverage_change
Physical,SRC-G-0455,General,RAI4-0639,RAI4-0639,신체적 상해 및 부상 위험,Physical harm and injury risks,범용 AI 모델이 체화형 시스템에 통합되어 실세계에서 자율적으로 판단하고 행동하는 능력이 악의적으로 악용됨으로써 직접적인 물리적 위협이 발생하는 리스크.,The risk that the integration of general-purpose AI models into embodied systems creates direct physical threats through malicious exploitation of autonomous decision-making capabilities in realworld environments.,,,범용 AI 모델이 체화형 시스템에 통합되어 실세계에서 자율적으로 판단하고 행동하는 능력이 악의적으로 악용됨으로써 직접적인 물리적 위협이 발생하는 리스크,The risk that the integration of general-purpose AI models into embodied systems creates direct physical threats through malicious exploitation of autonomous decision-making capabilities in realworld environments.,False,False,Physical AI L1 카테고리 하위의 L3 카테고리 아래로 매핑할 것,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",INSTRUCTION_PROMPT,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,Hate_and_Unfairness아님_Physical AI반영필요,,,
Physical,SRC-P-0001,Physical,RAI4-0269,RAI4-0269,세계 모델의 장기 예측 편차 누적 리스크,World-model prediction drift over long horizons,피지컬 AI 세계 모델의 예측 오차가 미래 상태 전개 과정에서 누적되어 선택된 계획이 실제 접촉· 운동 동역학과 달라지는 위험.,"The risk that prediction errors in a physical AI world model compound across simulated future states, causing the selected plan to diverge from actual contact and motion dynamics.",,,피지컬 AI 세계 모델의 예측 오차가 미래 상태 전개 과정에서 누적되어 선택된 계획이 실제 접촉·운 동 동역학과 달라지는 위험.,"Prediction errors in a physical AI world model compound across simulated future states, causing the selected plan to diverge from actual contact and motion dynamics.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0003,Physical,RAI4-0324,RAI4-0324,위치 추정 누적 오차 리스크,Localization drift,GPS·SLAM· 관성 감지· 지도 정렬 오차가 누적되어 시스템이 잘못 된 위치 추정에 기반하여 행동하는 위험.,"The risk that errors in GPS, SLAM, inertial sensing, or map alignment can accumulate until the system acts on an incorrect estimate of its own position.",,,GPS·SLAM·관성 감지·지도 정렬 오차가 누적되어 시스템이 잘못된 위치 추정에 기반하여 행동하는 위험.,"Errors in GPS, SLAM, inertial sensing, or map alignment can accumulate until the system acts on an incorrect estimate of its own position.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0004,Physical,RAI4-0335,RAI4-0335,합성 학습 데이터의 괴리· 커 버리지 공백 리스크,Synthetic training data divergence and coverage gaps,"합성· 시뮬레이션 학습 데이터가 실제 운용 데이터와 괴리되고, 빈번하지는 않지만 안전에 치명적인 물체, 환경, 인간 행동, 또는 고장 모드를 누락하여, 일반적인 성능과 신뢰할 수 있는 배포 절차에 피해를 주는 리스크.","The risk that synthetic or simulated training data diverge from operational reality and omit rare but safety-critical objects, environments, human behaviors, and failure modes, undermining generalization and reliable deployment behavior.",,,"합성·시뮬레이션 학습 데이터가 실제 운용 데이터와 괴리되고, 빈번하지는 않지만 안전에 치명적인 물체, 환경, 인간 행동, 또는 고장 모드를 누락하여, 일반적인 성능과 신뢰할 수 있는 배포 절차에 피해를 주는 리스크","The risk that synthetic or simulated training data diverge from operational reality and omit rare but safety-critical objects, environments, human behaviors, and failure modes, undermining generalization and reliable deployment behavior.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0011,Physical,RAI4-1689,RAI4-1689,분포 이탈 입력에서의 월드 모델 오 출력 악용 리스크,Exploitation of world-model errors under sim-to-real distributional shift,"월드 모델이 분포를 벗어난 입력에 대해 예측 불가능하고 잘못된 출력을 산출하며, 판단이 가장 중요한 롱 테 일 안전 임계 상태에서 시뮬레이션-실제 격차가 악용되는 리스크.","The risk that world models produce unpredictable, erroneous outputs on out-of-distribution inputs and that the sim-to-real gap is weaponised in long-tail safety-critical states where decisions matter most.",,,"월드 모델이 분포를 벗어난 입력에 대해 예측 불가능하고 잘못된 출력을 산출하며, 판단이 가장 중요 한 롱테일 안전 임계 상태에서 시뮬레이션-실제 격차가 악용되는 리스크.","The risk that world models produce unpredictable, erroneous outputs on out-of-distribution inputs and that the sim-to-real gap is weaponised in long-tail safety-critical states where decisions matter most.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0013,Physical,RAI4-0206,RAI4-0206,엔드이펙터속도초과 리스크,Excessive end-effector velocity,로봇이 인간 근접 또는 취약 물체 처리 시 안전한 엔드 이펙터 속도 한계를 초과하여 충격· 충돌 심각 도를 높이는 리스크.,"The risk that a robot exceeds safe end-effector speed limits near humans or fragile objects, increasing impact and collision severity.",,,로봇이 인간 근접 또는 취약 물체 처리시 안전한 엔드 이펙터 속도 한계를 초과하여 충격·충돌 심각도 를 높이는 리스크,"The risk that a robot exceeds safe end-effector speed limits near humans or fragile objects, increasing impact and collision severity.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0014,Physical,RAI4-0207,RAI4-0207,조기물체해제 리스크,Premature object release,"로봇이 안전한 자세 또는 표면에 도달하기 전에 물체를 해제하여 낙하, 유출, 충격, 또는 2차 위험을 유발하는 리스크.","The risk that a robot releases an object before reaching a safe pose or surface, causing drops, spills, impacts, or secondary hazards.",,,"로봇이 안전한 자세 또는 표면에 도달하기 전에 물체를 해제하여 낙하, 유출, 충격, 또는 2차 위험을 유발하는 리스크.","The risk that a robot releases an object before reaching a safe pose or surface, causing drops, spills, impacts, or secondary hazards.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0015,Physical,RAI4-0208,RAI4-0208,금지 대상 충돌 리스크,Forbidden-object collision,"로봇이 작업 또는 안전 규칙상 접촉이 금지된 물체, 사람, 또는 장비와 충돌하는 리스크.","The risk that a robot collides with objects, people, or equipment that must not be contacted under task or safety rules.",,,"로봇이 작업 또는 안전 규칙상 접촉이 금지된 물체, 사람, 또는 장비와 충돌하는 리스크.","The risk that a robot collides with objects, people, or equipment that must not be contacted under task or safety rules.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0016,Physical,RAI4-0215,RAI4-0215,배포 전 물리적 안전 시험 미흡 리스크,Incomplete pre-deployment physical safety testing,"기반 모델 탑재 로봇이 예정된 운용 환경의 분포 변화, 적대적 입력, 인간 접촉, 안 전임계 엣지 케이스를 시험하지 않은 채 배포되는 위험.","The risk that a foundation-model-enabled robot is released without testing domain shifts, adversarial inputs, human contact, and safety-critical edge cases relevant to its intended environment.",,,"기반 모델 탑재 로봇이 예정된 운용 환경의 분포 변화, 적대적 입력, 인간 접촉, 안전 임계 엣지 케이스를 시험하지 않은 채 배포되는 위험.","A foundation-model-enabled robot is released without testing domain shifts, adversarial inputs, human contact, and safety-critical edge cases relevant to its intended environment.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0017,Physical,RAI4-0218,RAI4-0218,인간 접촉 안전 통제 미흡 리스크,Inadequate human-contact safety controls,"인간과 직접 상호 작용할 때 안전 통제가 로봇의 속도, 힘, 이 격 거리, 접촉을 제한하지 못해 주변 사람을 충돌이나 상해에 노출시키는 위험.","The risk that safety controls fail to limit robot speed, force, distance, or contact during direct human interaction, exposing nearby people to collision or injury.",,,"인간과 직접 상호작용 할 때 안전 통제가 로봇의 속도, 힘, 이격거리, 접촉을 제한하지 못해 주변 사람을 충돌이나 상해에 노출시키는 위험.","Safety controls fail to limit robot speed, force, distance, or contact during direct human interaction, exposing nearby people to collision or injury.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0018,Physical,RAI4-0219,RAI4-0219,기반 모델 실패의 로봇 행동 전이 리스크,Foundation-model failure propagated to robot action,"기반 모델의 환각, 지시 이행 실패, 탈옥 취약성이 계획과 제어를 거쳐 안전하지 않은 로봇 행동으로 전이되는 위험.","The risk that hallucination, instruction-following failure, or jailbreak susceptibility in a foundation model propagates through planning and control into unsafe robot action.",,,"기반 모델의 환각, 지시 이행 실패, 탈옥 취약성이 계획과 제어를 거쳐 안전하지 않은 로봇 행동으로 전이되는 위험.","Hallucination, instruction-following failure, or jailbreak susceptibility in a foundation model propagates through planning and control into unsafe robot action.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0019,Physical,RAI4-0237,RAI4-0237,로봇 형태 간 기술의 안전하지 않은 전이 리스크,Unsafe skill transfer across robot morphologies,"한 로봇 형태에서 다른 형태로 전이된 기술이 대상 로봇의 물리적 한계를 넘는 도달, 힘, 파지, 이동 명령을 생성하는 위험.","The risk that a skill transferred from one robot morphology produces reach, force, grasp, or locomotion commands that exceed the receiving robot's physical limits.",,,"한 로봇 형태에서 다른 형태로 전이된 기술이 대상 로봇의 물리적 한계를 넘는 도달, 힘, 파지, 이동 명령을 생성하는 위험.","A skill transferred from one robot morphology produces reach, force, grasp, or locomotion commands that exceed the receiving robot's physical limits.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0020,Physical,RAI4-0241,RAI4-0241,원격 조작 시연에서 학습된 안전하지 않은 가정 리스크,Unsafe assumptions learned from teleoperation demonstrations,로봇 정책이 감독· 물체 배치· 속도· 인간 근접 조건이 다른데도 통제된 환경에서 기록된 운영자 행동을 배포 환경에서 안전한 것으로 간주하는 위험.,"The risk that a robot policy treats operator behavior recorded in controlled settings as safe in deployment, even when supervision, object layout, speed, or human proximity differs.",,,로봇 정책이 감독·물체 배치·속도·인간 근접 조건이 다른데도 통제된 환경에서 기록된 운영자 행동을 배포 환경에서 안전한 것으로 간주하는 위험.,"A robot policy treats operator behavior recorded in controlled settings as safe in deployment, even when supervision, object layout, speed, or human proximity differs.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0021,Physical,RAI4-0243,RAI4-0243,시연 학습의 안전 맥락 누락 리스크,Missing safety context in demonstration learning,로봇이 허용 힘· 금지 대상물· 상황별 제한처럼 시연에서 관찰되지 않은 안전 조건을 추론하지 않고 인간 행동을 모방하는 위험.,"The risk that a robot imitates a human demonstration without inferring unobserved safety conditions such as permitted force, excluded objects, or situational limits.",,,로봇이 허용 힘·금지 대상물·상황별 제한처럼 시연에서 관찰되지 않은 안전 조건을 추론하지 않고 인간 행동을 모방하는 위험.,"A robot imitates a human demonstration without inferring unobserved safety conditions such as permitted force, excluded objects, or situational limits.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0022,Physical,RAI4-0260,RAI4-0260,제로 샷 시뮬레이션-현실 보행 불안정 리스크,Zero-shot sim-to-real locomotion instability,시뮬레이션에서 바로 전이된 로봇의 보행 제어기가 접촉· 순응성· 마찰· 외 란 동 역학의 차이로 실제 하드웨어에서 불안정해지는 위험.,"The risk that a locomotion controller transferred directly from simulation becomes unstable on hardware because contact, compliance, friction, or disturbance dynamics differ from the simulation.",,,시뮬레이션에서 바로 전이된 로봇의 보행 제어기가 접촉·순응성·마찰·외란 동역학의 차이로 실제 하드웨어에서 불안정해지는 위험.,"A locomotion controller transferred directly from simulation becomes unstable on hardware because contact, compliance, friction, or disturbance dynamics differ from the simulation.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0023,Physical,RAI4-0264,RAI4-0264,가정 조작의 단계별 오차 미수정 리스크,Uncorrected stepwise errors in household manipulation,로봇이 작업 단계 사이의 작은 조작 오차를 감지· 수정하지 못해 유출· 불안정한 배치· 충돌· 과열이 누적되는 위험.,"The risk that a household robot fails to detect and correct small manipulation errors between task steps, allowing spills, unstable placements, collisions, or overheating to accumulate.",,,로봇이 작업 단계 사이의 작은 조작 오차를 감지·수정하지 못해 유출·불안정한 배치·충돌·과열이 누적되는 위험.,"A household robot fails to detect and correct small manipulation errors between task steps, allowing spills, unstable placements, collisions, or overheating to accumulate.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0024,Physical,RAI4-0273,RAI4-0273,로봇 거버넌스 명세의 안전 규칙 누락 리스크,Missing safety rules in the robot governance specification,로봇 거버넌스 명세가 지역별 위험· 기관 규칙· 맥락별 제약을 누락해 특정 유형의 비안전 행동이 통제 대상밖에 남는 리스크.,"The risk that a robot governance specification omits locally applicable hazards, institutional rules, or context-specific constraints, leaving defined classes of unsafe behavior ungoverned.",,,로봇 거버넌스 명세가 지역별 위험·기관 규칙·맥락별 제약을 누락해 특정 유형의 비안전 행동이 통제 대상 밖에 남는 리스크.,"The risk that a robot governance specification omits locally applicable hazards, institutional rules, or context-specific constraints, leaving defined classes of unsafe behavior ungoverned.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Physical,SRC-P-0025,Physical,RAI4-0282,RAI4-0282,제어 판단· 제어권 전환 실패에 따른 자동 주행 충돌 위험,Automated driving crash risk from control and handoff failures,"자동 주행 시스템이 인지· 계획· 소프트웨어 결함이나 엣지 케이스로 안전하지 않은 제어 판단을 내리거나, 시간이 촉박한 상황에서 제어권이 모호하게 또는 뒤늦게 전환되어 인간과 시스템 어느 쪽도 필요한 안전 조치를 수행하지 못함으로써 충돌 위험이 발생하는 리스크.","The risk that an automated driving system creates crash risk by making unsafe control decisions after perception, planning, or software failures and edge cases, or by transferring control authority ambiguously or too late in time-critical events, leaving neither the human nor the system able to execute the required safety action.",,,"자동주행 시스템이 인지·계획·소프트웨어 결함이나 엣지 케이스로 안전하지 않은 제어 판단을 내리거나, 시간이 촉박한 상황에서 제어권이 모호하게 또는 뒤늦게 전환되어 인간과 시스템 어느 쪽도 필요한 안전 조치를 수행하지 못함으로써 충돌 위험이 발생하는 리스크.","The risk that an automated driving system creates crash risk by making unsafe control decisions after perception, planning, or software failures and edge cases, or by transferring control authority ambiguously or too late in time-critical events, leaving neither the human nor the system able to execute the required safety action.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
