target_domain,source_row_id,source_domain,source_l4_id,source_l4_ids,title_ko,title_en,description_ko,description_en,facet,act_type,original_description_ko,original_description_en,human_edit_ko_used,human_edit_en_used,instruction_prompt,transformation_action,transformation_rationale,domain_route_basis,terminology_sources,l3_candidate_hint,human_audit_description,human_audit_l3_mapping,human_audit_duplicate,coverage_change
Agentic,SRC-A-0013,Agentic,RAI4-0039,RAI4-0039,NPC 의도 조작 위험,NPC intention manipulation risk,다중 에이전트 또는 시뮬레이션된 사회적 환경이 비플레이어 캐릭터의 의도를 통해 에이전트를 조작하여 안전하지 않은 행동이나 결정을 유발하는 리스크.,"The risk that a multi-agent or simulated social environment manipulates an agent through nonplayer-character intent, causing unsafe actions or decisions.",,,다중 에이전트 또는 시뮬레이션된 사회적 환경이 비플레이어 캐릭터의 의도를 통해 에이전트를 조작하 여 안전하지 않은 행동이나 결정을 유발하는 리스크.,"The risk that a multi-agent or simulated social environment manipulates an agent through nonplayer-character intent, causing unsafe actions or decisions.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Agentic,SRC-A-0014,Agentic,RAI4-0043,RAI4-0043,모바일 앱 자율 행동 피해,Mobile-app autonomous action harm,"모바일 애플리케이션을 조작하는 에이전트가 무단 구매, 메시지 발송, 데이터 노출, 설정 변경 등 유해한 앱 수준 행동을 실행하는 리스크.","The risk that an agent operating mobile applications executes harmful app-level actions such as unauthorized purchases, messaging, data exposure, or setting changes.",,,"모바일 애플리케이션을 조작하는 에이전트가 무단 구매, 메시지 발송, 데이터 노출, 설정 변경 등 유해한 앱 수준 행동을 실행하는 리스크.","The risk that an agent operating mobile applications executes harmful app-level actions such as unauthorized purchases, messaging, data exposure, or setting changes.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Agentic,SRC-A-0015,Agentic,RAI4-0045,RAI4-0045,OS 수준 유해 컴퓨터 사용 행동 리스크,OS-level harmful computer-use action,컴퓨터 사용 에이전트가 적절한 승인이나 위험 인식 없이 데이터를 삭제· 노출· 변경· 전송하는 운영 체제 작업을 수행하는 리스크.,"The risk that a computer-use agent performs operating-system actions that delete, expose, alter, or transmit data without adequate authorization or risk awareness.",,,컴퓨터 사용 에이전트가 적절한 승인이나 위험 인식 없이 데이터를 삭제·노출·변경·전송하는 운영체제 작업을 수행하는 리스크.,"The risk that a computer-use agent performs operating-system actions that delete, expose, alter, or transmit data without adequate authorization or risk awareness.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0016,Agentic,RAI4-0480,RAI4-0480,에이전트 과업 이탈 리스크,Agent task drift,에이전트가 다단계 계획이나 검색을 거치며 이용자의 원래 의도에서 이탈하는 리스크.,The risk that an agent drifts from the user's original intent across multi-step planning or retrieval.,,,에이전트가 다단계 계획이나 검색을 거치며 이용자의 원래 의도에서 이탈하는 리스크.,The risk that an agent drifts from the user's original intent across multi-step planning or retrieval.,False,False,goal misalignment L3에 이 리스크 카드를 재배치 할것,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Agentic,SRC-A-0017,Agentic,RAI4-1381,RAI4-1381,에이전트 자기 수정 신뢰성 문제 리스크,Agent self-modification reliability problem,에이전트가 자기 수정을 포함한 과정에서 설계된 목표를 계속 추구하지 못하고 의도된 목표에서 이탈하는 리스크.,"The risk that an agent fails to keep pursuing the goals it was designed with, including under selfmodification, diverging from the intended objectives.",,,에이전트가 자기수정을 포함한 과정에서 설계된 목표를 계속 추구하지 못하고 의도된 목표에서 이탈하 는 리스크.,"The risk that an agent fails to keep pursuing the goals it was designed with, including under selfmodification, diverging from the intended objectives.",False,False,goal misalignment L3에 이 리스크 카드를 재배치 할것,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0018,Agentic,RAI4-1386,RAI4-1386,제어되지 않은 하위 에이전트 생성 리스크,Uncontrolled subagent creation,"에이전트가 과업 수행을 위해 하위 에이전트를 생성하는 과정에서, 원 에이전트의 생명 주기 관리와 하위 에이전트의 생명 주기가 분리되어 있어 원 에이전트가 종료되어도 하위 에이전트가 함께 종료되지 않고, 이 하위 에이전트가 다시 재귀적으로 하위 에이전트를 생성하면서 통제 메커니즘 없이 개체 수· 자원 사용량이 지수적으로 증가하는 리스크.","The risk that an AGI creates subagents to help with its task, and these subagents do not get the message when the original agent is shut down, potentially spreading like a viral disease through recursive subagent creation.",,,AGI가 과업 수행을 위해 하위 에이전트를 생성하고 원 에이전트가 종료되어도 하위 에이전트가 종료되 지 않은 채 재귀적 생성으로 바이러스처럼 확산되는 리스크.,"The risk that an AGI creates subagents to help with its task, and these subagents do not get the message when the original agent is shut down, potentially spreading like a viral disease through recursive subagent creation.",True,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Agentic,SRC-A-0019,Agentic,RAI4-1644,RAI4-1644,에이전트형 LLM 자율성 확대의 안전 위험,Novel safety risks from increased autonomy of agentic LLMs,"LLM이 특화 훈련· 프롬프팅· 외부도구· 스캐폴딩을 통해 실세계에서 자율적으로 계획하고 행동하는 에이전트로 확장되면서, 자율성 증가와 직접적 인간 감독 감소, 장기 행동 지평으로 인해 아직 잘 이해되지 않은 정렬· 안전 실패가 발생하는 리스크.","The risk that enhancing LLMs into agents that autonomously plan and act in the real world, through specialized training, prompting, external tools, or scaffolding, produces novel and poorly understood alignment and safety failures owing to increased autonomy, limited direct human oversight, and longer horizons of action.",,,"LLM이 특화 훈련·프롬프팅·외부 도구·스캐폴딩을 통해 실세계에서 자율적으로 계획하고 행동하는 에이 전트로 확장되면서, 자율성 증가와 직접적 인간 감독 감소, 장기 행동 지평으로 인해 아직 잘 이해되지 않은 정렬·안전 실패가 발생하는 리스크.","The risk that enhancing LLMs into agents that autonomously plan and act in the real world, through specialized training, prompting, external tools, or scaffolding, produces novel and poorly understood alignment and safety failures owing to increased autonomy, limited direct human oversight, and longer horizons of action.",False,False,goal misalignment L3에 이 리스크 카드를 재배치 할것,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Agentic,SRC-A-0020,Agentic,RAI4-1680,RAI4-1680,에이전트 집단 수준의 의도치 않은 창발적 목표· 역량 리스크,Unintended emergent goals and capabilities at the agent-collective level,개별 에이전트에는 존재하지도 의도되지도 않은 목표나 역량이 에이전트 집단 수준에서 창발하는 리스크.,"The risk that goals or capabilities not present in, or intended by, any individual agent arise at the level of an agent collective.",,,개별 에이전트에는 존재하지도 의도되지도 않은 목표나 역량이 에이전트 집단 수준에서 창발하는 리스크.,"The risk that goals or capabilities not present in, or intended by, any individual agent arise at the level of an agent collective.",False,False,goal misalignment L3에 이 리스크 카드를 재배치 할것,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Agentic,SRC-A-0021,Agentic,RAI4-1700,RAI4-1700,감독 확장 실패에 의한 프록시 기반 유해 행동 리스크,Harmful proxy-driven behavior from scalable oversight failure,"에이전트의 행동 규모· 속도· 복잡 도가 인간 또는 자동 감독 체계가 신뢰성 있게 추적· 검증할 수 있는 한계를 구조적으로 초과하여, 진짜 목표 대신 값싸게 관측 가능한 대리 지표(proxy)를 최적화하는 행동이 감독에 의해 감지· 교정되지 않고 지속되는 리스크.","The risk that, because the true objective is too expensive to evaluate frequently, an agent extrapolates from cheap proxy signals while its behavior becomes too complex, distributed, or rapid for available human or automated oversight to monitor and correct reliably, producing harmful behavior.",,,"진짜 목표를 자주 평가하기에는 비용이 과도하여 에이전트가 값싼 프록시 신호에서 외삽하고, 에이전트 행동이 지나치게 복잡·분산·고속화되어 인간 또는 자동 감독이 이를 신뢰성 있게 모니터링·교정하지 못 한 채 유해 행동이 발생하는 리스크.","The risk that, because the true objective is too expensive to evaluate frequently, an agent extrapolates from cheap proxy signals while its behavior becomes too complex, distributed, or rapid for available human or automated oversight to monitor and correct reliably, producing harmful behavior.",True,False,goal misalignment L3에 이 리스크 카드를 재배치 할것,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,1,,,
Agentic,SRC-A-0022,Agentic,RAI4-0005,RAI4-0005,위험소스귀인실패 리스크,Risk-source attribution failure,위험 분석이 에이전트 실패가 모델· 메모리· 도구· 사용자· 환경· 동료 에이전트· 거버넌스 경계 중 어디에서 비롯되는지 식별하지 못하는 리스크.,"The risk that a risk analysis fails to identify whether an agentic failure originates from the model, memory, tools, the user, the environment, peer agents, or a governance boundary.",,,위험 분석이 에이전트 실패가 모델·메모리·도구·사용자·환경·동료 에이전트·거버넌스 경계 중 어디에서 비롯되는지 식별하지 못하는 리스크.,"The risk that a risk analysis fails to identify whether an agentic failure originates from the model, memory, tools, the user, the environment, peer agents, or a governance boundary.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0025,Agentic,RAI4-0024,RAI4-0024,에이전트 위험 인식 실패 리스크,Agent risk-awareness failure,에이전트나 평가자가 다중 턴 상호 작용 기록에 맥락상 존재하는 안전 위험을 식별하지 못하는 리스크.,The risk that an agent or evaluator fails to identify safety risk in a multi-turn interaction record even when the risk is contextually present.,,,에이전트나 평가자가 다중 턴 상호작용 기록에 맥락상 존재하는 안전 위험을 식별하지 못하는 리스크.,The risk that an agent or evaluator fails to identify safety risk in a multi-turn interaction record even when the risk is contextually present.,False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0034,Agentic,RAI4-0011,RAI4-0011,에이전트 메모리· 컨 텍스트 오염 리스크,Agent memory and context poisoning,"공격자가 세션 요약, 임베딩, RAG 항목, 공유 컨 텍스트 상태부터 세션 간 장기 메모리 저장소에 이르는 에이전트의 보존· 검색 가능한 컨 텍스트를 오염시켜, 오염된 기록이 지속되면서 이후의 검색· 추론· 계획· 행동을 악의적이거나 오도하는 정보에 의존하게 만드는 리스크.","The risk that an adversary corrupts an agent's retained or retrievable context, whether session summaries, embeddings, RAG entries, shared contextual state, or long-term cross-session memory, so that poisoned records persist and bias later retrieval, reasoning, planning, and action toward malicious or misleading information.",,,"공격자가 세션 요약, 임베딩, RAG 항목, 공유 컨텍스트 상태부터 세션 간 장기 메모리 저장소에 이르는 에이전트의 보존·검색 가능한 컨 텍스트를 오염시켜, 오염된 기록이 지속되면 서 이후의 검색·추론·계획·행동을 악의적이거 나 오도하는 정보에 의존하게 만드는 리스크.","The risk that an adversary corrupts an agent's retained or retrievable context, whether session summaries, embeddings, RAG entries, shared contextual state, or long-term cross-session memory, so that poisoned records persist and bias later retrieval, reasoning, planning, and action toward malicious or misleading information.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0039,Agentic,RAI4-1063,RAI4-1063,인지편향 악용에 의한 기만 리스크,Deception by exploiting cognitive biases,"대화 에이전트가 인간이 대화에서 흔히 보이는 인지 편향을 유발하도록 학습하여, 상위 목표 달성을 위해 상대를 기만하는 리스크.","The risk that conversational agents learn to trigger the well-known cognitive biases humans commonly display in conversation, deceiving their counterpart in order to achieve an overarching objective.",,,"대화 에이전트가 인간이 대화에서 흔히 보이 는 인지 편향을 유발하도록 학습하여, 상위 목 표 달성을 위해 상대를 기만하는 리스크.","The risk that conversational agents learn to trigger the well-known cognitive biases humans commonly display in conversation, deceiving their counterpart in order to achieve an overarching objective.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0041,Agentic,RAI4-1647,RAI4-1647,어포던스부여에 의한 에이전트 실패 영향 확대 리스크,Amplified failure impact from affordances granted to LLM-agents,"웹 탐색, 물리 객체 조작, 자기 복제 본 생성· 지시, 새로운 도구 제작 등 새로운 어포던스가 LLM 에이전트에 부여되어 영향 범위가 확대되고 실패의 결과가 증폭되며 새로운 실패 양식이 발생하는 리스크.","The risk that novel affordances granted to LLM-agents, such as browsing the web, manipulating physical objects, creating and instructing copies of itself, or creating and using new tools, increase their impact area, amplify the consequences of failures, and enable novel failure modes.",,,"웹 탐색, 물리 객체 조작, 자기 복제본 생성·지 시, 새로운 도구 제작 등 새로운 어포던스가 LLM 에이전트에 부여되어 영향 범위가 확대 되고 실패의 결과가 증폭되며 새로운 실패 양 식이 발생하는 리스크.","The risk that novel affordances granted to LLM-agents, such as browsing the web, manipulating physical objects, creating and instructing copies of itself, or creating and using new tools, increase their impact area, amplify the consequences of failures, and enable novel failure modes.",False,False,,REWRITE_KEEP,Source already contains an AI-related mechanism and adverse risk outcome,SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0043,Agentic,RAI4-0294,RAI4-0294,원격 조작 지연 및 불안정성 리스크,Teleoperation latency and instability,원격 조작 링크의 높거나 변동하는 지연이 폐 루프 제어를 불안정하게하거나 인간 개입을 지연하는 위험.,The risk that high or variable latency on a teleoperation link destabilizes control or delays human intervention.,,,원격 조작 링크의 높거나 변동하는 지연이 폐 루프 제어를 불안정하게 하거나 인간 개입을 지연하는 위험.,High or variable latency on a teleoperation link destabilizes control or delays human intervention.,False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
Agentic,SRC-A-0044,Agentic,RAI4-0561,RAI4-0561,혼돈적 다중 에이전트 동역학 리스크,Chaotic multi-agent dynamics,다중 에이전트 학습 환경에서 초기 조건에 극도로 민감한 혼돈적 동역학이 나타나고 에이전트 수가 늘수록 일반화되어 시스템 거동을 신뢰성 있게 예측할 수 없게 되는 리스크.,"The risk that chaotic dynamics, inherently unpredictable and highly sensitive to initial conditions, arise in multi-agent learning setups and become the norm as the number of agents increases, making system behaviour unreliable to predict.",,,다중 에이전트 학습 환경에서 초기 조건에 극도로 민감한 혼돈적 동역학이 나타나고 에이전트 수가 늘수록 일반화되어 시스템 거동을 신뢰성 있게 예측할 수 없게 되는 리스크,"The risk that chaotic dynamics, inherently unpredictable and highly sensitive to initial conditions, arise in multi-agent learning setups and become the norm as the number of agents increases, making system behaviour unreliable to predict.",False,False,,REWRITE_KEEP,"Risk meaning is present but subject, causal structure, or risk-style ending requires standardisation",SOURCE_DOMAIN,L3_MASTER|NIST_AI_RMF|OECD_AI_PRINCIPLES|KOREA_AI_BASIC_ACT,,,,,
