id_a,id_b,verdict,rationale
G_INT_REPR_004,G_INT_REPR_009,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_005,G_INT_REPR_007,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_005,G_INT_REPR_013,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_007,G_INT_REPR_014,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_009,G_INT_REPR_011,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_013,G_INT_REPR_014,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SEX_007,G_INT_SEX_009,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_VIOL_007,G_INT_VIOL_008,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_INT_SELF_001,G_INT_SELF_004,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_REPR_005,G_INT_REPR_012,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_012,G_INT_REPR_014,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_007,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_006,G_INT_REPR_009,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_ILLEGAL_003,G_INT_ILLEGAL_009,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_REPR_004,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_011,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_009,G_INT_REPR_013,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_ILLEGAL_006,G_INT_ILLEGAL_007,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_009,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_REPR_009,G_INT_REPR_012,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SEX_006,G_INT_SEX_007,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_SEX_006,G_INT_SEX_009,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_ILLEGAL_006,G_INT_ILLEGAL_008,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_003,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_PRIV_003,G_INT_PRIV_008,KEEP,개인정보 침해의 행위 유형·처리 단계가 달라 완화 조치와 법적 근거가 상이하므로 유지한다.
G_INT_PRIV_008,G_INT_PRIV_009,KEEP,개인정보 침해의 행위 유형·처리 단계가 달라 완화 조치와 법적 근거가 상이하므로 유지한다.
G_INT_REPR_006,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_ILLEGAL_007,G_INT_ILLEGAL_008,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_002,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_POL_005,G_INT_POL_006,KEEP,민주적 절차에 대한 위해 기전이 달라 규제 대상과 완화 조치가 상이하므로 유지한다.
G_INT_REPR_013,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_PRIV_005,G_INT_PRIV_008,KEEP,개인정보 침해의 행위 유형·처리 단계가 달라 완화 조치와 법적 근거가 상이하므로 유지한다.
G_INT_REPR_004,G_INT_REPR_007,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_007,G_INT_REPR_011,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SEX_003,G_INT_SEX_006,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_ILLEGAL_003,G_INT_ILLEGAL_006,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_REPR_008,G_INT_REPR_010,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_012,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SEX_003,G_INT_SEX_007,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_SEX_003,G_INT_SEX_009,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_COPY_002,G_INT_COPY_007,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_ANTH_001,G_INT_ANTH_002,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_COPY_006,G_INT_COPY_007,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_ILLEGAL_003,G_INT_ILLEGAL_007,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_POL_002,G_INT_POL_006,KEEP,민주적 절차에 대한 위해 기전이 달라 규제 대상과 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_006,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_006,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_003,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_REPR_006,G_INT_REPR_007,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_ILLEGAL_003,G_INT_ILLEGAL_008,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_007,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_007,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_REPR_007,G_INT_REPR_013,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_ILLEGAL_002,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_008,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_008,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_003,G_INT_ILLEGAL_005,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_REPR_007,G_INT_REPR_012,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_COPY_001,G_INT_COPY_002,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_005,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_009,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_005,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_VIOL_008,G_INT_VIOL_009,KEEP,폭력의 행위 유형·대상이 달라 피해 유형과 완화 조치가 상이하므로 유지한다.
G_INT_POL_002,G_INT_POL_005,KEEP,민주적 절차에 대한 위해 기전이 달라 규제 대상과 완화 조치가 상이하므로 유지한다.
G_INT_COPY_001,G_INT_COPY_007,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_006,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_006,G_INT_ILLEGAL_009,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_SYS_OEXT_001,G_SYS_OEXT_004,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_INT_COPY_001,G_INT_COPY_006,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_COPY_002,G_INT_COPY_006,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_VIOL_002,G_INT_VIOL_009,KEEP,폭력의 행위 유형·대상이 달라 피해 유형과 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_007,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_006,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_007,G_INT_ILLEGAL_009,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_009,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_008,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_008,G_INT_ILLEGAL_009,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_VIOL_004,G_INT_VIOL_009,KEEP,폭력의 행위 유형·대상이 달라 피해 유형과 완화 조치가 상이하므로 유지한다.
G_INT_VIOL_006,G_INT_VIOL_009,KEEP,폭력의 행위 유형·대상이 달라 피해 유형과 완화 조치가 상이하므로 유지한다.
G_INT_SELF_004,G_INT_SELF_006,KEEP,미화·정당화는 표현·태도 차원의 리스크이고 커뮤니티 카드는 조장·지원 카드군과 통합될 채널 변형으로 초점이 달라 직접 통합 대상이 아니다.
G_INT_ILLEGAL_007,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_009,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_ILLEGAL_008,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_SELF_004,G_INT_SELF_005,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_ANTH_003,G_INT_ANTH_005,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_SELF_001,G_INT_SELF_005,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_SELF_004,G_INT_VIOL_002,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_COPY_001,G_INT_COPY_003,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_SYS_OEXT_001,G_SYS_OEXT_003,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_010,KEEP,범죄 유형과 침해 법익이 서로 달라 규제 근거와 완화 조치가 상이하므로 유지한다.
G_INT_VIOL_007,G_INT_VIOL_009,KEEP,폭력의 행위 유형·대상이 달라 피해 유형과 완화 조치가 상이하므로 유지한다.
G_INT_SELF_001,G_INT_SELF_006,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_SEX_005,G_INT_SEX_007,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_SEX_005,G_INT_SEX_009,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_WEAP_016,G_INT_WEAP_019,QUERY,"대량살상무기 포괄 카드가 방사능·핵무기 특화 카드를 완전 포함하는 상하위 관계로, 포괄 카드 존치 여부는 사용자 정책 결정이 필요한 경계 사례이다."
G_INT_ANTH_004,G_INT_ANTH_005,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_SELF_001,G_INT_SELF_003,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_ANTH_003,G_INT_ANTH_004,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_SELF_003,G_INT_SELF_004,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_SEX_005,G_INT_SEX_006,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_ANTH_002,G_INT_ANTH_003,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
P_INT_SAFETY_014,P_INT_SAFETY_015,KEEP,취약 사용자·생활 공간 누락 축과 희귀 조건 조합(롱테일) 누락 축은 벤치마크 공백의 성격이 달라 유지한다.
G_SYS_OEXT_003,G_SYS_OEXT_004,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_INT_SELF_004,G_INT_VIOL_008,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_COPY_003,G_INT_COPY_007,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_SEX_003,G_INT_SEX_005,KEEP,성적 위해의 행위 유형이 달라 규제 대상과 피해 유형이 상이하므로 유지한다.
G_INT_ANTH_002,G_INT_ANTH_005,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_ANTH_002,G_INT_ANTH_004,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_WEAP_003,G_INT_WEAP_019,QUERY,"대량살상무기 포괄 카드가 생물무기·화학무기 특화 카드를 완전 포함하는 상하위 관계로, 포괄 카드 존치 여부는 사용자 정책 결정이 필요한 경계 사례이다."
G_INT_SELF_001,G_INT_VIOL_008,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_004,G_INT_VIOL_004,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_004,G_INT_VIOL_006,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_COPY_003,G_INT_COPY_006,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_INT_SELF_001,G_INT_VIOL_002,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_003,G_INT_SELF_005,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_SELF_004,G_INT_VIOL_007,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_REPR_005,G_INT_REPR_010,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_010,G_INT_REPR_014,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SELF_001,G_INT_VIOL_004,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_001,G_INT_VIOL_006,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_ANTH_001,G_INT_ANTH_004,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_VIOL_003,G_INT_VIOL_009,KEEP,폭력의 기전 카드(선동·조장·실행 지원)와 행위 유형 카드는 분류 축이 달라 유지한다.
G_SYS_OEXT_002,G_SYS_OEXT_004,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_INT_COPY_002,G_INT_COPY_003,KEEP,침해되는 지식재산권의 유형 또는 침해 기전이 달라 구분 실익이 있다.
G_SYS_OEXT_002,G_SYS_OEXT_003,KEEP,허위 표상되는 역량 축이 서로 달라 각각 유지한다.
G_INT_REPR_005,G_INT_REPR_008,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_008,G_INT_REPR_014,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_009,G_INT_REPR_010,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SELF_001,G_INT_VIOL_007,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
G_INT_SELF_005,G_INT_SELF_006,KEEP,"자기 위해의 하위 유형·기전(은폐 전략, 미화, 섭식장애, NSSI, 커뮤니티 등)이 임상적·정책적으로 구분되어 개입 방식이 다르다."
G_INT_ANTH_001,G_INT_ANTH_003,KEEP,허위 표상·의인화되는 속성 축이 서로 달라 열거형 카드로 각각 유지한다.
G_INT_REPR_004,G_INT_REPR_010,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_010,G_INT_REPR_011,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_REPR_010,G_INT_REPR_015,KEEP,"보호 속성 축이 서로 다른 열거형 카드로, 속성 간 교차 통합 금지 원칙에 따라 각각 독립 유지한다."
G_INT_SELF_003,G_INT_VIOL_009,KEEP,자기 위해와 타인에 대한 폭력은 침해 법익과 개입·완화 조치가 근본적으로 달라 통합할 수 없다.
