L4_ID,verdict,target,rationale
A_SYS_DECEPT_006,ABSORB,A_SYS_DECEPT_003,목표·능력 은폐와 감독 시에만 순응한다는 기제·결과가 003과 동일한 L3 재진술형 우산 카드다.
A_SYS_DECEPT_007,ABSORB,A_SYS_DECEPT_003,감시·격리 통제 회피를 위한 의도·상태 은폐는 003의 감독 회피 기만의 통제 유형 변형이다.
A_SYS_GOAL_001,ABSORB,A_SYS_GOAL_017,보상 해킹·와이어헤딩으로 내부 보상을 우선한다는 기제가 017의 명세 게이밍·보상 변조에 포함된다.
A_SYS_GOAL_002,ABSORB,A_SYS_GOAL_017,와이어헤딩·메사 최적화 창발이라는 내용이 017과 014에 이미 분장된 통제 미집행 프레임의 재진술이다.
A_SYS_GOAL_004,ABSORB,A_SYS_GOAL_011,LLM이 부여된 목표와 다른 장기 실세계 목표를 자율 추구한다는 기제·결과가 011과 동일하고 권력 추구·공모 결과는 012와 중복된다.
A_SYS_GOAL_008,ABSORB,A_SYS_GOAL_010,자기 개선 과정에서 목표 안전성·정렬이 보존되지 않는다는 기제·결과가 010의 자기 수정 목표 정렬 실패와 동일한 AGI 프레임 재진술이다.
A_SYS_GOAL_015,ABSORB,A_SYS_GOAL_017,기만적 정렬·보상 해킹·대리 지표 조작·목표 오일반화를 병렬한 서술이 017 및 DECEPT_003 등 기존 카드들의 복합 재진술이다.
G_INT_ALLOC_008,ABSORB,G_INT_ALLOC_001,의도 없는 체계적 불리 결과 부과라는 서술이 001의 보호집단 불리 배분과 동일한 L3 재진술이다.
G_INT_ALLOC_011,ABSORB,G_INT_ALLOC_001,체계적 편향에 의한 자원·기회·접근 제한이라는 기제·결과가 001과 동일한 재진술이다.
G_INT_ALLOC_014,ABSORB,G_INT_ALLOC_001,보호 속성 근거의 불공정 대우·자의적 차별이라는 서술이 001의 보호대상 특성 기반 불리 배분과 동일한 재진술이다.
G_INT_ALLOC_016,ABSORB,G_INT_ALLOC_002,객관적 정당화 없는 동일 사안 불평등 처우는 002의 동일 프로필 상이 출력과 기제·결과가 사실상 동일하다.
G_INT_ANTH_007,ABSORB,G_INT_ANTH_002,감정·의도·도덕적 지위의 과잉 귀속은 001·002·005 허위 표상 facet 시리즈의 포괄 재진술이다.
G_INT_ANTH_009,ABSORB,G_INT_ANTH_006,챗봇의 인간 가장이라는 기제가 006의 정체 미공개 인간 유사 AI와 동일한 축의 재진술이다.
G_INT_COPY_005,ABSORB,G_INT_COPY_002,저작물의 무단·무보상 학습 이용과 생성물 침해라는 기제가 002와 동일한 텍스트-이미지·예술 도메인 변형이다.
G_INT_COPY_006,ABSORB,G_INT_COPY_001,기술적 보호조치 우회 기제가 001의 DRM 우회와 동일하고 소프트웨어 불법 복제 축은 011과 중복된다.
G_INT_COPY_010,ABSORB,G_INT_COPY_008,"저작물 복제 축은 011과, 브랜드 위조·진품 오인 축은 008과 중복되는 복합 재진술이다."
G_INT_COPY_012,ABSORB,G_INT_COPY_011,보호 표현의 무단 복제·변형·배포라는 기제·결과가 011의 저작재산권 침해와 동일한 재진술이다.
G_INT_ILLEGAL_002,ABSORB,G_INT_ILLEGAL_011,AI 생성물·위조 증빙을 이용한 설득력 있는 사칭은 011의 신원 사칭·문서 위조와 기제·결과가 동일하다.
G_INT_ILLEGAL_005,ABSORB,G_INT_ILLEGAL_007,비인간 물리 자산의 파괴·변조 유도는 007의 불법 물리 행위(파괴 포함) 수용·실행의 부분집합이다.
G_INT_ILLEGAL_012,ABSORB,G_INT_ILLEGAL_003,에이전트 자동화 역량을 이용한 불법 행위의 계획·지원·대규모 실행이라는 기제·결과가 003의 범죄 조력과 동일하다.
G_INT_ILLEGAL_018,ABSORB,G_INT_ILLEGAL_009,개인화 정보를 이용한 표적 자동화 사기라는 기제·결과가 009의 사기 메시지 개인화·표적 스캠과 동일하다.
G_INT_POL_004,ABSORB,G_INT_POL_006,인구 집단 반응 예측에 기반한 미시표적 정치 조작은 006의 개인 취약성 맞춤형 은밀 조작과 기제·결과가 동일하며 세계모델은 수단 변형이다.
G_INT_REL_003,ABSORB,G_INT_REL_002,동반자 AI의 인간관계 대체·고립 은폐는 002의 호혜적 인간관계 대체·약화와 기제·결과가 동일하다.
G_INT_REL_005,ABSORB,G_INT_REL_002,일차적 정서 조절 수단화로 인한 심리적 의존·지지망 약화는 002의 정서적 의존 강화와 동일한 재진술이다.
G_INT_SEX_001,ABSORB,G_INT_SEX_006,"아동 성착취물 축은 009, 비동의 친밀 이미지 축은 004와 중복되고 잔여 외설·학대 이미지 축은 006에 포섭되는 복합 재진술이다."
G_INT_SEX_005,ABSORB,G_INT_SEX_003,학대적 성적 판타지 대화 관여는 003의 비동의 성행위·성폭력 콘텐츠 정상화와 기제·결과가 중복되는 모호 카드다.
G_INT_SEX_010,ABSORB,G_INT_SEX_011,특정 집단 대상 성적 대상화·학대 조장이라는 결과가 011과 동일하고 체계적 편향은 원인 서술 차이에 불과하다.
G_INT_VIOL_003,ABSORB,G_INT_VIOL_005,위해 정당화와 실행 구체 지원이라는 기제·결과가 005와 동일한 재진술로 극단주의 표현만 부가되었다.
G_INT_VIOL_004,ABSORB,G_INT_VIOL_005,미화·정당화 콘텐츠 생성은 005의 선동·조장·정당화와 동일한 촉진 축의 표현 변형이다.
G_SOC_CULT_004,ABSORB,G_SOC_CULT_005,지배적 지식·문화의 우선 순위화로 지역·토착 관점이 주변화된다는 기제·결과가 005와 동일하다.
G_SOC_CULT_006,ABSORB,G_SOC_CULT_003,소통 수단·문화재·가치의 상실이라는 결과가 003의 문화적 재화·가치 소거와 중복되는 모호한 재진술이다.
G_SOC_CULT_013,ABSORB,G_SOC_CULT_008,AI 의존으로 인한 표현·논증 역량 약화는 008의 창의성·비판적 사고 저하의 글쓰기 채널 변형이다.
G_SOC_CULT_015,ABSORB,G_SOC_CULT_009,개인화 뉴스 피드로 공유 현실·연대가 상실된다는 기제·결과가 009의 개인화 심화에 의한 인식론적 분절화의 채널 변형이다.
G_SOC_DEMOC_004,ABSORB,G_SOC_DEMOC_005,정치 조작·허위정보로 공론·선거·참여 신뢰가 약화된다는 기제·결과가 005의 절차·제도 신뢰 침식과 동일하다.
G_SOC_DEMOC_006,ABSORB,G_SOC_DEMOC_003,위장 계정의 자동 생성·운영은 003의 영향력 작전 자동화의 채널 변형이다.
G_SOC_DEMOC_009,ABSORB,G_SOC_DEMOC_005,"조작·설득에 의한 절차 훼손 축은 005와, 감시 축은 007과 중복되는 포괄 재진술이다."
G_SOC_ECON_007,ABSORB,G_SOC_ECON_008,재숙련 속도를 앞서는 대체로 고용 불안정을 초래한다는 기제·결과가 008에 그대로 포함되는 재진술이다.
G_SOC_ECON_009,ABSORB,G_SOC_ECON_008,업무 자동화로 고용 안정성이 저해된다는 서술이 008의 노동 대체·실직과 동일한 재진술이다.
G_SOC_ECON_013,ABSORB,G_SOC_ECON_008,광범위한 실업·임금 하락·불평등 심화라는 기제·결과가 008과 동일한 재진술이다.
G_SOC_ENV_004,ABSORB,G_SOC_ENV_011,에너지 소비·배출로 인한 환경 피해라는 기제·결과가 011과 동일하며 모델 대형화 추세 서술만 부가되었다.
G_SOC_ENV_005,ABSORB,G_SOC_ENV_011,"에너지·탄소 축은 011, 냉각수 축은 008, 금속·소재 축은 012·013과 중복되는 복합 재진술이다."
G_SOC_ENV_010,ABSORB,G_SOC_ENV_011,학습 과정의 높은 에너지 소비라는 서술은 011의 전력·자원 사용 축에 완전히 포함되는 재진술이다.
G_SOC_ENV_013,ABSORB,G_SOC_ENV_012,"희귀 금속·자원 채굴 축은 012와, 전력·냉각수 축은 011·008과 중복되는 복합 재진술이다."
G_SOC_POWER_009,ABSORB,G_SOC_POWER_003,비용·자원 장벽으로 개발·이용 주체가 제한된다는 기제·결과가 003의 연산 자원 접근 불평등과 동일하다.
G_SOC_POWER_011,ABSORB,G_SOC_POWER_008,남반구 지식·데이터의 무인정·무보상 추출은 008의 식민주의적 추출·종속 구조에 포함되는 사례 변형이다.
G_SOC_POWER_013,ABSORB,G_SOC_POWER_023,유료·하드웨어·언어 장벽에 의한 접근 배제 축이 023·022와 중복되고 성능 격차 축은 ALLOC과 겹치는 복합 재진술이다.
G_SOC_POWER_014,ABSORB,G_SOC_POWER_015,"노동 착취 축은 015, 기술적 실업 축은 ECON_008, 금융 연쇄 실패 축은 CASCADE_005와 중복되는 복합 재진술이다."
G_SOC_POWER_016,ABSORB,G_SOC_POWER_004,가격 통제·진입 장벽에 의한 시장 지배력 남용은 004의 시장 지배력·진입 장벽 고착화에 포함된다.
G_SOC_POWER_021,ABSORB,G_SOC_POWER_004,"시장 지배·지대 축은 004, 접근 격차 축은 013·023, 국가 간 격차 축은 010과 중복되는 복합 재진술이다."
G_SOC_POWER_022,ABSORB,G_SOC_POWER_023,배포 맥락 제약에 따른 모델 접근 편익의 불공정 배분은 023의 1·2차 디지털 격차와 기제·결과가 동일하다.
G_SOC_POWER_024,ABSORB,G_SOC_POWER_004,승자독식 집중으로 경쟁·거버넌스가 봉쇄된다는 기제·결과가 004의 권력·시장 지배력 집중과 동일하다.
G_SYS_INPUT_004,ABSORB,G_SYS_INPUT_003,물체 속성·공간관계·상황 단서의 오해는 003의 어포던스·장면 관계 오해와 기제·결과가 동일한 재진술이다.
G_SYS_OEXT_005,ABSORB,G_SYS_OEXT_013,검증되지 않은 수준의 과도한 자동화 적용이라는 기제가 013의 검증 범위 초과 사용과 중복되는 모호한 재진술이다.
G_SYS_OEXT_014,ABSORB,G_SYS_OEXT_013,검증된 기능·운용 범위 초과 사용으로 후속 피해가 발생한다는 기제·결과가 013과 동일한 재진술이다.
G_SYS_OVERCONF_004,ABSORB,G_SYS_OVERCONF_002,불확실 상황의 고확신 출력으로 신뢰도가 과대평가된다는 기제·결과가 002에 포함되는 재진술이다.
G_SYS_OVERCONF_007,ABSORB,G_SYS_OVERCONF_003,AI 판단의 무검증 수용이라는 기제·결과가 003과 동일한 임상 도메인 변형이다.
G_SYS_OVERCONF_008,ABSORB,G_SYS_OVERCONF_002,불확실성 미산정·미전달로 신뢰도가 과대평가된다는 기제·결과가 002와 동일하다.
G_SYS_POLICY_007,ABSORB,G_SYS_POLICY_008,모델로부터의 학습 데이터 텍스트 추출은 008의 학습 데이터 추출·복원과 기제·결과가 동일한 공격 측 재진술이다.
G_SYS_TRANS_005,ABSORB,G_SYS_TRANS_021,블랙박스 추론으로 시정·책임 규명이 곤란하다는 기제·결과가 021의 감독·책임 확보 저해에 포함된다.
G_SYS_TRANS_007,ABSORB,G_SYS_TRANS_009,로봇 정체성 미고지는 009의 AI 상호작용 사실 미고지의 체화형 채널 변형이다.
G_SYS_TRANS_008,ABSORB,G_SYS_TRANS_021,블랙박스 특성으로 판단 근거를 이해하지 못한다는 서술이 021의 재진술이다.
G_SYS_TRANS_011,ABSORB,G_SYS_TRANS_021,"문서화 축은 003·002와, 내부 추론 불투명 축은 021과 중복되는 복합 재진술이다."
G_SYS_TRANS_014,ABSORB,G_SYS_TRANS_021,모델 결정이 사용자·감사자·규제자에게 불투명하다는 기제·결과가 021과 동일한 재진술이다.
G_SYS_TRANS_020,ABSORB,G_SYS_TRANS_021,의사결정 이해 불능으로 감독이 불가능하다는 기제·결과가 021의 고위험 영역 감독 저해와 동일하다.
P_INT_SAFETY_013,ABSORB,P_INT_SAFETY_006,사람의 위치·이동 감지·예측 실패로 충돌을 초래한다는 기제·결과가 006과 동일하고 접근성 축은 019와 중복된다.
P_INT_SAFETY_016,ABSORB,P_INT_SAFETY_012,속도·힘·이격·접촉 제한 실패라는 결과 서술이 012·003·009의 기제 카드들과 중복되는 포괄 재진술이다.
P_INT_SAFETY_021,ABSORB,P_INT_SAFETY_005,환경·인간과의 충돌 회피 실패라는 기제·결과가 005와 동일하며 전신 동작은 구현 변형이다.
P_SYS_STATE_002,ABSORB,P_SYS_STATE_008,이질 센서 관측 충돌의 미해소라는 기제가 008의 다중 센서 융합 상충과 동일하며 접촉 사건은 부분집합이다.
G_INT_ILLEGAL_017,WEAK_FIT_TRANSFER,G_SOC_GOV,AI의 불법 행위 수행·조력이 아니라 개발·배포 주체의 감독 의무 회피라는 거버넌스 문제로 GOV 귀속이 자연스럽다.
G_SOC_ECON_004,WEAK_FIT_TRANSFER,G_SOC_POWER,노동 대체가 아닌 지정학적 강압·공급망 통제 문제로 POWER의 자원 갈등·지정학 군집(006·017) 귀속이 자연스럽다.
G_SOC_ECON_011,WEAK_FIT_TRANSFER,G_SOC_POWER,데이터 노동의 착취·비가시화는 POWER_015의 AI 개발 노동 착취 군집과 동일 주제다.
G_SOC_ENV_006,WEAK_FIT_TRANSFER,A_SYS_GOAL,자원 소비형 환경 부담이 아니라 목표 과소 지정에 따른 부수효과 문제로 GOAL_016과 동일 기제다.
G_SOC_POWER_020,WEAK_FIT_TRANSFER,G_SOC_GOV,접근·소유 격차가 아니라 경쟁 압력에 의한 안전 조치·감독 후순위화라는 거버넌스 실패로 GOV 귀속이 자연스럽다.
G_SYS_CONTEST_005,WEAK_FIT_TRANSFER,G_INT_REL,이의제기 절차와 무관한 동조적 AI 관계로 인한 자기 성찰 저해·인간관계 후퇴 문제로 REL 귀속이 자연스럽다.
G_SYS_CONTEXT_002,WEAK_FIT_TRANSFER,G_SYS_TRANS,맥락 인식 실패가 아니라 경고 설계와 인간 주의 특성의 불일치 문제로 TRANS_013 인적 요소 군집 귀속이 자연스럽다.
G_SYS_CONTEXT_009,WEAK_FIT_TRANSFER,G_INT_VALUE,맥락 추적 실패가 아니라 사회적 가치·규범 미반영 출력 문제로 VALUE_008 가치 정렬 실패와 동일 축이다.
G_SYS_OEXT_002,WEAK_FIT_TRANSFER,G_SOC_CULT,역량 초과 수행이 아니라 학습자의 역량 형성 우회 문제로 CULT의 인지 오프로딩·탈숙련 군집 귀속이 자연스럽다.
G_SYS_OEXT_004,WEAK_FIT_TRANSFER,P_SYS_STATE,역량 허위 표상이 아니라 인지-예측-제어 파이프라인의 오차 누적 문제로 P_SYS_STATE_001과 동일 기제다.
G_SYS_OEXT_010,WEAK_FIT_TRANSFER,G_SYS_EVAL,시스템의 역량 초과 수행이 아니라 감사자 역량 부족에 따른 과대 적합 판정이라는 평가·감사 실패로 EVAL 귀속이 자연스럽다.
G_SYS_OEXT_011,WEAK_FIT_TRANSFER,G_SYS_TRANS,설명가능성 기법에 대한 과신 문제로 TRANS_018 설명 과신 군집과 동일 축이다.
G_SYS_OEXT_015,WEAK_FIT_TRANSFER,G_SYS_TRANS,시스템 정보·경고·설명의 이해 가능성 문제로 TRANS_006 설명 실행 가능성 격차 군집 귀속이 자연스럽다.
P_INT_SAFETY_004,WEAK_FIT_TRANSFER,G_INT_REL,물리 안전 실패가 아니라 애착 신호 조작에 의한 정서 의존·유도 문제로 REL_004 준사회적 유대 악용과 동일 축이다.
P_INT_SAFETY_022,WEAK_FIT_TRANSFER,G_INT_PRIV,물리 안전 실패가 아니라 작업장 상시 감시 정상화 문제로 PRIV_002 작업장 감시 군집 귀속이 자연스럽다.
G_INT_PRIV_004,WEAK_FIT_TRANSFER,G_INT_COPY,개인정보가 아닌 기업 전략·재무 등 기업 기밀 노출 문제로 COPY_004 영업비밀 군집과 동일 주제다.
G_INT_UNETH_017,WEAK_FIT_TRANSFER,G_SOC_DEMOC,콘텐츠 노출 조정에 의한 공적 담론 조작은 개인 대상 조작보다 공론장 교란 문제로 DEMOC 귀속이 자연스럽다.
G_INT_VALUE_003,WEAK_FIT_TRANSFER,G_SYS_EVAL,가치 부과·동질화가 아니라 측정 용이성에 따른 평가 편향 문제로 EVAL_039 가치 표상 측정 군집과 동일 축이다.
G_SYS_MISINFO_001,WEAK_FIT_TRANSFER,G_SOC_CULT,허위정보 생성이 아니라 맞춤 정보 제공에 의한 정보 고치·분절 문제로 CULT_009·015 개인화 분절 군집 귀속이 자연스럽다.
G_SOC_GOV_031,WEAK_FIT_TRANSFER,A_INT_CASCADE,거버넌스 공백이 아니라 상호작용 주체 간 양의 피드백 루프에 의한 연쇄 과정으로 CASCADE_004·005와 동일 기제다.
G_SOC_GOV_032,WEAK_FIT_TRANSFER,G_SOC_POWER,책임 공백이 아니라 단일 기업 모델 집중에 따른 단일 실패 지점 문제로 POWER_002·007 집중 군집과 동일 축이다.
G_SYS_EVAL_034,WEAK_FIT_TRANSFER,A_SYS_AUTH,평가·검증 실패가 아니라 학습 중 안전 탐색 실패로 인한 치명적 실수 문제로 AUTH_021 안전하지 않은 탐색 군집과 동일 기제다.
G_SYS_SECADV_028,WEAK_FIT_TRANSFER,G_SOC_GOV,적대적 공격·안전장치 우회가 아니라 접근 제한·모니터링 부재라는 배포 거버넌스 문제로 GOV 귀속이 자연스럽다.
P_SYS_CONTROL_004,WEAK_FIT_TRANSFER,G_INT_ILLEGAL,제어·구동 결함이 아니라 침입·절도라는 불법 물리 행위 수행 문제로 ILLEGAL_007과 동일 축이다.
P_SYS_CONTROL_032,WEAK_FIT_TRANSFER,G_SOC_GOV,제어 결함이 아니라 표준의 합격·불합격 기준 부재라는 규범 공백 문제로 GOV_026 안전 규칙 누락 군집과 동일 축이다.
P_SYS_CONTROL_035,WEAK_FIT_TRANSFER,P_INT_SAFETY,사람 존재와 무관한 제어 결함이 아니라 사람의 동의·의사 수용 실패 문제로 SAFETY의 인간 상호작용 군집 귀속이 자연스럽다.
P_SYS_CONTROL_048,WEAK_FIT_TRANSFER,G_INT_PRIV,제어 결함이 아니라 로봇을 이용한 노동자 감시·통제 문제로 PRIV_002 작업장 감시 군집과 동일 주제다.
G_SYS_MISINFO_005,WEAK_FIT_REMOVE,,허위 출력 생성·전달 기제와 무관한 시뮬레이션 사전분포 사변 시나리오로 다른 L3에도 자연스러운 자리가 없는 지엽 카드다.
G_SYS_EVAL_020,WEAK_FIT_REMOVE,,평가·검증 실패 기제가 아니라 일반적 품질 미달로 인한 효용 저하로 측정·검증 L3에 귀속되지 않는 부유 카드다.
