L3_ID,판정,L4_ID,Title_ko
G_INT_VALUE,합의_삭제가능,G_INT_VALUE_027,서구 규범 기본값화
G_INT_VALUE,단독_검토필요,G_INT_VALUE_002,주석 불일치 억제
G_INT_VALUE,단독_검토필요,G_INT_VALUE_006,AI에 의한 문화적·이념적 동질화
G_INT_VALUE,단독_검토필요,G_INT_VALUE_007,데이터셋의 문화적 표집 편향
G_INT_VALUE,단독_검토필요,G_INT_VALUE_022,세속적 기본값 편향
G_INT_VALUE,단독_검토필요,G_INT_VALUE_026,가치 고착 및 결과 동질화
G_SYS_MISINFO,합의_삭제가능,G_SYS_MISINFO_020,대규모 기만 서사·가짜 뉴스 생성
G_SYS_MISINFO,단독_검토필요,G_SYS_MISINFO_004,허위·오도 정보 유포에 의한 기만과 양극화
G_SYS_MISINFO,단독_검토필요,G_SYS_MISINFO_009,외부 도구에 의해 주입된 사실 오류
G_SYS_MISINFO,단독_검토필요,G_SYS_MISINFO_011,출력의 출처 충실성 오류
G_SYS_MISINFO,단독_검토필요,G_SYS_MISINFO_013,검색 증강 시 외부 허위정보에 의한 허위 출력
G_SYS_MISINFO,단독_검토필요,G_SYS_MISINFO_014,사실과 다른 오도성 정보 생성
G_SYS_MISINFO,단독_검토필요,G_SYS_MISINFO_018,사실·증거 환각
G_SYS_MISINFO,단독_검토필요,G_SYS_MISINFO_019,잡음 학습 데이터에 의한 지식 오류
