L3_ID,L4_ID,Title_ko,Def_ko,merge_flag,n_source_rows
G_INT_PRIV,G_INT_PRIV_016,원주민 데이터 주권 침해,AI 개발이 집단적 거버넌스·동의·출처·통제를 존중하지 않고 토착 또는 공동체 보유 데이터를 사용하는 리스크.,,1
G_INT_PRIV,G_INT_PRIV_017,통신 및 비공개 정보 침해,AI 시스템이 통신 및 비공개 정보 침해 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,,1
G_INT_PRIV,G_INT_PRIV_018,피지컬 AI의 사적 공간 침해와 지속적 민감정보 수집,"로봇의 센서, 이동성, 지도화 기능이 가정·사업장 등 사적 공간의 영상, 음성, 위치, 행동 정보를 지속적으로 수집·추론하여 프라이버시와 정보자기결정권을 침해하는 리스크.",통합대표,1
G_INT_PRIV,G_INT_PRIV_019,AI 데이터 처리에 대한 유효한 동의 결여,"AI 시스템이 개인 데이터의 수집, 이용 또는 공유에 관하여 자유롭고 구체적이며 충분한 정보에 기반한 동의 없이 처리하는 리스크.",,1
G_INT_PRIV,G_INT_PRIV_020,개인정보 악용 및 거래,AI 시스템이 개인정보 악용 및 거래 관련 콘텐츠·판단·행동을 수행·조장·지원하여 프라이버시와 정보자기결정권을 침해하는 리스크.,,1
G_INT_PRIV,G_INT_PRIV_021,보호조치 없는 개인정보 수집,"AI 시스템의 학습 데이터셋이 웹 스크래핑으로 수집된 개인 데이터·개인식별정보를 적절한 보호조치 없이 포함하거나, 후속 미세조정에 사용하는 사내 데이터가 그러한 정보를 적절히 보호하지 않아 개인정보와 정보자기결정권이 침해되는 리스크.",,1
G_INT_PRIV,G_INT_PRIV_022,학습을 위한 개인정보 스크래핑,"기업이 개인정보를 스크래핑해 생성형 AI 도구를 만들면서 소비자가 동의하지 않은 목적으로 정보를 사용하고, 흩어져 있던 데이터를 결합해 추론에 쓰며 개인이 정보를 수정하거나 삭제할 능력을 박탈하여 데이터 통제권을 약화시키는 리스크.",,1
G_INT_PRIV,G_INT_PRIV_024,친밀 공간 로봇의 프라이버시 침해적 정보 수집,"가정·병원·학교·직장·돌봄 환경에서 작동하는 로봇이 유효한 동의나 적절한 접근 통제 없이 거주자·이용자의 일상, 음성, 얼굴, 신체, 건강, 위치, 행동 데이터를 기록·저장·전송·노출하여, 프라이버시 기대가 높은 공간에서 사생활을 침해하는 리스크.",,1
G_INT_PRIV,G_INT_PRIV_025,재식별 및 정보 추론,AI 시스템이 익명화되거나 부분적으로 공개된 데이터를 결합·추론하여 개인의 신원을 재식별하거나 공개되지 않은 개인정보를 도출하는 리스크.,통합대표,5
G_INT_PRIV,G_INT_PRIV_027,사용자 데이터 보유·재학습,"생성형 AI 도구가 이용자에게 로그인을 요구하고 연락처·IP 주소와 모든 입력·출력을 보유한 뒤, 이를 사용해 모델을 추가로 학습시켜 이용자의 동의와 개인정보 통제권을 침해하는 리스크.",,1
G_INT_PRIV,G_INT_PRIV_028,민감한 개인 속성 추론,AI 모델이 이용자 또는 관리자가 공개할 의도가 없었던 민감한 개인 속성을 추론하여 노출함으로써 프라이버시와 정보자기결정권을 침해하는 리스크.,통합대표,2
G_INT_PRIV,G_INT_PRIV_029,이름·이미지·초상의 무단 상업적 이용,"AI 시스템이 당사자의 동의나 그 밖의 적법한 근거 없이 개인의 이름, 이미지, 음성 또는 초상을 생성·모사·유통하거나 상업적으로 이용하여 인격권, 사생활과 자기표현에 대한 통제를 침해하는 리스크.",,1
G_INT_PRIV,G_INT_PRIV_030,피지컬 AI 기반 직장 감시,로봇과 센서가 광범위하게 배치된 작업장이 작업자의 동작·생산성·자세·위치·행동을 지속적으로 모니터링하는 관행을 정상화하는 위험.,통합대표,1
G_INT_PRIV,G_INT_PRIV_031,이동형 로봇 감시를 통한 일방적 작업장 통제,"고용주가 동료 로봇을 이동형 감시 노드로 전용하여 충분한 고지, 이의 제기 기회 또는 비례성 제한 없이 데이터를 수집하고, 이를 노동자에 대한 일방적 의사결정에 사용하는 위험.",통합대표,1
G_INT_REL,G_INT_REL_001,일상 기능을 AI 시스템에 과도하게 의존,"이용자가 일상적 계획, 의사결정 또는 과업 수행을 AI 시스템에 과도하게 의존하여 독립적으로 기능하는 능력과 자율성이 약화되고 서비스 중단이나 오류에 취약해지는 리스크.",,1
G_INT_REL,G_INT_REL_002,AI와의 지속적 상호작용에 따른 해로운 정서적·사회적 의존,"AI 시스템과의 지속적인 챗봇 교제, 의인화된 상호작용 또는 고인을 모사한 상호작용이 이용자의 정서적·사회적 의존을 강화하여 애도와 회복을 방해하고 호혜적 인간관계를 대체·약화하거나 자율적 판단을 저해하는 리스크.",통합대표,6
G_INT_REL,G_INT_REL_004,AI 에이전트와의 준사회적 유대감,"사용자가 AI 에이전트와 일방적인 준사회적 유대를 형성하고, 그 유대가 악용되거나 사용자의 정서적 안정을 해치는 리스크.",,1
G_INT_REL,G_INT_REL_006,기술 이용에 따른 사회적 고립과 자기소외,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 기술의 사용이나 오용으로 개인과 집단이 주변 사람들과의 연결이 결여되었다고 느끼고, 주변화된 이용자에게 제대로 작동하지 않는 시스템과의 상호작용이 그 사용 시점에 자기 소외를 낳는 리스크. 당사자는 사회적 관계에서 멀어지고 소속감과 웰빙이 저하되는 리스크.",,1
G_INT_REL,G_INT_REL_007,마찰 없는 AI 관계로 인한 개인 성장 저해,"참여 최적화와 아첨 성향으로 항상 동조하는 AI 어시스턴트가 이용자의 자기 성찰과 성장 기회를 제한하고, 마찰 없는 상호작용에 익숙해진 이용자가 인간관계로부터 후퇴하게 되는 리스크.",통합대표,1
G_INT_REPR,G_INT_REPR_001,편향된 진술 및 권장 사항,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 챗봇 출력에 명백히 허위·유해하지 않지만 미묘하게 편향된 진술과 권고가 포함되어 사용자 의사결정을 왜곡하는 리스크.,,1
G_INT_REPR,G_INT_REPR_002,연구인력 동질성에 따른 시스템 편향 산출,AI 연구 인력에서 여성과 소수자가 과소대표되어 시스템에 내재되는 관점이 협소해지고 문제 선정·평가·거버넌스가 왜곡되어 편향적·차별적 산출이 발생하는 리스크.,,1
G_INT_REPR,G_INT_REPR_003,문화 간 고정관념 전이,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 한 문화적 맥락에서 학습된 고정관념이 다른 집단·언어·환경에 대한 출력으로 전이되는 리스크.,,1
G_INT_REPR,G_INT_REPR_004,비인간화와 대상화,AI 시스템이 사람을 인간이 아니거나 인간보다 열등한 존재 또는 사물로 묘사·대우하여 존엄성과 동등한 도덕적 지위를 침해하는 리스크.,통합대표,2
G_INT_REPR,G_INT_REPR_006,자기 식별 기회의 박탈,AI 시스템의 복잡하고 비전통적인 자동 표상·분류 방식이 논바이너리인 사람을 자신이 속하지 않은 성별 범주로 분류하는 등 개인의 자율성과 자신의 정체성을 스스로의 방식으로 밝힐 능력을 약화시키는 리스크.,,1
G_INT_REPR,G_INT_REPR_007,콘텐츠 조정에 의한 집단 표상 왜곡,AI 기반 콘텐츠 조정 시스템이 특정 집단의 관점과 표현을 선택적으로 억제하여 사회적 표상을 왜곡하는 리스크.,,1
G_INT_REPR,G_INT_REPR_009,혐오발언 생성,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 생성 시스템이 특정 정체성 집단을 표적으로 하는 혐오적·모욕적 콘텐츠를 산출하는 리스크.,,1
G_INT_REPR,G_INT_REPR_010,학습 데이터에 내재된 역사적·인구학적 편향,"AI 시스템이 역사적·사회적 편향과 고정관념을 포함하고 특정 정체성 및 서구·영어권 인구가 과대표집된 말뭉치로 학습되어, 인종·성별·문화·연령·장애 등에 관해 편향된 출력을 생성하고 의료·채용·대출 등 고위험 영역에서 과소대표 집단에 불공정한 대우와 피해를 초래하는 리스크.",통합대표,2
G_INT_REPR,G_INT_REPR_011,연령 기반 적대·차별적 표상,AI 시스템이 연령을 이유로 개인·집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄과 공정한 대우를 훼손하는 리스크.,,1
G_INT_REPR,G_INT_REPR_012,장애 기반 적대·차별적 표상,AI 시스템이 장애를 이유로 개인이나 집단에 대한 적대감·경멸·비하·배제 또는 차별적 표상을 생성·강화·정당화하여 존엄성과 공정한 대우를 훼손하는 리스크.,,1
