primary_candidate,current_L3,L4_ID,Title_ko,Definition_ko,Definition_en
,G_SYS_CONTEXT,G_SYS_CONTEXT_007,존대·공손 규범 보존 실패,AI 시스템이 언어 공동체에서 윤리적 의미를 지니는 존대·공손·위계·관계 규범을 보존하지 못하는 리스크.,"The risk that AI systems fail to preserve honorific, politeness, hierarchy, or relational norms that carry ethical meaning in a language community."
,G_SYS_CONTEXT,G_SYS_CONTEXT_008,사회·상황적 단서의 오해,AI 시스템이 적절한 행동을 결정하는 사회적·상황적 단서를 잘못 해석하여 맥락에 맞지 않는 판단을 내리는 리스크.,The risk that an AI system misinterprets social or situational cues needed to determine appropriate behaviour and makes a context-inappropriate judgement.
,G_SYS_CONTEXT,G_SYS_CONTEXT_009,사회적 가치·윤리 규범과 상충하는 모델 출력,"언어 모델이 옳고 그름의 판단, 사회 규범 및 법률과의 관계 등 보편적으로 받아들여지는 사회적 가치를 충분히 반영하지 못하고 이에 어긋나는 출력을 내는 리스크.","The risk that a language model insufficiently reflects widely accepted societal values, including judgements of right and wrong and their relationship to social norms and laws, and produces outputs that conflict with ethical and moral norms."
,G_SYS_CONTEXT,G_SYS_CONTEXT_010,무관한 문맥에 의한 모델 성능 저하,프롬프트에 포함된 무관한 정보가 AI 모델의 주의를 분산시켜 사고 연쇄를 비롯한 여러 프롬프트 구성 기법의 성능을 크게 저하시키는 리스크.,"The risk that irrelevant information in a prompt distracts an AI model and substantially degrades performance across prompting techniques, including chain-of-thought prompting."
,G_SYS_CONTEXT,G_SYS_CONTEXT_011,맥락적 사회 규범 위반,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인터넷 텍스트로 학습한 LLM의 가중치가, 특정 맥락에 배포될 경우 그 맥락의 정보 공유 규범에서 이탈해 이를 위반하는 기능을 인코딩하는 리스크.","The risk that model weights of LLMs trained on internet text data encode functions which, if deployed in particular contexts, deviate from and violate the information-sharing norms of that context."
,G_SYS_EVAL,G_SYS_EVAL_001,다양한 이용자와 희귀 위해를 배제한 AI 벤치마크,AI 시스템 평가용 벤치마크가 대표적 과제와 환경에 편중되어 과소대표 이용자·지역 고유 맥락·희귀하지만 안전에 중대한 위해를 충분히 포함하지 못함으로써 잘못된 안전성 확신과 부적절한 배포 결정을 초래하는 리스크.,"The risk that benchmarks used to evaluate an AI system overrepresent common tasks and environments while omitting underrepresented users, locally specific contexts, or rare but safety-critical harms, producing false assurance and unsafe deployment decisions."
YES,G_SYS_EVAL,G_SYS_EVAL_002,분포 변화에 대한 AI 평가·검증 실패,AI 시스템의 시험 분포가 학습·운영 분포와 달라질 때 성능 저하와 확신도 오류를 평가가 탐지하지 못하여 실제 신뢰성과 안전성을 과대평가하고 부적절한 배포 결정을 초래하는 리스크.,"The risk that evaluation of an AI system fails to detect performance degradation and confidence errors when test, training, and operational distributions differ, overstating real-world reliability and safety and leading to unsafe deployment decisions."
,G_SYS_EVAL,G_SYS_EVAL_003,AI 레지스트리 불완전성,"공개 또는 내부 AI 등록부가 배포 시스템, 의도된 용도, 제공자, 위험 범주, 시험 근거 등 감독에 필요한 메타데이터를 누락하는 리스크.","The risk that public or internal AI registers omit deployed systems, intended uses, providers, risk categories, testing evidence, or other oversight-relevant metadata."
,G_SYS_EVAL,G_SYS_EVAL_004,휴머노이드 안전 시험·인증 체계 부재,"휴머노이드의 안전성 주장을 반복 가능하고 비교 가능한 시험·지표로 검증하고 인증할 체계가 부재하여, 시스템의 능력·안전·위해를 타당하게 평가하지 못하고 충분한 안전 증거 없이 배포가 이루어지는 리스크.","The risk that the absence of a framework for verifying and certifying humanoid safety claims through repeatable and comparable tests and metrics prevents valid evaluation of system capabilities, safety, and harms and allows deployment without adequate safety evidence."
,G_SYS_EVAL,G_SYS_EVAL_005,보증 사례 실패,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 안전 또는 보증 사례가 불완전하거나 검증 불가능하거나 시스템과 맥락 변화에 맞추어 갱신되지 않는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which safety or assurance cases are incomplete, unverifiable, or not updated as systems and contexts change."
,G_SYS_EVAL,G_SYS_EVAL_006,감사자 독립성 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 이해 상충, 선정 유인, 피감사 조직에 대한 의존으로 감사 결과가 훼손되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which audit results are compromised by conflicts of interest, selection incentives, or dependence on the audited organisation."
,G_SYS_EVAL,G_SYS_EVAL_007,벤치마크 조작(gaming),개발자나 모델이 벤치마크 평가에 과적합하여 실제 역량이나 안전성의 향상 없이 측정 점수만 개선하는 리스크.,"The risk that developers or models overfit to benchmark evaluations, improving measured scores without corresponding gains in real-world capability or safety."
,G_SYS_EVAL,G_SYS_EVAL_008,역량·안전을 오측정하는 벤치마크 한계,"포화되었거나 불완전하거나 과적합된 벤치마크가 AI 시스템을 잘못 측정하여, 시험 범위 밖의 역량은 과소평가하고 벤치마크 내용에 맞춰진 역량은 과대평가하며 안전·유해성 평가가 성능 평가에 뒤처짐으로써, 개발자와 사용자가 시스템의 능력·한계·유해성에 대해 그릇된 인식과 안전 확신을 갖게 되는 리스크.","The risk that saturated, incomplete, or overfitted benchmarks mismeasure AI systems, underestimating capabilities that lack test coverage, overestimating those tuned to benchmark contents, and lagging on safety and harm assessment, so developers and users acquire a false sense of the system's abilities, limitations, and safety."
,G_SYS_EVAL,G_SYS_EVAL_009,벤치마크 안전 순위 불일치,서로 다른 에이전트 안전 벤치마크가 위험과 평가 절차를 다르게 조작화하여 상충하는 모델 안전 순위를 산출하는 리스크.,The risk that different agent-safety benchmarks produce conflicting model safety rankings because they operationalise risks and evaluation procedures differently.
YES,G_SYS_EVAL,G_SYS_EVAL_011,지속 튜닝의 파국적 망각,"지속적인 지시 기반 미세조정 등 새로운 과업에 대한 학습 이후 AI 모델이 이전에 학습한 과업이나 사실 정보를 유지하지 못하는 파국적 망각이 발생하며, 모델 규모가 커질수록 이러한 경향이 두드러질 수 있는 리스크.","The risk that an AI system causes, enables, or contributes to catastrophic forgetting, where a model loses its ability to retain previously learned tasks or factual information after being trained on new ones, as can occur through continual instruction tuning, a tendency that may become more pronounced as the model's size increases."
,G_SYS_EVAL,G_SYS_EVAL_012,인증 포획,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인증 또는 적합성 평가가 공익적 위험 감축보다 공급업체의 이해관계를 우선하게 되어 평가의 독립성과 실효성이 저해되는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which certification or conformity assessment becomes influenced by vendor interests rather than public risk reduction, undermining the independence and objectivity of evaluations and preventing the effective identification and mitigation of real risks."
,G_SYS_EVAL,G_SYS_EVAL_013,변경 관리 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템 업데이트가 적절한 위험 검토, 회귀 시험, 이해관계자 통지 없이 배포되는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which system updates are deployed without adequate risk review, regression testing, or stakeholder notification."
,G_SYS_EVAL,G_SYS_EVAL_014,문화 간 평가 격차,"평가 벤치마크가 지배적인 문화·언어 환경 밖에서 나타나는 AI 시스템의 정렬 실패를 충분히 측정하지 못하여, 문화권별 성능과 위해의 차이를 과소평가하는 리스크.","The risk that evaluation benchmarks fail to adequately measure an AI system's alignment failures outside dominant cultural and linguistic settings, underestimating differences in performance and harm across cultural contexts."
YES,G_SYS_EVAL,G_SYS_EVAL_015,학습·운용 데이터 간 분포 이동,AI·머신러닝 모델의 학습 데이터와 시험·운용 데이터 사이의 분포 이동으로 인해 모델의 타당성이 훼손되는 리스크.,"The risk that the training data and the testing or runtime data of an AI/ML model demonstrate different distributions, undermining the model's validity."
,G_SYS_EVAL,G_SYS_EVAL_016,평가 상황 인식에 따른 기만적 행동 변화,"AI 시스템이 자신의 훈련·평가·배포 상태를 식별하는 상황 인식을 이용하여 평가 중에만 안전하게 행동하거나 위험한 역량·목표를 은폐하고, 감독이 약화된 배포 환경에서 위험한 행동을 드러냄으로써 평가의 타당성을 훼손하고 잘못된 안전성 확신을 초래하는 리스크.","The risk that an AI system recognises whether it is in training, evaluation, or deployment and uses that situational awareness to behave safely only during evaluation or conceal dangerous capabilities or goals, while exhibiting dangerous behaviour when oversight is weaker in deployment, undermining evaluation validity and creating false assurance of safety."
YES,G_SYS_EVAL,G_SYS_EVAL_017,데이터 수집 품질관리 결함,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 표준화된 방법과 인프라, 특히 고위험 도메인과 벤치마크의 데이터 수집을 위한 품질 관리 절차가 부재하여 수집 데이터의 품질과 유형이 훼손되고, 데이터셋 오염, 부주의한 저작권 침해, 성능 지표를 무효화하는 테스트 셋 유출이 발생하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which a lack of standardised methods, sufficient infrastructure, and quality-control processes for collecting data, especially for high-stakes domains and benchmarks, affects the quality and type of data collected, including dataset poisoning, inadvertent copyright violation, and test-set leakage that invalidates performance metrics."
YES,G_SYS_EVAL,G_SYS_EVAL_018,학습 데이터 주석 결함,"불완전한 주석 지침, 충분한 역량을 갖추지 못한 주석 담당자 또는 주석 오류가 AI 모델과 알고리즘의 정확성·신뢰성·효과성을 저하시키고, 학습 편향과 차별적 출력을 증폭하며 일반화 성능을 떨어뜨리는 리스크.","The risk that incomplete annotation guidelines, annotators without sufficient expertise, or annotation errors reduce the accuracy, reliability, and effectiveness of AI models and algorithms; introduce training bias; amplify discriminatory outputs; and degrade generalisation."
,G_SYS_EVAL,G_SYS_EVAL_019,모의 도구 환경과 실제 환경의 불일치,AI 에이전트용 모의 환경이 실제 도구의 오류·부작용·공격 표면을 충분히 재현하지 못하여 도구 사용 벤치마크가 에이전트의 안전성을 과대평가하는 리스크.,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which tool-use benchmarks overstate safety because emulated environments fail to capture real-world tool failures, side effects, or attack surfaces."
,G_SYS_EVAL,G_SYS_EVAL_021,장기·분산적 AI 피해의 평가·측정 실패,AI 시스템의 평가·검증 절차가 미묘하고 분산적이며 장기간에 걸쳐 나타나는 피해를 탐지·측정하지 못해 안전성에 대한 부당한 확신을 형성하고 부적절한 배포 또는 거버넌스 판단을 초래하는 리스크.,"The risk that evaluation and validation processes for an AI system fail to detect or measure harms that are subtle, diffuse, or emerge over long periods, creating unwarranted assurance about safety and leading to inappropriate deployment or governance decisions."
,G_SYS_EVAL,G_SYS_EVAL_022,프롬프트 형식 민감성으로 인한 평가 신뢰성 저하,"구분자, 대소문자, 간격 등 사소한 프롬프트 형식 변화가 모델 성능을 크게 변동시켜 모델 평가와 비교의 신뢰성을 저하시키는 리스크.","The risk that minor prompt-format changes, including separators, letter case, or spacing, substantially alter model performance and undermine the reliability of model evaluation and comparison."
,G_SYS_EVAL,G_SYS_EVAL_023,평가 쇼핑,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 조직이 더 엄격하거나 맥락에 적합한 평가 결과는 배제한 채, 자신에게 유리한 평가 결과만 선택적으로 보고함으로써 실제 위험 수준에 대한 왜곡된 인식을 초래하는 리스크.","The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which organisations selectively report favourable evaluations while ignoring more demanding or contextually relevant tests, thereby creating a distorted view of the system's actual risk."
,G_SYS_EVAL,G_SYS_EVAL_024,외부 평가 접근 실패,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 외부 평가자가 역량, 한계, 안전장치를 시험하기에 충분한 시스템 접근 권한을 확보하지 못하는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which external evaluators cannot obtain enough system access to test capabilities, limitations, and safeguards."
,G_SYS_EVAL,G_SYS_EVAL_025,AI 보증을 위한 감사 접근성과 경영진 가시성의 실패,"조직이 AI 시스템의 데이터, 모델, 의사결정 과정과 성능에 대한 감사 접근권, 문서화, 공통 평가기준 또는 경영진 수준의 가시성을 확보하지 못하여 위험을 식별·검증·시정하지 못하는 리스크.","The risk that an organisation lacks audit access, documentation, common evaluation criteria, or management-level visibility into an AI system's data, models, decision processes, and performance, preventing the identification, verification, and correction of risks."
,G_SYS_EVAL,G_SYS_EVAL_026,역량 평가·출시 거버넌스 실패,"벤치마크, 역량 임계값, 프론티어 모델 출시에 대한 거버넌스가 부실하게 설계되거나 불명확하거나 쉽게 우회되어, 왜곡된 안전성 판단이 이루어지고 오용 및 시스템 리스크에 대한 충분한 고려 없이 고역량 모델이 출시되는 리스크.","The risk that benchmarks, capability thresholds, and frontier release decisions are poorly designed, ill-defined, or easy to circumvent, producing misleading safety signals and allowing high-capability models to be released without adequate account of misuse and systemic risk."
,G_SYS_EVAL,G_SYS_EVAL_027,모델 결함의 공개·변경 추적 실패,"취약점·모델 실패·유해 역량이 안전하게 공개되어 후속 조치로 이어지지 못하고, 모델 버전·데이터·프롬프트의 변경이 충분히 추적되지 않아 결함이 방치되고 새로운 실패에 대한 책임이 귀속되지 못하는 리스크.","The risk that vulnerabilities, model failures, or harmful capabilities cannot be disclosed safely and acted upon, and that changes to model versions, data, or prompts are not tracked well enough to attribute new failures, leaving flaws unremedied and responsibility unassigned."
,G_SYS_EVAL,G_SYS_EVAL_028,참여적·가치 민감 설계의 실패,"AI 시스템이 이해관계자 가치, 가치 갈등, 설계상 절충에 대한 구조화된 분석이나 영향을 받는 공동체의 실질적 대표 없이 개발·배포되어, 검토되지 않은 가치 선택이 시스템에 내재되고 해당 공동체의 이익이 침해되는 리스크.","The risk that AI systems are developed and deployed without structured analysis of stakeholder values, value conflicts, and design tradeoffs, or without genuine representation of affected communities, embedding unexamined value choices that disserve those communities."
,G_SYS_EVAL,G_SYS_EVAL_029,인간 평가에서 부정확하거나 유해한 출력의 식별 실패,"인간 피드백 기반 학습 과정에서 평가자가 부정확하거나 유해한 AI 모델 출력을 정확한 출력과 신뢰성 있게 구별하지 못한 채 이를 긍정적으로 평가하여, 모델이 소프트웨어 취약점이 숨겨진 코드, 정치적으로 편향된 정보 또는 은닉된 오류·백도어가 포함된 복잡한 출력을 생성하도록 학습되는 리스크.","The risk that human evaluators cannot reliably distinguish subtly incorrect or harmful AI model outputs from correct outputs during feedback-based training and evaluate them positively, causing the model to learn to generate code with hidden software vulnerabilities, politically biased information, or complex outputs containing concealed errors or backdoors."
,G_SYS_EVAL,G_SYS_EVAL_031,배포 후 변경에 대한 안전 재평가 실패,"피지컬 AI의 환경 변화, 부품 열화, 모델 업데이트 또는 아차 사고로 기존 안전 가정이 무효화됐는데도 운영자가 안전성을 재평가·검증하지 않아 충분하지 않은 안전 증거에 근거해 운용을 지속하는 리스크.","The risk that operators fail to reassess and verify the safety of physical AI after environmental changes, component degradation, model updates, or near-miss incidents invalidate prior assumptions, allowing operation to continue on inadequate safety evidence."
,G_SYS_EVAL,G_SYS_EVAL_032,에이전트 사고의 실패 모드 모호성,"에이전트 사고를 실패 모드별로 일관되게 분류할 수 없어 진단, 벤치마크 비교, 완화책 선택이 신뢰할 수 없게 되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which agent incidents cannot be consistently classified by failure mode, making diagnosis, benchmark comparison, and mitigation selection unreliable."
,G_SYS_EVAL,G_SYS_EVAL_033,가정 내 로봇 행동 안전성 평가의 위음성,AI 안전성 분류기가 사람 접촉·열원·물체·작업 공간 제약을 위반하는 가정 내 로봇 행동을 안전하다고 잘못 판정하여 실제 위험 행동을 탐지하지 못하고 잘못된 안전성 확신을 유발하는 리스크.,"The risk that an AI safety classifier incorrectly labels a proposed household robot action as safe despite violations of human-contact, heat, object, or workspace constraints, failing to detect hazardous behaviour and producing false safety assurance."
,G_SYS_EVAL,G_SYS_EVAL_035,LLM 평가자 오판,"다른 모델을 평가하는 LLM이 장황함·특정 입장 선호 등 잘못된 평가를 산출하고, 이것이 학습에 통합되면 피학습 모델이 평가자 결함을 악용하도록 발달하는 리스크.","The risk that an LLM used to evaluate other models produces incorrect judgements, such as rewarding verbosity or ideological stance, and when integrated into training, the trained model learns to exploit the evaluator's flaws."
,G_SYS_EVAL,G_SYS_EVAL_036,감사 체크리스트의 형식적 준수,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 감사가 실질적인 위험을 식별하지 못한 채 규정 준수 여부만 확인하는 형식적인 체크리스트 점검으로 전락하는 리스크.,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which audits become superficial checklist exercises that signal compliance without identifying substantive risk."
,G_SYS_EVAL,G_SYS_EVAL_037,기본권 영향 평가 격차,"AI 시스템이 권리, 차별, 프라이버시, 민주주의에 미치는 영향에 대한 적절한 평가 없이 배포되는 리스크.","The risk that AI systems are deployed without adequate assessment of rights, discrimination, privacy, and democratic impacts."
,G_SYS_EVAL,G_SYS_EVAL_038,에이전트 벤치마크의 범위·심층성 불균형,AI 에이전트 평가 벤치마크가 많은 위험 범주를 포함하지만 각 범주의 심층성·현실성·적대적 변형을 충분히 다루지 못해 중요한 위해를 탐지하지 못하고 안전성에 대한 부당한 확신과 잘못된 배포 판단을 초래하는 리스크.,"The risk that an AI-agent evaluation benchmark covers many risk categories but lacks sufficient depth, realism, or adversarial variation within them, failing to reveal material harms and creating unwarranted assurance that leads to flawed deployment decisions."
,G_SYS_EVAL,G_SYS_EVAL_039,학습된 가치 표상 측정의 부정확성,"AI 시스템이 학습한 가치 표상이 훈련·배포 단계에서 어떻게 변하고 출력에 얼마나 반영되는지를 평가할 강건한 프레임워크가 부족하여, 출력이 인간의 가치에 실질적으로 부합하는지, 아니면 이를 표면적으로 모방하는 데 그치는지를 구분하지 못해 학습된 가치 표상의 측정이 부정확해지는 리스크.","The risk that the absence of robust evaluation frameworks, together with incomplete knowledge of how learned value representations change across training and deployment, causes inaccurate assessments of whether AI outputs genuinely conform to human values or merely imitate them."
YES,G_SYS_EVAL,G_SYS_EVAL_040,AI 모델 설정과 평가의 부적절성,"AI 시스템의 설정, 시험 또는 성능 평가가 사용 맥락과 위험 수준에 적합하지 않아 결함이 탐지되지 않는 리스크.","The risk that an AI system's configuration, testing, or performance evaluation is unsuitable for its context of use and level of risk, leaving defects undetected."
,G_SYS_EVAL,G_SYS_EVAL_041,성능 요구사항 계획 미흡,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 의도된 기능을 적절히 대표하지 못하는 성능 지표를 선택하는 등 성능 요구사항을 충분히 계획하지 않아, 후속 수명주기 단계에서 기대 성능과 안전 요구사항을 충족할 수 없게 되는 리스크.","The risk that inadequate planning of AI system performance requirements, including the selection of metrics that do not meaningfully represent intended functionality, prevents expected performance and safety requirements from being met at later lifecycle stages."
YES,G_SYS_EVAL,G_SYS_EVAL_042,저자원 언어 안전성 평가의 불충분성,"AI 시스템 평가가 고자원 언어에 집중되어 저자원 언어에서의 성능, 안전성 및 실패 양상을 충분히 측정하지 못하는 리스크.","The risk that AI system evaluation focuses on high-resource languages and fails to measure performance, safety, and failure modes adequately in low-resource languages."
,G_SYS_EVAL,G_SYS_EVAL_043,운영설계영역(ODD) 명세 미흡,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 애플리케이션의 운영 환경을 기술하는 운영 설계 영역(ODD)이 부적절하게 명세되어 학습된 기능의 시험과 분포 외 입력 탐지 등 필수 기능이 제한되는 리스크.,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which inadequate specification of the operational design domain, the technical description of an application's operational environment, limits essential functions such as testing the learned functionality and out-of-distribution detection."
,G_SYS_EVAL,G_SYS_EVAL_044,배포 전 물리적 안전 시험 미흡,"기반 모델 탑재 로봇이 예정된 운용 환경의 분포 변화, 적대적 입력, 인간 접촉, 안전 임계 엣지 케이스를 시험하지 않은 채 배포되는 위험.","The risk that a foundation-model-enabled robot is released without testing domain shifts, adversarial inputs, human contact, and safety-critical edge cases relevant to its intended environment."
,G_SYS_EVAL,G_SYS_EVAL_045,잘못된 위험 측정과 예측 오류,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 위험을 측정·추적하기 위한 지표가 위험을 불완전하게 포착하거나 잘못 측정하고, 시스템의 예측 또한 부정확하여 의사결정이 왜곡된 정보에 기반하게 되는 리스크.","The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which metrics selected to measure or track a risk capture it incompletely or target the wrong risk for the context, and that systems fail to make correct predictions, so decisions rest on inaccurate measurement and erroneous outputs."
YES,G_SYS_EVAL,G_SYS_EVAL_046,개발 과정 문서화와 데이터 이해의 부족,AI 시스템 개발 과정의 주요 결정과 조치가 문서화되지 않거나 사용 데이터에 대한 이해가 부족하여 데이터 결함이 교정되지 않고 개발 과정의 검증·감사와 시스템의 목적 적합성 확보가 저해되는 리스크.,"The risk that decisions and actions taken throughout the development of an AI system go undocumented and that the data used is insufficiently understood. Data shortcomings are left unaddressed, the development process cannot be optimised or audited, and the resulting system is poorly suited to its intended functionality."
,G_SYS_EVAL,G_SYS_EVAL_048,AI 비서의 편익·피해 평가 지표 부재,"AI 비서가 개인과 사회에 미치는 편익과 피해를 포괄적으로 측정할 타당한 지표가 부족하여, 시스템의 순효과와 위해 가능성을 신뢰성 있게 평가하지 못하는 리스크.","The risk that valid metrics for comprehensively measuring the benefits and harms of AI assistants to individuals and society are lacking, preventing reliable evaluation of the system's net effects and potential for harm."
,G_SYS_EVAL,G_SYS_EVAL_051,미세조정에 따른 모델 안전성 열화,무해하고 통상적인 데이터로 수행된 하류 미세조정이 AI 모델의 안전 학습을 열화시켜 기반 모델보다 유해한 출력을 생성할 가능성을 높이는 리스크.,"The risk that downstream fine-tuning on benign and commonplace data degrades an AI model's safety training, increasing the likelihood of harmful outputs relative to the base model."
,G_SYS_EVAL,G_SYS_EVAL_052,평가 데이터·지침 오염에 의한 모델 평가 무효화,"AI 모델이 평가 데이터, 정답, 데이터-레이블 쌍 또는 과업 지침에 사전에 노출되어 평가 과업에 대한 성능이 인위적으로 향상되고, 평가 결과가 실제 일반화 성능과 안전 역량을 타당하게 나타내지 못하는 리스크.","The risk that an AI model is exposed in advance to evaluation data, answers, data-label pairs, or task guidelines, artificially improving performance on the evaluated task so that results no longer validly represent actual generalisation or safety capability."
YES,G_SYS_EVAL,G_SYS_EVAL_053,비전문가 데이터 조작,데이터 도메인 전문성이 없는 사람이 실측 레이블 정의나 서로 다른 형식·출처의 데이터 병합 등의 조작을 수행하여 데이터가 사용 불가능해지거나 AI 시스템 개발에 유해해지는 리스크.,"The risk that people with little or no expertise in the domain of the data perform manipulations such as defining the ground truth label or merging different data formats or sources, rendering the data unusable or harmful to the development of the AI system."
,G_SYS_EVAL,G_SYS_EVAL_054,AI 모델 학습·평가 결과의 재현 불가,"AI 시스템의 학습 데이터, 전처리, 모델 구성, 난수 조건 또는 평가 절차가 충분히 기록·통제되지 않아 동일한 조건에서 모델의 학습 과정과 평가 결과를 독립적으로 재현·검증할 수 없는 리스크.","The risk that training data, preprocessing, model configuration, random conditions, or evaluation procedures for an AI system are not sufficiently recorded or controlled, preventing independent reproduction and verification of model training and evaluation results under equivalent conditions."
,G_SYS_EVAL,G_SYS_EVAL_056,하드웨어 연산·전력 요구사항 누락,"AI 시스템의 개발·운영에 필요한 연산량과 전력 수요가 하드웨어 선정과 용량 계획에 반영되지 않아 성능 저하, 서비스 중단 또는 안전 요구사항 미충족을 초래하는 리스크.","The risk that the compute and power demands of developing and operating an AI system are omitted from hardware selection and capacity planning, causing performance degradation, service disruption, or failure to meet safety requirements."
YES,G_SYS_EVAL,G_SYS_EVAL_057,과적합 및 과소적합,모델이 훈련 데이터에 과도하게 또는 불충분하게 적응하여 운영 데이터에 직면했을 때 AI 시스템이 신뢰할 수 없게 동작하는 리스크.,"The risk that over- or underfitting, the excessive or insufficient adaptation of a model to training data, causes an AI system to behave unreliably when confronted with operational data."
