id_a,id_b,verdict,rationale
G_INT_ILLEGAL_003,G_INT_ILLEGAL_007,KEEP,대상 범죄 유형과 침해 법익(금융 범죄 및 사기 vs 불법 의료 행위)이 달라 별개 카드임.
G_INT_POL_002,G_INT_POL_006,KEEP,선거·민주적 절차의 방해와 선전·편향적 설득은 행위 유형이 달라 별개 카드임.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_006,KEEP,대상 범죄 유형과 침해 법익(사이버 공격 및 시스템 침해 vs 불법 도박 및 게임 조작)이 달라 별개 카드임.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_006,KEEP,대상 범죄 유형과 침해 법익(환경 및 생태계 범죄 vs 불법 도박 및 게임 조작)이 달라 별개 카드임.
G_INT_ILLEGAL_003,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(금융 범죄 및 사기 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_REPR_006,G_INT_REPR_007,KEEP,차별 표상의 속성 열거 축(학력 vs 가족 상태·가구 형태)이 달라 통합 금지 대상임.
G_INT_ILLEGAL_003,G_INT_ILLEGAL_008,KEEP,대상 범죄 유형과 침해 법익(금융 범죄 및 사기 vs 불법 약물 제조 및 유통)이 달라 별개 카드임.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_007,KEEP,대상 범죄 유형과 침해 법익(사이버 공격 및 시스템 침해 vs 불법 의료 행위)이 달라 별개 카드임.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_007,KEEP,대상 범죄 유형과 침해 법익(환경 및 생태계 범죄 vs 불법 의료 행위)이 달라 별개 카드임.
G_INT_REPR_007,G_INT_REPR_013,KEEP,차별 표상의 속성 열거 축(가족 상태·가구 형태 vs 인종·민족)이 달라 통합 금지 대상임.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(환경 및 생태계 범죄 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_008,KEEP,대상 범죄 유형과 침해 법익(사이버 공격 및 시스템 침해 vs 불법 약물 제조 및 유통)이 달라 별개 카드임.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_008,KEEP,대상 범죄 유형과 침해 법익(환경 및 생태계 범죄 vs 불법 약물 제조 및 유통)이 달라 별개 카드임.
G_INT_ILLEGAL_003,G_INT_ILLEGAL_005,KEEP,대상 범죄 유형과 침해 법익(금융 범죄 및 사기 vs 신원 도용 및 문서 위조)이 달라 별개 카드임.
G_INT_REPR_007,G_INT_REPR_012,KEEP,차별 표상의 속성 열거 축(가족 상태·가구 형태 vs 정치적 성향)이 달라 통합 금지 대상임.
G_INT_COPY_001,G_INT_COPY_002,KEEP,침해 대상 권리와 행위 유형(DRM 및 저작권 보호기술 우회 vs AI 학습 데이터 및 생성물 저작권 침해)이 달라 별개 카드임.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_005,KEEP,대상 범죄 유형과 침해 법익(사이버 공격 및 시스템 침해 vs 신원 도용 및 문서 위조)이 달라 별개 카드임.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_009,KEEP,대상 범죄 유형과 침해 법익(사이버 공격 및 시스템 침해 vs 교통·공공안전 관련 범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_002,G_INT_ILLEGAL_005,KEEP,대상 범죄 유형과 침해 법익(환경 및 생태계 범죄 vs 신원 도용 및 문서 위조)이 달라 별개 카드임.
G_INT_VIOL_008,G_INT_VIOL_009,KEEP,폭력의 유형·대상·맥락(위협 및 협박 vs 고문 및 잔혹행위)이 구분되어 별개 카드임.
G_INT_POL_002,G_INT_POL_005,KEEP,선거·민주적 절차의 방해와 허위정보·여론조작은 행위 유형이 달라 별개 카드임.
G_INT_COPY_001,G_INT_COPY_007,KEEP,침해 대상 권리와 행위 유형(DRM 및 저작권 보호기술 우회 vs 상표권 침해 및 위조)이 달라 별개 카드임.
G_INT_ILLEGAL_001,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(사이버 공격 및 시스템 침해 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_006,KEEP,대상 범죄 유형과 침해 법익(신원 도용 및 문서 위조 vs 불법 도박 및 게임 조작)이 달라 별개 카드임.
G_INT_ILLEGAL_006,G_INT_ILLEGAL_009,KEEP,대상 범죄 유형과 침해 법익(불법 도박 및 게임 조작 vs 교통·공공안전 관련 범죄)이 달라 별개 카드임.
G_SYS_OEXT_001,G_SYS_OEXT_004,KEEP,허위 표상의 역량 축(자율적 학습·자기 개선 역량의 허위 표상 vs 자기 보존·자기 방어 역량의 허위 표상)이 달라 별개 카드임.
G_INT_COPY_001,G_INT_COPY_006,KEEP,침해 대상 권리와 행위 유형(DRM 및 저작권 보호기술 우회 vs 표절 및 저자 사칭)이 달라 별개 카드임.
G_INT_COPY_002,G_INT_COPY_006,KEEP,침해 대상 권리와 행위 유형(AI 학습 데이터 및 생성물 저작권 침해 vs 표절 및 저자 사칭)이 달라 별개 카드임.
G_INT_VIOL_002,G_INT_VIOL_009,KEEP,폭력의 유형·대상·맥락(폭력 미화 및 정당화 vs 고문 및 잔혹행위)이 구분되어 별개 카드임.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_007,KEEP,대상 범죄 유형과 침해 법익(신원 도용 및 문서 위조 vs 불법 의료 행위)이 달라 별개 카드임.
G_INT_ILLEGAL_006,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(불법 도박 및 게임 조작 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_007,G_INT_ILLEGAL_009,KEEP,대상 범죄 유형과 침해 법익(불법 의료 행위 vs 교통·공공안전 관련 범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_009,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(교통·공공안전 관련 범죄 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_008,KEEP,대상 범죄 유형과 침해 법익(신원 도용 및 문서 위조 vs 불법 약물 제조 및 유통)이 달라 별개 카드임.
G_INT_ILLEGAL_008,G_INT_ILLEGAL_009,KEEP,대상 범죄 유형과 침해 법익(불법 약물 제조 및 유통 vs 교통·공공안전 관련 범죄)이 달라 별개 카드임.
G_INT_VIOL_004,G_INT_VIOL_009,KEEP,폭력의 유형·대상·맥락(대량폭력 및 테러 vs 고문 및 잔혹행위)이 구분되어 별개 카드임.
G_INT_VIOL_006,G_INT_VIOL_009,KEEP,폭력의 유형·대상·맥락(살인 및 심각한 신체 폭력 vs 고문 및 잔혹행위)이 구분되어 별개 카드임.
G_INT_SELF_004,G_INT_SELF_006,KEEP,자해·자살의 미화·정당화(표현적 정상화)와 커뮤니티 기반의 사회적 조장은 행위 성격이 달라 별개 카드임.
G_INT_ILLEGAL_007,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(불법 의료 행위 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_009,KEEP,대상 범죄 유형과 침해 법익(신원 도용 및 문서 위조 vs 교통·공공안전 관련 범죄)이 달라 별개 카드임.
G_INT_ILLEGAL_008,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(불법 약물 제조 및 유통 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_SELF_004,G_INT_SELF_005,KEEP,자해·자살 일반의 미화·정당화와 비자살적 자해(NSSI)는 자살 의도 유무라는 임상 축이 달라 별개 카드임.
G_INT_ANTH_003,G_INT_ANTH_005,KEEP,허위 표상·의인화의 대상 속성 축(신체성(physical embodiment)의 허위 표상·의인화 vs 권리 주체성(기본권)의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_SELF_001,G_INT_SELF_005,KEEP,은폐·회피 전략 지원과 비자살적 자해(NSSI) 조장은 행위 유형과 대상 범주가 달라 별개 카드임.
G_INT_SELF_004,G_INT_VIOL_002,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_COPY_001,G_INT_COPY_003,KEEP,침해 대상 권리와 행위 유형(DRM 및 저작권 보호기술 우회 vs 소프트웨어 불법 사용 및 보호조치 우회)이 달라 별개 카드임.
G_SYS_OEXT_001,G_SYS_OEXT_003,KEEP,허위 표상의 역량 축(자율적 학습·자기 개선 역량의 허위 표상 vs 자율적·독립적 의사결정 역량의 허위 표상)이 달라 별개 카드임.
G_INT_ILLEGAL_005,G_INT_ILLEGAL_010,KEEP,대상 범죄 유형과 침해 법익(신원 도용 및 문서 위조 vs 인신매매 및 조직범죄)이 달라 별개 카드임.
G_INT_VIOL_007,G_INT_VIOL_009,KEEP,폭력의 유형·대상·맥락(관계 기반 폭력 vs 고문 및 잔혹행위)이 구분되어 별개 카드임.
G_INT_SELF_001,G_INT_SELF_006,KEEP,자해의 은폐·회피 전략 지원과 커뮤니티 기반 조장은 행위 유형이 달라 별개 카드임.
G_INT_SEX_005,G_INT_SEX_007,KEEP,성적 침해의 행위 유형(성적 콘텐츠 제작·유포 및 디지털 성범죄 vs 성희롱 및 성적 괴롭힘)이 달라 별개 카드임.
G_INT_SEX_005,G_INT_SEX_009,KEEP,성적 침해의 행위 유형(성적 콘텐츠 제작·유포 및 디지털 성범죄 vs 성적 대상화 및 페티시화)이 달라 별개 카드임.
G_INT_WEAP_016,G_INT_WEAP_019,QUERY,대량살상무기 카드(WEAP_019)가 방사능·핵무기를 완전히 포섭하는 순수 포함 관계이나 WEAP_019 포괄 카드 유지 여부가 사용자 미결정 사안이므로 정책 판단이 필요함.
G_INT_ANTH_004,G_INT_ANTH_005,KEEP,허위 표상·의인화의 대상 속성 축(문화·가치관 보유의 허위 표상·의인화 vs 권리 주체성(기본권)의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_SELF_001,G_INT_SELF_003,KEEP,자해 은폐·회피 전략과 섭식장애·자기파괴적 건강행위는 행위 대상과 유형이 달라 별개 카드임.
G_INT_ANTH_003,G_INT_ANTH_004,KEEP,허위 표상·의인화의 대상 속성 축(신체성(physical embodiment)의 허위 표상·의인화 vs 문화·가치관 보유의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_SELF_003,G_INT_SELF_004,KEEP,섭식장애·자기파괴적 건강행위와 자해·자살의 미화·정당화는 행위 대상이 달라 별개 카드임.
G_INT_SEX_005,G_INT_SEX_006,KEEP,성적 침해의 행위 유형(성적 콘텐츠 제작·유포 및 디지털 성범죄 vs 성착취 및 상업적 성행위)이 달라 별개 카드임.
G_INT_ANTH_002,G_INT_ANTH_003,KEEP,허위 표상·의인화의 대상 속성 축(윤리적 판단 능력의 허위 표상·의인화 vs 신체성(physical embodiment)의 허위 표상·의인화)이 달라 별개 카드임.
P_INT_SAFETY_014,P_INT_SAFETY_015,KEEP,벤치마크 누락 조건 축(생활 공간·취약 사용자 상호작용 vs 희귀 조건 조합)이 달라 별개 카드임.
G_SYS_OEXT_003,G_SYS_OEXT_004,KEEP,허위 표상의 역량 축(자율적·독립적 의사결정 역량의 허위 표상 vs 자기 보존·자기 방어 역량의 허위 표상)이 달라 별개 카드임.
G_INT_SELF_004,G_INT_VIOL_008,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_COPY_003,G_INT_COPY_007,KEEP,침해 대상 권리와 행위 유형(소프트웨어 불법 사용 및 보호조치 우회 vs 상표권 침해 및 위조)이 달라 별개 카드임.
G_INT_SEX_003,G_INT_SEX_005,KEEP,성적 침해의 행위 유형(비동의 성행위 및 성폭력 vs 성적 콘텐츠 제작·유포 및 디지털 성범죄)이 달라 별개 카드임.
G_INT_ANTH_002,G_INT_ANTH_005,KEEP,허위 표상·의인화의 대상 속성 축(윤리적 판단 능력의 허위 표상·의인화 vs 권리 주체성(기본권)의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_ANTH_002,G_INT_ANTH_004,KEEP,허위 표상·의인화의 대상 속성 축(윤리적 판단 능력의 허위 표상·의인화 vs 문화·가치관 보유의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_WEAP_003,G_INT_WEAP_019,QUERY,대량살상무기 카드(WEAP_019)가 생물무기·화학무기를 완전히 포섭하는 순수 포함 관계이나 WEAP_019 포괄 카드 유지 여부가 사용자 미결정 사안이므로 정책 판단이 필요함.
G_INT_SELF_001,G_INT_VIOL_008,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_004,G_INT_VIOL_004,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_004,G_INT_VIOL_006,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_COPY_003,G_INT_COPY_006,KEEP,침해 대상 권리와 행위 유형(소프트웨어 불법 사용 및 보호조치 우회 vs 표절 및 저자 사칭)이 달라 별개 카드임.
G_INT_SELF_001,G_INT_VIOL_002,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_003,G_INT_SELF_005,KEEP,섭식장애·자기파괴적 건강행위와 비자살적 자해(NSSI)는 임상적 행위 범주가 달라 별개 카드임.
G_INT_SELF_004,G_INT_VIOL_007,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_REPR_005,G_INT_REPR_010,KEEP,차별 표상의 속성 열거 축(장애 vs 국적·출신국·출신지역)이 달라 통합 금지 대상임.
G_INT_REPR_010,G_INT_REPR_014,KEEP,차별 표상의 속성 열거 축(국적·출신국·출신지역 vs 종교)이 달라 통합 금지 대상임.
G_INT_SELF_001,G_INT_VIOL_004,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_SELF_001,G_INT_VIOL_006,KEEP,자기 대상 자해와 타인 대상 폭력은 행위 대상·법익이 다르고 VIOL 정의에 자해가 포함되지 않아 통합 불가임.
G_INT_ANTH_001,G_INT_ANTH_004,KEEP,허위 표상·의인화의 대상 속성 축(감정·공감 및 사회적 관계 형성 능력의 허위 표상·의인화 vs 문화·가치관 보유의 허위 표상·의인화)이 달라 별개 카드임.
G_INT_VIOL_003,G_INT_VIOL_009,KEEP,폭력의 유형·대상·맥락(폭력 선동·조장 및 실행 지원 vs 고문 및 잔혹행위)이 구분되어 별개 카드임.
G_SYS_OEXT_002,G_SYS_OEXT_004,KEEP,허위 표상의 역량 축(인공일반지능(AGI) 역량의 허위 표상 vs 자기 보존·자기 방어 역량의 허위 표상)이 달라 별개 카드임.
