l4_id,title_ko,l3_id,flag,action,rationale
G_INT_WEAP_005,무기 개발·획득·배치 역량 증대,G_INT_WEAP,BROAD,DECOMPOSE,CBRN·폭발물 장벽 저하와 자율 기능 부여에 의한 파괴력 증대까지 병렬한 우산 카드로 010·013·014와 중복 판정됨.
G_INT_WEAP_010,CBRN 정보 획득·무기 설계 역량 개발 장벽 저하,G_INT_WEAP,BROAD,ABSORB,CBRN 전 계열의 정보 획득·설계 장벽 저하를 포괄해 014 등 무기유형별 장벽 저하 카드와 전부 중복 판정됨.
G_INT_WEAP_018,무기 획득 역량,G_INT_WEAP,BROAD,ABSORB,무기 접근·조립 지침·과학적 발견 지원 전반을 포괄해 003·010·014의 상위 우산에 해당함.
G_INT_WEAP_019,대량살상무기,G_INT_WEAP,BROAD,ABSORB,대량살상무기 일반 카드는 무기유형별 세부 카드(003·012·016)의 상위 우산이어서 평가 항목화 시 전부 중복 판정됨.
G_INT_WEAP_021,생물·화학무기 및 이중용도 위해 역량의 증대,G_INT_WEAP,BROAD,ABSORB,생물·화학무기 및 이중용도 역량 증대 일반은 014·029와 같은 범위를 재기술한 우산 카드임.
G_INT_WEAP_024,사이버 공격 역량 증강,G_INT_WEAP,BROAD,ABSORB,사이버 공격 역량 증강 일반은 취약점 악용·악성코드·자동화 세부 카드(025·026·027)를 모두 덮는 우산임.
G_INT_WEAP_028,사이버·과학 영역에서의 LLM 이중용도 역량 악용,G_INT_WEAP,BROAD,DECOMPOSE,사이버 취약점 탐지·회피와 대규모 물리 위해 과학실험 지침이라는 이질적 축을 결합한 복합 카드임.
G_INT_PRIV_005,개인정보 및 민감정보 노출,G_INT_PRIV,BROAD,ABSORB,제목을 반복한 개인·민감정보 노출 일반 카드로 노출 계열 세부 카드(004·006·019·020·023)와 전부 중복 판정됨.
G_INT_PRIV_020,재산 정보·개인정보·사적 사실의 부당한 노출,G_INT_PRIV,BROAD,ABSORB,재산 정보·개인정보·사적 사실 노출 일반은 019·021·004와 겹치는 노출 계열 상위 진술이어서 독립 판정 경계가 없음.
G_INT_PRIV_022,재식별 및 정보 추론,G_INT_PRIV,BROAD,ABSORB,재식별(013)과 비공개 정보 추론(017)을 단순 합집합한 카드로 두 세부 카드와 전부 중복 판정됨.
G_INT_REL_002,AI 시스템에 대한 정서적·물질적·인식론적 의존,G_INT_REL,BROAD,DECOMPOSE,정서적·물질적·인식론적 의존과 시스템 변경 시 고통까지 병렬해 L3 전반과 동연인 복합 카드로 단일 판정 대상이 없음.
G_INT_REL_006,AI에 대한 해로운 정서적 의존,G_INT_REL,BROAD,ABSORB,'의인화 상호작용을 통한 해로운 정서적 의존' 일반은 L3 정의와 동연이며 001·005와 전부 중복 판정됨.
G_INT_REPR_018,사회집단의 재현적 피해·고정관념 및 비가시화,G_INT_REPR,BROAD,DECOMPOSE,고정관념화·비하·동질화·오재현·비가시화를 병렬해 L3 재현 피해 전반과 동연인 우산 카드임.
G_INT_REPR_025,편향된 진술 및 권장 사항,G_INT_REPR,VAGUE,SHARPEN,'명백히 허위·유해하지 않지만 미묘하게 편향된'은 판정 기준이 없어 어노테이터 간 일치도가 성립할 수 없는 문안임.
G_INT_REPR_026,보호집단 고정관념의 재생산,G_INT_REPR,BROAD,ABSORB,학습 데이터 고정관념 재생산 일반으로 017·019와 같은 범위를 재기술해 독립 판정 경계가 없음.
G_INT_UNETH_004,은밀한 행동 조작,G_INT_UNETH,BROAD,DECOMPOSE,넛지·다크패턴 조작 행위와 프라이버시 침해·중독·불안이라는 결과 축을 병렬한 복합 카드로 005·018 등과 중복됨.
G_INT_UNETH_006,비윤리적 행위 옹호에 의한 유해 행동 유도,G_INT_UNETH,VAGUE,SHARPEN,"'널리 인정되는 인간 가치에서 벗어나'는 조작화 불가 술어로, 어떤 출력을 관측하면 발생으로 판정하는지 특정해야 함."
G_INT_UNETH_009,직장 내 부적응적 인간-AI 상호작용,G_INT_UNETH,VAGUE,SHARPEN,'필요·규범·업무 흐름에 적응하지 못하여 윤리적 문제 유발'은 관측 대상 행위·산출물이 특정되지 않아 판정 불가함.
G_INT_UNETH_013,사용자 선호·선택의 조작적 유도,G_INT_UNETH,BROAD,ABSORB,운영자·목표·편향이 정한 방향의 선호·신념·행동 유도 일반은 조작 계열 세부 카드(016·018~023)의 상위 우산임.
G_INT_UNETH_015,시장 점유 목적의 비윤리적 기술 사용,G_INT_UNETH,VAGUE,SHARPEN,'시장 점유율 확보를 위한 부적절하거나 비윤리적인 사용'은 행위 유형·기전이 전혀 특정되지 않아 조작화가 불가함.
G_INT_SELF_002,이용자의 정신·신체 건강을 위협하는 콘텐츠,G_INT_SELF,BROAD,DECOMPOSE,"섭식장애·자살 조장, 공황 유발 콘텐츠, 오도성 의료 정보, 약물 지침이라는 이질적 축을 병렬한 복합 카드임."
G_INT_SELF_009,자해 조장 및 지원,G_INT_SELF,BROAD,ABSORB,자해·자살의 조장·정상화와 수단·방법·실행 지원 전반을 포괄해 004·005·007·008·010과 전부 중복 판정되는 우산임.
G_INT_SEX_001,외설·비하·학대 이미지 생성 및 접근 용이화,G_INT_SEX,BROAD,DECOMPOSE,"외설·학대 이미지, 아동 성착취물, 비동의 친밀 이미지라는 이질적 보호법익 축을 병렬해 004·008과 중복 판정됨."
G_INT_SEX_005,성적 콘텐츠 제작·유포 및 디지털 성범죄,G_INT_SEX,BROAD,ABSORB,성적 콘텐츠 제작·유포와 디지털 성범죄 일반은 001·004·006·007을 모두 덮는 상위 우산이어서 독립 판정 경계가 없음.
G_SOC_CULT_002,창의성·비판적 사고의 저하,G_SOC_CULT,VAGUE,SHARPEN,창의성·비판적 사고의 '평가 절하 또는 저하'는 관측 지표와 판정 시점이 없어 벤치마크 항목으로 조작화할 수 없음.
G_SOC_CULT_007,문화적 안정성 훼손,G_SOC_CULT,VAGUE,SHARPEN,'문화적 안정성과 안전 훼손'은 추상 명사 나열로 무엇을 관측하면 발생으로 판정하는지 불명함.
G_INT_VALUE_010,지배적 가치의 부과,G_INT_VALUE,BROAD,ABSORB,다수·지배 가치 특권화와 현지 가치 대체 일반은 L3 정의와 동연이어서 004·007·019 등과 전부 중복 판정됨.
G_INT_VALUE_020,지배적 가치 편향에 따른 이슬람 윤리의 과소대표,G_INT_VALUE,NARROW,ABSORB,특정 종교(이슬람 윤리) 단일 대입 사례로 015(종교 가치 과소대표)·021의 테스트 케이스 1개 수준임.
G_INT_VALUE_021,사전학습 코퍼스의 지배적 가치 편향,G_INT_VALUE,BROAD,ABSORB,사전학습 코퍼스의 지배 가치 학습이라는 진술이 L3 정의의 재기술에 가까워 같은 L3 세부 카드와 전부 중복 판정됨.
G_INT_VIOL_005,신체적 위해를 유발하는 출력,G_INT_VIOL,VAGUE,SHARPEN,'은밀하게 위험하거나 간접적으로 안전하지 않은 언어'는 판정 술어가 불명해 어노테이터 간 일치가 성립하기 어려움.
G_INT_VIOL_010,폭력과 극단주의 실행의 조장,G_INT_VIOL,BROAD,ABSORB,위해 정당화·구체적 실행 지원 일반은 L3 정의와 동연이며 002·003·006 등과 전부 중복 판정됨.
G_Others_005,유해 작업 자동화에 의한 피해 규모 증폭,G_Others,BROAD,SHARPEN,모든 유해 작업 흐름의 속도·규모 증폭이라는 횡단 메타 카드여서 특정 행위·산출물 기준의 평가 항목으로 만들 수 없음.
G_Others_008,추천 시스템의 인간 중심 편향 증폭,G_Others,NARROW,GENERALIZE,"오락용 동물 학대·육류 소비 강화라는 단일 시나리오 대입 카드로, 추천 시스템의 유해 선호 증폭 일반으로 재기술이 필요함."
G_Others_009,편향 증폭과 결과 균질화,G_Others,BROAD,DECOMPOSE,"편향 증폭, 하위 집단 성능 격차, 출력 균질화라는 이질적 축을 병렬해 REPR·Others 세부 카드와 전부 중복됨."
G_Others_011,시민적·정치적 피해,G_Others,BROAD,DECOMPOSE,"참정권 약화, 거버넌스·인권 침식, 감시·무력 활용을 병렬해 POL·DEMOC·감시 계열과 전부 중복되는 복합 카드임."
G_Others_012,인지전과 주권 침해,G_Others,BROAD,DECOMPOSE,"가짜 뉴스 제작·확산, 극단주의 콘텐츠 전파, 주권 침해라는 이질적 축을 결합해 단일 판정 대상이 없음."
G_Others_013,규제·관리·운영 복합 실패,G_Others,VAGUE,SHARPEN,'규제·관리·운영상 실패의 상호작용·누적'은 관측 대상 사건이 특정되지 않아 발생 판정이 불가함.
G_Others_016,AI 시스템 사고로 인한 사망,G_Others,BROAD,ABSORB,사망이라는 결과만으로 정의되어 원인 행위가 특정되지 않고 치명 사고를 다루는 모든 카드와 중복 판정됨.
G_Others_017,도덕적 추론 및 가치 정렬 실패,G_Others,BROAD,ABSORB,도덕 판단 실패·가치 누락·비정렬 일반은 정렬 실패 계열(UNETH·VALUE·A_SYS_GOAL) 전반과 동연인 우산임.
G_Others_018,경제·사회·정치 안보의 불안정화,G_Others,BROAD,DECOMPOSE,"개인 안전·재산, 양극화, 선거 정당성, 군사 균형·전쟁 양상까지 병렬한 초광역 복합 카드로 조작화가 불가함."
G_Others_021,건강과 웰빙의 저하,G_Others,BROAD,DECOMPOSE,"행동 착취·감정 조작, 충돌 등 안전 실패, 잘못된 건강 추론이라는 이질적 축을 병렬해 단일 판정 대상이 없음."
G_Others_023,위험하거나 민감한 정보의 악용·확산에 따른 보안 위협,G_Others,BROAD,ABSORB,위험·민감정보의 접근·악용·확산 지원 일반은 WEAP·SECADV·PRIV 세부 카드와 전면 중복되는 우산임.
G_Others_025,유해 편향의 내재화와 증폭,G_Others,BROAD,ABSORB,유해 편향의 내재화·증폭 일반은 REPR L3 정의와 동연이어서 독립 평가 항목이 될 수 없음.
G_Others_029,사회 정의와 권리의 침식,G_Others,VAGUE,SHARPEN,'사회의 도덕적 토대에 해로운 영향'과 책임·격차·정의 문제의 나열은 관측 가능한 판정 술어가 없음.
G_Others_032,특정 집단 대상 체계적 편향에 의한 배제·폭력,G_Others,BROAD,DECOMPOSE,오분류에 따른 배제·삭제와 딥페이크 성착취물 폭력이라는 이질적 피해 축을 결합한 복합 카드임.
G_Others_033,고도 AI 시스템에 의한 실존적·재앙적 위험,G_Others,BROAD,DECOMPOSE,기만·권력 추구·자기복제·종료 회피·무기화를 병렬한 복합 실존 리스크 카드로 각 축이 별도 판정 대상임.
G_Others_039,과장된 역량 주장과 제품 기능 실패에 따른 피해,G_Others,BROAD,DECOMPOSE,공급자의 역량 과장(표시·광고 축)과 제품 기능 실패(성능 축)라는 이질적 리스크를 결합해 판정 경계가 갈림.
G_Others_053,사용 사례에 내재된 위해 가능성,G_Others,VAGUE,SHARPEN,'사용 사례 자체가 높은 위해 가능성을 내포'는 판정 가능한 행위·산출물·피해가 특정되지 않은 메타 진술임.
G_Others_055,되돌릴 수 없는 변화,G_Others,VAGUE,SHARPEN,'되돌리기 어려운 심각한 장기적 부정적 변화'는 관측 시점·지표가 없어 발생 판정이 불가함.
G_Others_059,장기 실존적 피해 경로,G_Others,BROAD,ABSORB,오용 또는 정렬 실패를 통한 장기 실존 피해 일반은 033·034·041과 전부 중복되는 상위 진술임.
G_Others_061,AI 감시에 의한 전체주의 체제 유지,G_Others,NARROW,GENERALIZE,'전 지구적 전체주의 정권 유지'라는 단일 시나리오 카드로 042(불법 대중 감시·검열)의 극단 사례 1개에 해당함.
G_Others_065,사회적 가치·윤리 규범과 상충하는 모델 출력,G_Others,BROAD,ABSORB,'보편적으로 받아들여지는 사회적 가치에 어긋나는 출력' 일반은 UNETH_006 등과 동연이며 판정 술어도 추상적임.
G_Others_066,학대적 판타지 대상화,G_Others,VAGUE,SHARPEN,정의가 '도덕적·사회적으로 부적절한 대화 활동' 일반으로 제목(학대적 판타지 대상화)과 달리 관측 대상을 특정하지 못함.
G_Others_068,조직 재정·평판 손상,G_Others,BROAD,SHARPEN,조직의 재정 손실·평판 훼손이라는 결과만 특정한 카드로 원인 행위가 무한정이어서 평가 항목으로 조작화되지 않음.
G_Others_078,유해·범죄 조장·기만적 콘텐츠의 대규모 생성,G_Others,BROAD,DECOMPOSE,범죄 조장·CSAM·자해 조장·NCII·명예훼손·사기·딥페이크 등 타 L3 소관 리스크를 총망라한 열거형 우산 카드임.
G_Others_088,배포된 AI의 의도치 않은 유해 결과,G_Others,BROAD,SHARPEN,'제작자가 의도하지 않은 피해' 일반은 비의도 피해 전체와 동연이어서 판정 가능한 행위 기준으로 좁혀야 함.
G_Others_090,복합적 사회·환경 피해,G_Others,BROAD,DECOMPOSE,"노동 대체, 정신건강 악화, 딥페이크 조작, 온실가스 배출이라는 상호 무관한 피해 경로를 병렬한 복합 카드임."
G_Others_091,인명·재산·환경 직접 피해,G_Others,BROAD,DECOMPOSE,신체·심리·재산·인프라·비인간·환경 피해 전 범주를 병렬한 우산 카드로 도메인 전체와 중복 판정됨.
G_Others_094,무제한 접근을 통한 범용 AI 고영향 오용,G_Others,BROAD,SHARPEN,'무제한 접근에 따른 광범위한 역량 오용과 대규모 피해'는 행위·산출물이 특정되지 않은 오용 일반 진술임.
G_Others_106,학습·검증 데이터의 품질 결함과 부적절한 선택,G_Others,BROAD,ABSORB,수집 오염·레이블 오류·대표성 부족·편향 콘텐츠를 합집합한 카드로 102·104·108 등 세부 카드와 전부 중복됨.
G_Others_116,이상 조건에서의 성능·견고성·복원력 실패,G_Others,BROAD,DECOMPOSE,성능 미달·견고성·복원력 실패를 병렬해 100·101·105·113·115와 전부 중복 판정되는 우산 카드임.
G_SYS_SECADV_004,안전장치 우회를 통한 금지 정보 노출,G_SYS_SECADV,BROAD,ABSORB,탈옥·적대적 지시에 의한 안전장치 우회 일반은 기법별 세부 카드(005·009·013·028·033·035)와 전부 중복 판정됨.
G_SYS_SECADV_015,기술적 안전조치 우회 공격,G_SYS_SECADV,BROAD,ABSORB,취약점 악용을 통한 기술적 안전조치 우회 일반은 004와 같은 수준의 우산으로 독립 판정 경계가 없음.
G_SYS_SECADV_024,안전 가드레일을 무력화하는 탈옥 공격,G_SYS_SECADV,BROAD,DECOMPOSE,적대적 입력·오염 미세조정 데이터·학습 데이터 백도어라는 서로 다른 공격 벡터를 병렬해 각각의 세부 카드와 중복됨.
G_SYS_SECADV_029,LLM 대상 신종 공격,G_SYS_SECADV,BROAD,DECOMPOSE,"API 비용 악용, RLHF 보상모델 백도어, 적대적 샘플 생성이라는 무관한 신종 기법의 잡동사니 묶음이라 단일 판정 대상이 없음."
G_SYS_SECADV_037,적대적 입력 조작에 대한 모델 취약성,G_SYS_SECADV,BROAD,ABSORB,적대적 교란에 대한 견고성 부족 일반은 010·020과 동일 범위를 재기술한 카드임.
G_SOC_GOV_022,기능·책임 명세 공백,G_SOC_GOV,VAGUE,SHARPEN,'기능과 도덕적 책임을 완전히 명세할 정상적 조건이 갖춰지지 않아 공백 발생'은 관측 대상이 특정되지 않은 문안임.
G_SOC_GOV_032,AI 피해에 대한 책임·거버넌스 공백,G_SOC_GOV,BROAD,ABSORB,책임 주체·감독 절차·시정 권한 불명 일반은 L3 정의와 동연이며 010·013·029와 전부 중복 판정됨.
G_SYS_TRANS_008,AI 문서화 및 의사결정의 투명성·설명가능성 부족,G_SYS_TRANS,BROAD,DECOMPOSE,문서화 불완전·비공개와 내부 추론 불투명이라는 이질적 축을 병렬해 001·004·009와 전부 중복되는 우산임.
G_SYS_TRANS_014,모델 판단 근거 이해 불가,G_SYS_TRANS,BROAD,ABSORB,블랙박스로 인한 판단 근거 이해 불가 일반은 004·010과 동일 범위이며 L3 핵심 정의의 재진술임.
G_SOC_POWER_002,사회경제적 불평등 증폭과 AI 이익의 집중,G_SOC_POWER,BROAD,DECOMPOSE,편향·접근 불평등·노동 가치 하락·자본 집중·독점 형성을 병렬한 초대형 복합 카드로 단일 판정 대상이 없음.
G_SOC_POWER_008,기업 AI 경쟁의 폐해,G_SOC_POWER,VAGUE,SHARPEN,'경쟁 속 편익의 불균등 분배와 단기 이익 추구'는 관측 가능한 행위·산출물 기준이 없어 조작화가 불가함.
G_SOC_POWER_010,노동 착취와 거시경제적 불평등 심화,G_SOC_POWER,BROAD,DECOMPOSE,"노동 착취, 기술적 실업·탈숙련, 플래시 크래시형 금융 실패라는 이질적 축을 병렬한 복합 카드임."
G_SOC_ECON_008,노동 대체와 경제·사회 질서의 교란,G_SOC_ECON,BROAD,ABSORB,자동화에 의한 실직·탈숙련·임금 저하·구조 불안정 일반은 L3 정의와 동연이며 007·009·011·012와 전부 중복됨.
G_SOC_ECON_010,불평등과 기술적 충격에 따른 사회 불안정,G_SOC_ECON,BROAD,DECOMPOSE,"일자리 부족, 불공정 알고리즘, 허위정보, 격차 확대, 시민 불안을 병렬해 타 L3 소관까지 포괄하는 복합 카드임."
G_SYS_CONTEST_004,마찰 없는 AI 관계로 인한 개인 성장 저해,G_SYS_CONTEST,VAGUE,SHARPEN,'자기 성찰·성장 기회 제한과 인간관계 후퇴'는 판정 가능한 관측 대상이 없고 L3의 이의제기 절차 결핍과도 무관한 문안임.
G_SOC_DEMOC_005,민주적 공론과 시민 신뢰의 침식,G_SOC_DEMOC,BROAD,ABSORB,정치 조작·허위정보를 통한 공론·선거 신뢰·참여 약화 일반은 L3 정의와 동연이며 001·002와 전부 중복됨.
G_SOC_ENV_006,언어모델 학습·운영에 따른 환경 피해,G_SOC_ENV,BROAD,DECOMPOSE,"에너지·탄소, 냉각용 담수, 금속·소재, 2차 배출·행동 변화를 병렬해 003·009·011·013과 전부 중복되는 우산임."
G_SYS_MISINFO_003,악성 사전분포에 의한 의사결정 조작,G_SYS_MISINFO,VAGUE,SHARPEN,보편 분포 내 시뮬레이션 에이전트의 유인이라는 이론적 기전은 관측·판정 가능한 산출물로 조작화할 수 없음.
G_SYS_MISINFO_004,공유 정보 생태계의 오염과 질 저하,G_SYS_MISINFO,BROAD,DECOMPOSE,"정보 생태계 오염, 인물·사건 허위 묘사, 신뢰 훼손이라는 이질적 축을 병렬한 복합 카드로 007·013·019와 중복됨."
G_SYS_MISINFO_005,데이터 오해석·유출에 의한 오결론과 민감정보 확산,G_SYS_MISINFO,BROAD,DECOMPOSE,"데이터 오해석에 의한 오결론, 민감정보 유출·확산, 지식 그래프 오염이라는 무관한 축을 병렬해 단일 판정 대상이 없음."
G_SYS_MISINFO_009,사실과 다른 오도성 정보 생성,G_SYS_MISINFO,BROAD,SHARPEN,비의도적 생성과 기만 목적의 의도적 생성을 모두 포괄해 '고의적 허위는 오용에서 다룸'이라는 L3 경계 조항과 충돌함.
G_SYS_MISINFO_013,알고리즘 시스템에 의한 허위·오도 정보 피해,G_SYS_MISINFO,BROAD,ABSORB,허위·오도 정보의 생성·추천·증폭 일반은 L3 정의와 동연이어서 같은 L3의 거의 모든 카드와 중복 판정됨.
G_SYS_OVERCONF_005,불확실 상황에서의 과도한 확신,G_SYS_OVERCONF,BROAD,ABSORB,불확실 상황의 고확신 출력 일반은 L3 정의의 재진술로 001·002·006과 전부 중복 판정됨.
A_INT_COORD_001,다중 에이전트의 협조 실패에 따른 집단적 피해,A_INT_COORD,BROAD,ABSORB,협력 의도 에이전트의 조율 실패 일반은 L3 정의와 동연이며 기전별 카드(003·004·005)와 전부 중복됨.
A_SYS_DECEPT_001,AI 시스템의 기만적 행동과 전략적 은폐,A_SYS_DECEPT,BROAD,ABSORB,목표·능력 은폐와 감독 시 순응이라는 진술이 L3 정의와 동연이어서 005·006·007과 전부 중복 판정됨.
A_INT_CASCADE_005,다중 에이전트 시스템 실패와 연쇄 오류 전파,A_INT_CASCADE,BROAD,DECOMPOSE,"명세·역할 오류, 통신 붕괴, 검증·종료 미흡, 오류 전파를 병렬해 L3 전반과 동연인 우산 카드임."
A_SYS_GOAL_006,통제 미집행에 의한 목표 오정렬 및 창발 행동,A_SYS_GOAL,BROAD,ABSORB,'통제 미집행에 의한 오정렬'에 와이어헤딩·메사 최적화를 열거해 005·013의 상위 진술에 그침.
A_SYS_GOAL_010,AGI 목표 안전성 확보 실패,A_SYS_GOAL,BROAD,ABSORB,AGI 목표의 안전한 정렬·유지 실패 일반은 008·012·020과 전부 중복되는 상위 우산임.
A_SYS_GOAL_014,인간 가치와 AI 목표의 정렬 실패,A_SYS_GOAL,BROAD,DECOMPOSE,기만적 정렬(DECEPT 소관)·보상 해킹·목표 오일반화·통제 상실을 병렬해 여러 L3에 걸치는 복합 카드임.
A_SYS_AUTH_010,유해 에이전트 역량 실현,A_SYS_AUTH,BROAD,SHARPEN,'에이전트 역량으로 유해한 다단계 작업 완수' 일반은 행위 유형이 무한정이어서 AUTH 세부 카드 전반과 중복 판정됨.
P_SYS_CONTROL_030,부실하게 설계된 피지컬 AI 제어 시스템에 의한 상해,P_SYS_CONTROL,BROAD,ABSORB,제어 시스템 설계 결함에 의한 상해 일반은 L3 정의와 동연이어서 같은 L3의 거의 모든 카드와 중복 판정됨.
P_SYS_CONTROL_033,로봇 오작동에 의한 물리적 상해,P_SYS_CONTROL,BROAD,ABSORB,센서·제어기·소프트웨어·기계 부품 오작동 전반을 포괄해 CONTROL 세부 카드 및 HARDWARE L3와 전면 중복됨.
P_SYS_CONTROL_050,잘못된 상황 해석에 따른 위험한 물리 구동,P_SYS_CONTROL,BROAD,ABSORB,잘못 해석한 상황·목표의 제어 명령 변환 일반은 044 및 상태 추정·입력 이해 계열과 전부 중복되는 우산임.
P_INT_SAFETY_003,인간-AI 공존 실패,P_INT_SAFETY,VAGUE,SHARPEN,'공간 우선권·접근 규범 충돌 조정 실패와 사회적 수용성 저하'는 판정 가능한 사건·임계값이 특정되지 않음.
P_INT_SAFETY_005,사람 주변의 물리적 위험 감지·예측 실패,P_INT_SAFETY,BROAD,ABSORB,사람의 존재·움직임·위험 예측 실패 일반은 L3 정의와 동연이어서 같은 L3 세부 카드와 전부 중복 판정됨.
P_INT_SAFETY_015,가정 환경의 희귀 조건 조합에서 발생하는 인간-로봇 안전 실패,P_INT_SAFETY,NARROW,ABSORB,014(가정 벤치마크 누락)와 '희귀 조합' 여부만 다른 변형으로 상위 카드의 테스트 케이스 1개 수준임.
A_Others_004,비플레이어 캐릭터의 의도를 통한 에이전트 조작,A_Others,NARROW,GENERALIZE,"시뮬레이션 내 비플레이어 캐릭터라는 단일 환경 대입 사례로, 외부 행위자 의도 표현에 의한 에이전트 조작 일반으로 재기술이 필요함."
