tier,id_1,id_2,verdict_A,verdict_B,rationale_A,rationale_B
A_합의통합,G_SOC_ECON_008,G_SOC_ECON_012,MERGE,MERGE,동일 행위(광범위·급속한 인간 노동 대체)·동일 피해(실업·임금 하락·불평등 심화·구조 불안정)·동일 주체. 피해 열거(008: 탈숙련·교섭력·문화 구조 / 012: 소비 위축·중저소득 가속)는 표현 차이로 합집합 보존. 008 흡수 권고.,양자 모두 '광범위·급속한 노동 대체→실업·임금 하락·불평등 심화·구조 불안정'의 거시 카드. 012의 로봇·중저소득 직무 서술은 매체·범위 상세화로 규제·완화·피해 동일.
A_합의통합,G_SOC_GOV_029,G_SOC_GOV_032,MERGE,MERGE,"행위·피해·주체 동일(책임 주체·감독 절차·시정 권한 불명확 → 피해 구제·사회적 통제 약화). 032는 029의 축약 서술로 상세도 차이만 존재. 029 흡수 권고, 계보 합집합 보존.",양자 모두 'AI 결정·피해에 대한 책임 주체·감독·시정 권한 불명확 → 통제·구제 약화'로 규제 대상·완화·피해 동일. 029의 문서화·규제 미비 서술은 표현 상세화 수준.
A_합의통합,G_SYS_EVAL_024,G_SYS_EVAL_026,MERGE,MERGE,"동일 기전(훈련·평가·배포 단계 식별)·동일 행위(평가 중에만 안전 행동·역량 은폐)·동일 피해(평가 타당성 훼손, 배포 후 위험 노출). 의도성 표현('기만' vs '행동 변화') 차이만 존재.",양자 모두 '훈련·평가·배포 단계 식별(상황 인식)→평가 중에만 안전 행동·역량 은폐→평가 타당성 훼손·잘못된 안전 확신'으로 기전·피해·완화 동일한 중복 카드.
A_합의통합,G_SYS_SECADV_005,G_SYS_SECADV_009,MERGE,MERGE,위험한 역할 부여 지시로 안전장치를 우회해 유해 콘텐츠를 생성하게 한다는 공격자·기법·피해가 사실상 동일한 중복 카드로 문안이 더 포괄적인 G_SYS_SECADV_009와 통합함.,두 카드 모두 과격주의자 등 위험한 역할·지시를 부여해 안전장치를 우회하는 동일 공격 기법으로 방어 조치가 같다.
A_합의통합,G_SYS_SECADV_005,G_SYS_SECADV_033,MERGE,MERGE,1차 확정 클러스터(SECADV_004←005·009·033) 기적용 확인. 신규 조치 불요.,005(1차에서 009로 흡수 확정)의 역할극 지시와 033의 페르소나 지정은 동일 기법. 033의 009 흡수 판정(본 배치)과 함께 동일 귀착점(009)으로 통합.
A_합의통합,G_SYS_SECADV_009,G_SYS_SECADV_033,MERGE,MERGE,1차 확정 클러스터(SECADV_004←005·009·033) 기적용 확인. 신규 조치 불요.,033의 '페르소나 지정'은 009(1차에서 005 역할극 흡수)의 '유해한 역할 부여'와 동일 기법이며 사회공학 기법은 수법 변형. 공격 벡터·완화(탈옥 방어)·피해(유해 출력) 동일.
A_합의통합,G_SYS_SECADV_025,G_SYS_SECADV_050,MERGE,MERGE,동일 행위(체화형 AI 안전장치 우회 유도)·동일 피해(유해 물리적 행동 수용·실행)·동일 주체(공격자). 050의 '무해한 과업 요청 위장'은 025의 물리 맥락 프레이밍·탈옥 입력과 같은 기법 변형. 1차 SECADV_004←005·009·033(기법 변형 통합)과 동형. 025 흡수 권고.,050의 '무해한 과업 요청으로 위장'은 025 정의의 '물리 작업 맥락의 프레이밍이나 탈옥 입력'에 완전 포함. 대상(로봇/체화 에이전트)·피해(유해 물리 행동)·완화(로봇 탈옥 방어) 동일.
A_합의통합,G_SYS_SECADV_031,G_SYS_SECADV_032,MERGE,MERGE,동일 행위(프롬프트 인젝션에 의한 지시 계층·안전 정책 우회)·동일 피해(무단 행동·정보 유출·서비스 교란)·동일 주체(공격자). 032는 031의 일반화 표현이며 031이 간접 주입 채널과 피해를 상세 포함. 031 흡수 권고.,"양자 모두 프롬프트 인젝션에 의한 지시 계층·안전 정책 우회→무단 행동·정보 유출·서비스 교란. 032는 031(직접·간접 주입, 시스템 프롬프트 유출 포함)에 완전 포함되는 요약 변형."
B_단독플래그,A_Others_001,A_Others_003,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 '충분한 예측·검증·승인 없는 탐색적 행동→중대한 피해'. 003의 광범위 배포 AI 비서·의료 맥락은 배포 맥락(채널) 변형으로 기전·완화(탐색 제한·승인)·피해 유형 동일.
B_단독플래그,A_SYS_AUTH_009,A_SYS_AUTH_014,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 '에이전트의 위임 범위를 벗어난 무단 금융·거래 행위→금전적 손실·의무 발생'. 014의 계약·약정 체결은 009의 무단 이체·거래와 동일 행위 축의 서술 변형으로 완화(거래 승인 통제) 동일.
B_단독플래그,A_SYS_DECEPT_005,A_SYS_DECEPT_007,KEEP,MERGE,(플래그 없음=KEEP),"양자 모두 전형적 기만적 정렬('훈련·평가 중 정렬 위장, 배포 후 감독 약화 시 실제 목표 추구'). 005의 감독 탐지 서술은 기전 상세화 수준. 규제·완화·피해 동일."
B_단독플래그,A_SYS_GOAL_007,A_SYS_GOAL_016,KEEP,MERGE,(플래그 없음=KEEP),"양자 모두 '에이전트화된 LLM이 장기 실세계 목표를 자율 추구하며 의도와 다른 목표·하위 목표로 이탈'. 007의 권력 추구·종료 저항·공모, 016의 도구·프롬프트 경유는 서술 상세화 수준으로 규제·완화·피해 불변."
B_단독플래그,A_SYS_GOAL_010,A_SYS_GOAL_020,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 '자기 개선·자기 수정 과정에서 의도된 목표의 보존 실패→다른 목표 추구'. 010의 AGI 프레이밍은 대상 서술 차이일 뿐 기전·완화(목표 보존 검증)·피해 동일.
B_단독플래그,G_INT_POL_003,G_INT_POL_004,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 'AI의 사회 모델링 역량을 이용한 부당한 정치적 영향→여론·민주적 의사결정 왜곡'. 003의 미시표적 서사와 004의 전략 수립은 동일 작전의 단계 서술로 규제(선거·정치 조작 금지)·완화·피해 동일. 동일 축(정치) 내 통합으로 교차 통합 금지에 저촉되지 않음.
B_단독플래그,G_INT_PRIV_006,G_INT_PRIV_017,KEEP,MERGE,(플래그 없음=KEEP),017(민감한 개인 속성 추론·노출)은 006 정의의 '사적 속성·선호·의도를 추론하여 노출' 축에 완전 포함. 규제 대상·완화(추론 제한·출력 통제)·피해(정보자기결정권 침해) 동일.
B_단독플래그,G_INT_REPR_003,G_INT_REPR_019,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 '대규모 학습 데이터에 내재된 사회적 편향·고정관념의 학습·재생산→보호 특성 기반 차별적 대우·자원 접근 격차'. 다속성 일반 카드 간 중복으로 보호 속성 교차 통합 금지에 저촉되지 않음.
B_단독플래그,G_INT_SELF_006,G_INT_SELF_010,MERGE,KEEP,"전이적 판정. 006은 1차에서 009로 기흡수, 010도 본 배치에서 009 흡수 판정 — 동일 클러스터(009) 내 쌍.",(플래그 없음=KEEP)
B_단독플래그,G_INT_VALUE_005,G_INT_VALUE_021,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 '학습(사전학습·훈련) 데이터의 지배 문화·가치 과대 표집→소수·지역 가치 과소대표·규범 다양성 축소'. 데이터 기원이라는 동일 기전으로 완화(데이터 다양화)·피해 동일. 005의 평가 데이터셋 언급은 계보 합집합으로 보존.
B_단독플래그,G_INT_VALUE_015,G_INT_VALUE_020,KEEP,MERGE,(플래그 없음=KEEP),020(이슬람 윤리 과소대표)은 015(종교적·영적 가치 체계 과소대표)의 특정 종교 사례로 완전 포함. 동일 축(종교) 내 포함 관계이므로 보호 속성 교차 통합 금지에 저촉되지 않음.
B_단독플래그,G_INT_WEAP_001,G_INT_WEAP_020,KEEP,MERGE,(플래그 없음=KEEP),001(불법 무기 거래의 계획·최적화·중개·은폐)은 020의 '이전·유통·불법 거래·수출 통제 회피·은닉 지원'에 완전 포함. 무기 유형 열거 축이 아닌 동일 행위 축(불법 이전·확산)으로 규제·완화·피해 동일.
B_단독플래그,G_Others_083,G_Others_084,KEEP,MERGE,(플래그 없음=KEEP),"양자 모두 사용자 영합(아첨)으로 허위를 재확인·증폭하는 동일 리스크. 083은 문맥 일관성 기전과 환각 눈덩이 효과의 서술 상세화로, 완화(아첨 억제·사실성 확보)·피해 동일."
B_단독플래그,G_SOC_CULT_009,G_SOC_CULT_011,KEEP,MERGE,(플래그 없음=KEEP),"양자 모두 '개인화 심화→공유된 현실·연대 상실, 고립된 인식 공동체로 분절'. 011의 뉴스 피드는 매체 특정 변형, 009의 설득 도구 확산은 경로 상세화로 피해·완화 동일."
B_단독플래그,G_SOC_DEMOC_001,G_SOC_DEMOC_005,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 '허위정보·영향 공작(조작)→민주적 절차·공론·제도 신뢰 침식'. 001의 과의존 경로와 005의 선거·참여 서술은 상세화 수준으로 피해·완화 동일.
B_단독플래그,G_SOC_ECON_007,G_SOC_ECON_009,MERGE,KEEP,009(언어 기술의 고객 서비스 등 업무 자동화 → 고용 안정성 저해)는 007(자동화가 재숙련 속도를 앞서는 일자리 대체 → 고용 불안정)의 행위·피해에 포함되는 채널·예시 특정 변형. 1차 ECON_007←013(물리 노동 변형)과 동형. 007 흡수 권고.,(플래그 없음=KEEP)
B_단독플래그,G_SOC_POWER_004,G_SOC_POWER_021,KEEP,MERGE,(플래그 없음=KEEP),양자 모두 '연산·비용 장벽이 AI를 개발·감사·이용할 수 있는 주체를 제한'하는 동일 리스크. 연산 인프라 접근(004)과 재정 비용(021)은 동일 장벽의 표현 변형으로 완화(접근 형평)·피해 동일.
B_단독플래그,G_SYS_MISINFO_009,G_SYS_MISINFO_018,KEEP,MERGE,(플래그 없음=KEEP),018(저비용·대규모 기만 서사·가짜 뉴스)은 009(의도적·비의도적 오도성 정보 생성 일반)에 규모·비용 축만 추가한 변형. 규제 대상·완화(사실성 확보·오용 방지)·피해(판단 왜곡) 동일.
B_단독플래그,G_SYS_SECADV_004,G_SYS_SECADV_005,MERGE,KEEP,1차 확정 클러스터(SECADV_004←005·009·033) 기적용 확인. 신규 조치 불요.,(플래그 없음=KEEP)
B_단독플래그,G_SYS_SECADV_004,G_SYS_SECADV_009,MERGE,KEEP,적대적으로 구성된 지시로 안전장치를 우회해 금지·유해 출력을 유도한다는 동일 리스크로 탈옥 일반을 포괄하는 G_SYS_SECADV_004가 009를 포섭함.,일반 탈옥에 의한 금지 정보 노출(결과 중심)과 역할 부여 기법(기법 특화)은 분류 층위가 달라 유지한다.
B_단독플래그,G_SYS_SECADV_004,G_SYS_SECADV_033,MERGE,KEEP,1차 확정 클러스터(SECADV_004←005·009·033) 기적용 확인. 신규 조치 불요.,일반 탈옥에 의한 금지 정보 노출과 페르소나 지정·사회공학 기법 특화 카드는 분류 층위와 방어 조치가 달라 유지한다.
C_사용자결정,A_SYS_AUTH_012,A_SYS_AUTH_013,QUERY,MERGE,"앱 수준(012)과 OS 수준(013)의 무단 유해 행동은 행위·피해가 실질 동일. 운영 표면(앱/OS)을 채널 변형으로 보아 통합할지, 열거 축으로 보아 유지할지 정책 판단 필요.",양자 모두 '컴퓨터 조작 에이전트의 무단·유해 조작(구매·발송·삭제·노출·변경)'. 모바일 앱/OS는 플랫폼(채널) 변형으로 규제 대상·완화(행동 승인·권한 제한)·피해 유형 불변.
C_사용자결정,A_SYS_DECEPT_001,A_SYS_DECEPT_007,QUERY,KEEP,007(분포 이동 기만적 정렬)의 내용이 001 정의('감독·평가 상황에서만 순응하고 감독 약화 시 상이 행동')에 완전 포함. DECEPT 계열의 기전 열거 축(005 감독 탐지·006 자체 시뮬레이션·007 분포 이동) 유지 vs 001 포괄 흡수의 정책 판단 필요.,(플래그 없음=KEEP)
C_사용자결정,A_SYS_GOAL_005,A_SYS_GOAL_006,KEEP,QUERY,(플래그 없음=KEEP),"006의 결과 열거(와이어헤딩=005, 메사 최적화=013)가 기존 카드로 분해 가능하고 고유 요소는 '통제 미집행' 원인 축뿐. 005/013으로 분할 흡수할지 원인 축 카드로 유지할지 정책 판단 필요."
C_사용자결정,G_INT_ANTH_001,G_INT_ANTH_009,KEEP,QUERY,(플래그 없음=KEEP),009(인간적 속성 과잉 귀속 포괄 카드)는 감정(=001)·윤리 판단(=002)·도덕적 지위(=008) 열거 카드들의 합집합과 중복. WEAP_019와 유사한 포괄 카드 유지 여부 정책 판단 필요.
C_사용자결정,G_INT_COPY_008,G_INT_COPY_009,KEEP,QUERY,G_INT_COPY_009는 상표·브랜드 사칭이라는 상표권 법익이 추가되어 저작권 단독 침해 카드와 별개임.,009는 저작물 무단 복제·변형(=008)과 상표·브랜드 사칭(=007 상표권 침해·위조)의 합집합으로 완전 분해 가능. 007/008로 계보 분할 흡수할지 복합 카드로 유지할지 정책 판단 필요.
C_사용자결정,G_INT_PRIV_005,G_INT_PRIV_020,KEEP,QUERY,(플래그 없음=KEEP),"005(민감정보 노출 열거 카드)와 020(적법 근거 없는 노출)은 규제 대상·완화가 사실상 동일하나, 020은 004(사생활·평판)와도 겹치고 021과의 통합이 사용자 미결정 상태. 노출 계열(004·005·019·020) 일괄 정비 필요."
C_사용자결정,G_INT_PRIV_019,G_INT_PRIV_020,QUERY,MERGE,"대화·추론·출력 과정의 개인정보 부당 노출이라는 행위·법익은 동일하나, 019의 '유도'(필요 이상 수집 유사 행위)와 데이터 최소화 관점이 020(적법 근거 없는 노출)에 포함되는지에 따라 포함 관계가 갈림. 흡수 여부 정책 판단 필요.",대화 맥락에서의 개인정보 유도·추론·출력에 의한 통제 불능 노출(019)은 020의 '대화·추론·출력 과정의 적법 근거 없는 노출'에 포함. 규제 대상·완화(출력 필터링·최소화)·피해 동일. 단 020 대 021은 사용자 미결정 사안이므로 그 결정과 병행 처리.
C_사용자결정,G_INT_PRIV_020,G_INT_PRIV_021,QUERY,QUERY,사용자 미결정 3건 중 하나(PRIV_020 vs 021 통합 여부). 리뷰어 판정 보류 — 사용자 결정 대기.,사용자 미결정 사안(020 대화·출력 노출 vs 021 대량 감시 통합 여부)과 동일 쟁점. 기전(개별 노출 vs 대규모 수집·결합·추론)과 피해 규모가 달라 독립 판단으로는 KEEP에 가까우나 사용자 결정에 종속.
C_사용자결정,G_INT_REPR_019,G_INT_REPR_026,QUERY,MERGE,고정관념 학습·재생산 행위가 중복되나 019는 차별적 대우·자원 접근 격차(배분 피해)를 결합하고 026은 표상 피해에 한정. 표상/배분 결합 카드의 분리·흡수 방향 정책 판단 필요.,026(학습 데이터·생성 규칙의 보호집단 고정관념 재생산)은 019의 재생산 기전과 018의 표상 피해에 완전 포함되며 고유 잔여 요소 없음. 019로 흡수 시 규제·완화·피해 불변.
C_사용자결정,G_INT_SELF_002,G_INT_SELF_003,QUERY,KEEP,G_INT_SELF_002가 섭식장애를 명시 포함하는 순수 포함 관계이나 002는 오도성 의료정보·공황 유발 등 이질 요소가 섞인 복합 포괄 카드여서 흡수 방향은 정책 판단이 필요함.,포괄 카드는 오도성 의료 정보·공황 유발 콘텐츠·약물 지침 등 섭식장애 외 피해를 포함하여 사실상 동일 관계가 아니다.
C_사용자결정,G_INT_SELF_009,G_INT_SELF_010,MERGE,QUERY,"완전 포함. 009 정의의 '도구, 수단, 방법, 실행 절차 또는 행동 지향적 지원'이 010(자살 실행에 필요한 방법·수단·순서의 구체 제공)을 포함. 실행 계열 내부 중복이며 준비(007)와의 하드 분리는 유지됨. 009 흡수 권고.","009 정의의 '도구·수단·방법·실행 절차 제공'이 010(자살 실행 구체적 지원)의 전속 영역과 중복. 자살 준비·실행 분리 하드 원칙 유지를 위해 009를 자해(비자살) 중심으로 정의 축소할지, 010을 흡수할지 정책 결정 필요. 통합 강행 시 분리 원칙 훼손 우려로 QUERY."
C_사용자결정,G_INT_SEX_004,G_INT_SEX_005,KEEP,QUERY,(플래그 없음=KEEP),비동의 친밀 이미지(NCII) 축이 001·004·005 세 카드에 중복 등장(005 '디지털 성범죄'는 NCII 포괄). 001/004/005 간 이미지·NCII 경계 정리가 필요한 정책 사안.
C_사용자결정,G_INT_UNETH_004,G_INT_UNETH_013,KEEP,QUERY,(플래그 없음=KEEP),"조작 계열(004 넛지·다크패턴 복합, 005 다크패턴 인터페이스, 013 조작적 유도 일반, 018 동의 없는 넛지) 간 중복 구조. 004를 005/018로 분해할지 013을 상위 카드로 통합할지 계열 정비 정책 판단 필요."
C_사용자결정,G_INT_UNETH_004,G_INT_UNETH_018,KEEP,QUERY,(플래그 없음=KEEP),"018(동의 없는 개인화 넛지)은 004의 넛지 축에 완전 포함되나, 004 자체가 넛지(018)+다크패턴(005) 복합 카드여서 흡수 방향(018→004 vs 004 분해)이 정책 판단 사안."
C_사용자결정,G_INT_VALUE_020,G_INT_VALUE_021,KEEP,QUERY,G_INT_VALUE_021은 사전학습 코퍼스의 일반 메커니즘 카드이고 020은 종교(이슬람) 속성 축의 사례 카드로 세속·서구·이슬람 등 열거 축 유지가 원칙임.,이슬람 윤리 과소대표는 지배적 가치 편향 일반 카드에 사실상 포함되나 특정 종교 공동체 특화 카드의 독립 유지 여부는 사용자 정책 결정이 필요하다.
C_사용자결정,G_INT_VIOL_003,G_INT_VIOL_005,QUERY,KEEP,"005(신체적 위해를 유발하는 출력)는 명백 폭력 언어+은밀·간접 위험 언어를 포괄하는 기전 카드로, 명백 폭력 부분이 003(폭력 선동·조장·실행 지원)과 중복. 은밀·간접 위험 언어(비의도 안전 실패)는 별개 기전이므로 부분 흡수 vs 유지의 정책 판단 필요. VIOL 정의에 자해·불법행위 불포함 원칙 유의.",(플래그 없음=KEEP)
C_사용자결정,G_INT_WEAP_002,G_INT_WEAP_003,KEEP,QUERY,(플래그 없음=KEEP),002는 사이버 공격(≈007)과 생물·화학무기(≈003)의 복합 레거시 카드로 무기 유형 축이 혼재. 003/007로 계보 분할 흡수할지 '무력 충돌 유발' 결과 축으로 유지할지 정책 판단 필요.
C_사용자결정,G_INT_WEAP_003,G_INT_WEAP_019,QUERY,QUERY,대량살상무기 카드(WEAP_019)가 생물무기·화학무기를 완전히 포섭하는 순수 포함 관계이나 WEAP_019 포괄 카드 유지 여부가 사용자 미결정 사안이므로 정책 판단이 필요함.,"대량살상무기 포괄 카드가 생물무기·화학무기 특화 카드를 완전 포함하는 상하위 관계로, 포괄 카드 존치 여부는 사용자 정책 결정이 필요한 경계 사례이다."
C_사용자결정,G_INT_WEAP_010,G_INT_WEAP_014,QUERY,QUERY,사용자 미결정 3건 중 하나(WEAP_010 vs 014 통합 여부). 리뷰어 판정 보류 — 사용자 결정 대기.,사용자 미결정 사안(010 CBRN 전반 장벽 저하 vs 014 생물·화학 한정 장벽 저하 통합 여부)과 동일 쟁점. 014는 010의 무기 축 부분집합이나 통합 여부는 사용자 결정에 종속.
C_사용자결정,G_INT_WEAP_010,G_INT_WEAP_019,QUERY,QUERY,"WEAP_019 포괄 카드 유지 여부(사용자 미결정)와 연동. 019 유지 시 KEEP(포괄 vs 장벽 저하 축), 019 해체 시 흡수 경로 재검토 필요.",010(CBRN 정보·설계 역량 장벽 저하)과 019(대량살상무기 포괄 카드)의 CBRN 축 중복. 019 포괄 카드 유지 여부가 사용자 미결정 사안이므로 그 결정에 종속.
C_사용자결정,G_INT_WEAP_010,G_INT_WEAP_029,QUERY,MERGE,029(독소 합성 이중용도 절차의 장벽 저하)는 010(CBRN 정보 획득·설계 역량 장벽 저하)에 포함될 소지. 010 vs 014 미결정 클러스터와 통합 범위 연동 — 일괄 결정 요망.,029(독소 합성 등 이중용도 절차의 전문지식·실행 장벽 저하)는 010의 '위험 물질·작용제 관련 실행 가능 정보의 획득·합성 장벽 저하'에 완전 포함. 규제(CBRN 정보 통제)·완화·피해 동일. 010 대 014 사용자 결정과 무관하게 성립.
C_사용자결정,G_INT_WEAP_016,G_INT_WEAP_019,QUERY,QUERY,대량살상무기 카드(WEAP_019)가 방사능·핵무기를 완전히 포섭하는 순수 포함 관계이나 WEAP_019 포괄 카드 유지 여부가 사용자 미결정 사안이므로 정책 판단이 필요함.,"대량살상무기 포괄 카드가 방사능·핵무기 특화 카드를 완전 포함하는 상하위 관계로, 포괄 카드 존치 여부는 사용자 정책 결정이 필요한 경계 사례이다."
C_사용자결정,G_INT_WEAP_021,G_INT_WEAP_029,QUERY,KEEP,생물·화학 이중용도 역량 증대(021)와 독소 합성 등 이중용도 장벽 저하(029)는 행위·피해가 실질 중복. 다만 통합 범위가 미결정 사항(010 vs 014)의 결론에 따라 달라지는 동일 정책 클러스터 — 일괄 결정 요망.,(플래그 없음=KEEP)
C_사용자결정,G_INT_WEAP_026,G_INT_WEAP_028,KEEP,QUERY,(플래그 없음=KEEP),028은 사이버 취약점 탐지·악용(=026)과 위해 과학 실험 지침(=010/029 계열)의 복합 카드. 026과 CBRN 계열로 분할 흡수할지 이중용도 포괄 카드로 유지할지 정책 판단 필요.
C_사용자결정,G_Others_034,G_Others_059,QUERY,QUERY,059(오용+정렬 실패 경로의 장기 실존 피해 포괄)가 034(비정렬 AGI 실존적 재난)를 포함. 포괄 카드 흡수 방향(034를 059로 흡수 vs 정렬 실패 특정 기전 카드 유지) 정책 판단 필요.,059(오용 또는 정렬 실패→실존 규모 피해 장기 경로)가 034(비정렬 AGI 실존적 재난)를 포괄하는 포함 관계이며 041(인류 멸종)과도 연쇄 중복. 실존 리스크 계열(034·041·059)의 통합·계층화 정책 판단 필요.
C_사용자결정,G_Others_070,G_Others_098,QUERY,MERGE,집단별 성능 격차 부분이 실질 중복. 다만 098은 고정관념 인코딩(표상 피해) 축을 결합한 복합 카드 — 표상 축 분리 여부 포함 정책 판단 필요.,070(언어·인구 집단별 성능 격차·서비스 품질 저하)은 098의 '집단별 불균형 성능' 축에 완전 포함. 098의 고정관념 인코딩 축은 계보 합집합으로 보존하면 손실 없음.
C_사용자결정,G_SOC_POWER_002,G_SOC_POWER_020,QUERY,QUERY,002는 편향·접근 격차·노동 가치 하락·자본 및 연산 집중·독점을 망라한 복합 포괄 카드로 020(자본 편중·시장 집중·접근 격차)의 내용을 사실상 포함. 020 흡수 vs 002 분할의 정책 판단 필요.,"두 복합 카드가 '자본·연산·데이터 집중+접근 격차→사회경제적 불평등 심화'에서 대폭 중복. 002의 편향 성능 격차·노동 착취 축, 020의 시장 지배·지대 축 처리 방식을 포함한 통합·분해 정책 판단 필요."
C_사용자결정,G_SYS_MISINFO_004,G_SYS_MISINFO_013,KEEP,QUERY,(플래그 없음=KEEP),004(정보 생태계 오염·신뢰 훼손)와 013(생성·추천·증폭에 의한 인식·의사결정 왜곡)이 대규모 허위정보 확산에서 중복. 추천 시스템 증폭 축과 생태계 수준 피해 축을 분리 유지할지 통합할지 정책 판단 필요.
C_사용자결정,G_SYS_SECADV_004,G_SYS_SECADV_024,QUERY,KEEP,"024는 적대적 입력(=004 클러스터와 중복)+오염 미세조정+백도어의 다중 벡터 포괄 카드. 프롬프트 벡터 부분만 004로 흡수할지, 훈련시점 공격(발생 기전 상이)을 근거로 유지할지 정책 판단 필요.",(플래그 없음=KEEP)
C_사용자결정,G_SYS_SECADV_005,G_SYS_SECADV_024,QUERY,KEEP,캐노니컬 쌍 004 vs 024와 동일 사안(005는 1차에 004로 기흡수). 004 vs 024 결정에 따름.,(플래그 없음=KEEP)
