L3_ID,L4_ID,Title_ko,Title_en,Def_ko
G_INT_VALUE,G_INT_VALUE_004,개발자 선택 가치의 편향적 부과,Biased imposition of developer-selected values,"보편적으로 합의된 기준이 없는 상태에서 개발자가 선택한 규범적 가치와 원칙으로 AI 모델을 미세조정하여 개발자의 이념이나 세계관을 모델에 각인함으로써, 특정 인구 집단의 가치를 충분히 대표하지 못하거나 다양한 문화 규범과 변화하는 사회적 견해를 정태적·단순화된 형태로 반영하는 출력을 생성하는 리스크."
G_INT_VALUE,G_INT_VALUE_005,헌법적 AI 가치 단일문화,Constitutional AI value monoculture,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 고정된 헌법·규칙 기반 정렬 계층이 하나의 도덕적 어휘를 다원적 공적 추론의 범용 대체물로 내장하는 리스크.
G_INT_VALUE,G_INT_VALUE_006,AI에 의한 문화적·이념적 동질화,Cultural and ideological homogenisation by AI,"소수의 전 세계적으로 배포된 모델이 특정 가치와 문화를 내재하고 과대 재현한 출력을 통해 공동체 간 윤리적 판단, 이념, 문화적 표현을 균질화하여, 정당한 규범적·문화적 다양성을 축소하는 리스크."
G_INT_VALUE,G_INT_VALUE_007,데이터셋의 문화적 표집 편향,Cultural sampling bias in datasets,"AI 시스템의 훈련·평가 데이터셋이 지배적인 문화 환경을 과다 표집하고 지역의 사회적 의미를 과소대표하여, 시스템 출력이 지역·소수 문화의 가치와 맥락을 충분히 반영하지 못하고 규범적 다양성을 축소하는 리스크."
G_INT_VALUE,G_INT_VALUE_008,도덕적 추론 및 가치 정렬 실패,Deficits in moral reasoning and value alignment,AI 시스템이 도덕적으로 허용되는 행동과 허용되지 않는 행동을 적절히 구분하지 못하거나 필요한 가치가 누락되거나 인간의 가치와 정렬되지 않아 유해한 판단과 행동을 산출하는 리스크.
G_INT_VALUE,G_INT_VALUE_009,사전학습 코퍼스의 지배적 가치 편향,Dominant-value bias in pre-training corpora,AI 시스템이 사전학습 코퍼스에 과대표현된 지배적·다수 집단의 가치를 중립적 기본값으로 학습하여 소수·현지·문화·종교적 가치 체계를 과소대표하거나 대체하는 리스크.
G_INT_VALUE,G_INT_VALUE_010,주석자 편향의 중립적 인간 선호로의 고착,Entrenchment of annotator bias as neutral human preference,AI 시스템이 주석자와 피드백 작업자의 편향된 선호를 중립적 인간 선호로 학습하여 다른 가치와 관점을 배제하는 리스크.
G_INT_VALUE,G_INT_VALUE_011,소수·복수 가치의 소거와 규범적 획일화,Erasure of minority and plural values through normative homogenisation,"AI의 데이터 큐레이션, 평가, 정렬 또는 배포 과정에서 소수자와 과소대표 집단의 가치가 지배적·다수자 규범으로 축소되거나 배제되어 가치의 다양성이 소거되는 리스크."
G_INT_VALUE,G_INT_VALUE_012,배제적 규범 인코딩,Exclusionary norm encoding,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 언어에 표현된 사회적 범주와 규범을 충실히 인코딩한 언어 모델(Language Model, LM)이 그 범주 밖에 사는 집단을 배제하는 규범을 그대로 담게 되는 리스크."
G_INT_VALUE,G_INT_VALUE_013,글로벌 벤치마크 단일문화,Global benchmark monoculture,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 소수의 글로벌 벤치마크가 지역의 문화·제도적 기준을 배제한 채 성공적 정렬을 정의하는 리스크.
G_INT_VALUE,G_INT_VALUE_014,지배적 가치의 부과,Imposition of dominant values,"AI 시스템이 다수·지배 집단 또는 제도의 가치에 특권을 부여하고 소수의 선호를 잡음이나 오류로 처리하여, 대규모 배포를 통해 서로 다른 규범을 지닌 공동체의 현지 가치 체계를 대체하는 리스크."
G_INT_VALUE,G_INT_VALUE_015,지식 체계 배제,Knowledge-system marginalisation,토착·지역·종교·관행 기반 지식 체계가 모델 출력과 평가에서 배제되는 리스크.
G_INT_VALUE,G_INT_VALUE_016,기계 번역에 의한 의미·가치 왜곡,Meaning and value distortion in machine translation,"AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 기계 번역이 법률·의료·문화·저자원 언어 맥락을 포함하여 언어 간에 전달되는 의미, 규범적 효력, 공손성, 유해성, 사회적 뉘앙스를 변형시켜, 소통되는 내용과 그에 담긴 가치가 왜곡되는 리스크."
G_INT_VALUE,G_INT_VALUE_017,도덕적 다양성 압축,Moral diversity compression,다양한 도덕적 입장이 모델 친화적인 소수 범주나 평균 선호로 압축되는 리스크.
G_INT_VALUE,G_INT_VALUE_018,규범적 잠금,Normative lock-in,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 초기 설계 선택이 좁은 규범적 합의를 내장하여 배포 후 이의 제기나 수정이 어려워지는 리스크.
G_INT_VALUE,G_INT_VALUE_019,다원적 선호 집계 실패,Pluralistic preference aggregation failure,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 시스템이 상충하는 인간 선호를 단일 목표로 통합하면서 복수의 도덕적·사회적 우선순위를 잘못 표현하는 리스크.
G_INT_VALUE,G_INT_VALUE_020,AI 배포에서의 공공 가치 갈등,Public value conflicts in AI deployment,"AI 배포가 복지, 자율성, 정의, 안전·보안, 프라이버시, 공정성, 효율성, 혁신 등 공공 가치를 서로 충돌시키고 해결되지 않은 긴장을 심화시켜, 일부 가치가 숙의된 조정 없이 희생되는 리스크."
G_INT_VALUE,G_INT_VALUE_021,RLHF 규범적 과적합,RLHF normative overfitting,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 인간 피드백 기반 강화 학습이 좁은 평가자 집단에 과적합하여 논쟁적인 가치를 단일한 행동 규범으로 전환하는 리스크.
G_INT_VALUE,G_INT_VALUE_022,세속적 기본값 편향,Secular default bias,AI 시스템이 세속적 가정을 중립적 기본값으로 취급하고 종교적·영적 가치 체계를 과소대표하는 리스크.
G_INT_VALUE,G_INT_VALUE_023,지배적 가치 편향에 따른 이슬람 윤리의 과소대표,Under-representation of Islamic ethics due to dominant-value bias,AI 시스템이 학습 데이터와 설계 과정에 과대표현된 지배적 가치를 중립적 기본값으로 취급하여 이슬람 윤리 원칙·법적 추론·공동체별 도덕적 기대를 과소대표하거나 대체하는 리스크.
G_INT_VALUE,G_INT_VALUE_024,최적화에 따른 가치 이탈,Value drift under optimisation,AI 시스템 또는 AI 알고리즘의 설계·학습·배포·사용 과정에서 대리 목표를 향한 최적화로 시스템이 존중하도록 의도된 복수의 가치에서 점차 멀어지는 리스크.
G_INT_VALUE,G_INT_VALUE_025,가치 고정,Value lock-in,"가장 강력한 AI 시스템이 점점 더 소수의 이해관계자에 의해 설계되고 그들에게만 이용 가능해져, 체제가 만연한 감시와 억압적 검열로 편협한 가치를 강제할 수 있게 되는 리스크."
G_INT_VALUE,G_INT_VALUE_026,가치 고착 및 결과 동질화,Value lock-in and outcome homogenisation,"진화하는 사회적 관점을 반영해 재학습되지 않는 모델이 낡고 덜 포용적인 이해를 고착시켜 대안적 관점의 제시와 탐색을 제한하고, 동일한 기반 모델이 여러 배포자에 의해 광범위하게 사용되어 사회 전반에 편향이 동질화되고 기존 편향이 고착되는 리스크."
G_INT_VALUE,G_INT_VALUE_027,서구 규범 기본값화,Western normative defaulting,모델이 서구 자유주의·영어권·고소득 국가 규범을 정렬과 평가의 기본 기준으로 취급하는 리스크.
