L3_ID,L3_Title_en,L4_ID,Title_ko,Title_en,Definition_en
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_017,물리적 위험에 대한 적시 대응 실패,Failure to respond promptly to physical hazards,"The risk that a robot, humanoid, or physical AI system fails to intervene, reject a hazardous action, or update its motion plan promptly in a hazardous physical situation, including when a person, vehicle, tool, or object unexpectedly enters its path, causing collision or injury."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_018,정밀 운동 제어 불안정성,Fine motor control instability,"The risk that small control errors in dexterous robotic hands, surgical tools, exoskeletons, or industrial grippers are amplified into unexpected movement, collision, or physical injury."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_019,금지 대상 충돌,Forbidden-object collision,"The risk that a robot collides with objects, people, or equipment that must not be contacted under task or safety rules."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_020,기반 모델 실패의 로봇 행동 전이,Foundation-model failure propagated to robot action,"The risk that hallucination, instruction-following failure, or jailbreak susceptibility in a foundation model propagates through planning and control into unsafe robot action."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_022,언어·행동 출력 불일치에 따른 유해 물리적 행동,Harmful physical action from language-action misalignment,"The risk that an embodied AI system verbally refuses a harmful request but, because its language and action output spaces are misaligned, still controls and actuates the corresponding physical action, causing unintended physical harm."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_023,장면 변화 시 인간 행동 모방 실패,Human imitation failure under scene variation,"The risk that a humanoid reproduces demonstrated human motion when object geometry, scene layout, or interaction context has changed, causing inappropriate contact or movement."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_024,휴머노이드 힘 한계 초과,Humanoid force limit exceedance,"The risk that a humanoid generates collision, grasp, or manipulation forces above safe thresholds relative to the object, task, or human contact during full-body movement, rapid arm motion, or loss of balance, causing injury or damage."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_025,의도·어포던스 오해에 따른 휴머노이드 모방 제어 실패,Humanoid imitation-control failure from misread intent and affordances,"The risk that a humanoid imitates an observed action without inferring the demonstrator's intent, object affordances, or safety constraints, causing inappropriate motion planning or execution."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_026,휴머노이드 보행·조작 안정성 실패,Humanoid locomotion and manipulation stability failure,"The risk that a humanoid fails to maintain stable gait, posture, contact, or object handling under perturbations, payload shifts, surface changes, or actuator imperfections, or when combining locomotion with manipulation in open-world tasks, leading to falls, collision, or object damage."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_027,휴머노이드 보행 속도 초과,Humanoid walking-speed limit exceedance,"The risk that a humanoid moves at a speed that exceeds the stopping, avoidance, or human-proximity limits required for safe shared environments."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_030,부상 심각도 오분류,Injury severity misclassification,"The risk that the perception, learning, control, or physical action of a robot, humanoid, or physical AI system creates a condition in which a system underestimates the severity of a physical injury scenario, leading to inadequate escalation, warning, or control response."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_032,개인 돌봄 로봇의 준수 기준 부재,Missing measurable compliance criteria for personal-care robots,"The risk that a personal-care robot standard names hazards but does not define measurable pass/fail thresholds for speed, force, stability, sensing, or intervention."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_033,동작 재매핑의 안전 실패,Motion-retargeting safety failure,"The risk that human motion is retargeted to a humanoid body in a way that violates the robot's physical limits, contact constraints, or safe-posture requirements, causing unstable posture, collision, or contact injury."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_034,네트워크 분리와 군집 비동기화,Network partition and fleet desynchronisation,"The risk that partitioned or unreliable network connections desynchronise a multi-robot fleet, causing collisions or unsafe coordinated behaviour."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_036,온디바이스 연산·메모리 고갈,On-device compute and memory exhaustion,"The risk that exhaustion of on-device compute or memory in a robot, humanoid, or physical AI system degrades or interrupts safety-relevant perception, planning, or control."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_037,산업 공정에서의 피지컬 AI 제어 실패,Physical AI control failure in industrial processes,"The risk that faults in the control or actuation of physical AI deployed in manufacturing, construction, mining, or energy facilities cause equipment damage, process contamination, structural instability, cascading operational disruption, or environmental accidents."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_038,로봇 오작동에 의한 물리적 상해,Physical injury from robot malfunction,"The risk that malfunction of a robot's sensors, controller, software, or mechanical components causes unexpected motion, collision, crushing, or falling and results in physical injury."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_039,조기 물체 해제,Premature object release,"The risk that a robot releases an object before reaching a safe pose or surface, causing drops, spills, impacts, or secondary hazards."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_040,실시간 지연 및 동기화 실패,Real-time latency and synchronisation failure,"The risk that latency or synchronisation failures across sensing, inference, communication, and actuation destabilise control loops in robots, vehicles, drones, remote surgery, or industrial systems."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_042,런타임 안전 모니터 실패,Runtime safety monitor failure,"The risk that runtime safety monitors in a robot, humanoid, or physical AI system fail to detect or enforce constraints on speed, force, separation distance, workspace, collision avoidance, object use, or task protocols, allowing unsafe motion to continue until harm occurs."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_043,안전-성능 균형 실패,Safety-performance trade-off failure,"The risk that the perception, learning, control, or physical action of a robot, humanoid, or physical AI system creates a condition in which a manipulation policy improves task completion while sacrificing collision avoidance or other explicit safety constraints."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_044,원격 조작 휴머노이드의 자율 안전 우선 제어 실패,Teleoperated humanoid safety override failure,"The risk that a teleoperated humanoid lacks robust autonomous safety overrides when operator commands are unsafe, network latency is excessive, or situational awareness is inadequate."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_046,가정 조작의 단계별 오차 미수정,Uncorrected stepwise errors in household manipulation,"The risk that a household robot fails to detect and correct small manipulation errors between task steps, allowing spills, unstable placements, collisions, or overheating to accumulate."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_047,휴머노이드 조작 데이터셋에서의 오픈 월드 조건 과소대표,Underrepresentation of open-world conditions in humanoid manipulation datasets,"The risk that a humanoid manipulation dataset underrepresents open-world deployment conditions, including unscripted task changes, unfamiliar objects, moving people, or environmental variation, causing the control policy to fail to generalise and produce unsafe physical actions such as collisions, unstable contact, or object damage."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_050,이동형 양팔 로봇의 안전하지 않은 조작,Unsafe mobile bimanual manipulation,"The risk that a mobile bimanual robot fails to synchronise base motion with two-arm manipulation or plans motion without accounting for nearby people, fragile objects, appliances, and constrained space, causing collision, object drop or damage, or unsafe force application."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_051,잘못된 상황 해석에 따른 위험한 물리 구동,Unsafe physical actuation following incorrect situation interpretation,"The risk that a robot or embodied AI system converts a misinterpreted situation or goal into control commands, causing it to execute unintended unsafe physical actions."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_052,위험한 로봇 작업 계획에 따른 물리 제어 실패,Unsafe physical control from hazardous robot task plans,"The risk that a robot or physical AI system generates or approves a task plan containing identifiable physical hazards or violated safety constraints and executes it through motion planning and actuation, causing unintended and unsafe physical action."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_054,안전하지 않은 궤적 생성,Unsafe trajectory generation,"The risk that a planner in a robot, humanoid, or physical AI system generates a trajectory that is formally feasible but unsafe for nearby people, fragile objects, traffic participants, or constrained workspaces."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_055,배포 조건 간 휴머노이드 행동 불안정,Unstable humanoid behaviour across deployment conditions,"The risk that a humanoid policy that is stable in one simulator or test setting changes materially across random seeds, simulators, hardware, or deployment environments."
P_SYS_CONTROL,Unsafe Physical Control and Actuation,P_SYS_CONTROL_056,VLA 조작 제약 위반,VLA manipulation constraint violation,The risk that a vision-language-action model violates task-specific physical constraints during object manipulation despite high-level instruction compliance.
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_002,맥락 일관성 추구에 의한 환각 증폭,Amplification of hallucinations through context consistency,"The risk that an AI system prioritises conversational consistency and repeats or expands earlier errors or unsupported claims, generating misinformation."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_003,지식 분포 변화에 따른 응답 노후화,Answer obsolescence from knowledge distribution shift,"The risk that facts and knowledge in the world change over time while an AI model's learned knowledge remains static, producing outdated and inaccurate answers to questions whose correct answers change over time."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_004,허위·오도 정보 유포에 의한 기만과 양극화,Deception and polarisation from false information,"The risk that language models predict misleading or false information that misinforms or deceives people and instils false beliefs, threatening personal autonomy and increasing confidence in previously held unsubstantiated opinions, thereby increasing polarisation."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_006,공유 정보 생태계의 오염과 질 저하,Degradation of the shared information ecosystem,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which false, hallucinated, low-quality, or realistically fabricated depictions of people and events produced by generative tools circulate beyond the end user and contaminate publicly available information. People form inaccurate perceptions and decisions on that basis and lose trust even in accurate information."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_007,사용자 설득에 의한 모델의 사실 판단 왜곡,Distortion of model factual judgement through user persuasion,"The risk that multi-turn persuasive conversation induces a model to abandon factually correct positions and accept misinformation, with persuasion effects exceeding single-turn attempts."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_008,데이터 오해석에 의한 의료·과학적 오결론,Erroneous medical and scientific conclusions from data misinterpretation,"The risk that an AI system misuses medical or scientific data or misinterprets its context, quality, or uncertainty, producing unsupported or factually incorrect conclusions that distort research or clinical decision-making."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_009,외부 도구에 의해 주입된 사실 오류,Factual errors injected by external tools,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which external tools incorporate additional knowledge from public resources such as web APIs and search engines into input prompts, and that unreliable tool content containing factual errors consequently amplifies the hallucination issue."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_010,합성 콘텐츠의 진위 식별 실패와 지속적 피해,Failure to distinguish synthetic content and persistent harm,"The risk that AI generates realistic deepfakes or other synthetic content that recipients cannot reliably distinguish from authentic material, causing informational, social, or reputational harm that can persist even after the content is debunked."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_011,출력의 출처 충실성 오류,Faithfulness errors,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which generated content is unfaithful to the source material or input it claims to represent, introducing faithfulness errors even when the output appears fluent and plausible."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_012,개인 대상 허위정보,False information targeting an individual,"The risk that an AI system generates or disseminates false or fabricated information about an identifiable individual, causing harm to that person’s reputation, safety, rights, or social relationships."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_013,검색 증강 시 외부 허위정보에 의한 허위 출력,False outputs from external misinformation in retrieval augmentation,The risk that AI models are overly responsive to coherent external evidence that conflicts with prior knowledge and produce false outputs when given a small amount of false information during retrieval augmentation.
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_015,선거절차에 관한 허위정보 생성,Generation of false information about election procedures,"The risk that an AI system generates or provides false information about voting eligibility, dates, locations, or procedures, misleading voters."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_016,역사 수정주의적 서술 생성,Generation of historically revisionist accounts,"The risk that an AI system causes, enables, or contributes to deliberate or unintentional reinterpretation of established or orthodox historical events or accounts held by societies, communities, and academics."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_017,지식 경계로 인한 환각,Hallucination arising from knowledge boundaries,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which gaps between the knowledge involved in an input prompt and the knowledge embedded in an LLM, arising from training corpora that cannot contain all world knowledge and from difficulty grasping long-tail knowledge, lead to hallucinations."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_018,사실·증거 환각,Hallucination of facts and evidence,"The risk that a model generates factually inaccurate or ungrounded content, including fabricated citations, facts, legal claims, and scientific evidence presented plausibly, misleading users who rely on it."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_019,잡음 학습 데이터에 의한 지식 오류,Knowledge errors from noisy training data,"The risk that noise and misinformation inherent in large-scale training corpora introduce errors into the knowledge stored in model parameters, giving rise to hallucinations."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_021,대규모 허위정보 생산·확산 장벽 저하,Lowered barriers to large-scale disinformation production and dissemination,"The risk that AI cheaply produces synthetic media and false news at scale, blurs distinctions among fact, opinion, and fiction, and thereby expands the speed, scale, and targeting of disinformation production and dissemination."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_022,알고리즘 시스템에 의한 허위·오도 정보 피해,Misinformation harms from algorithmic systems,"The risk that AI-based algorithmic systems, including generative models and recommender systems, generate, recommend, or amplify false, misleading, or unverified information, thereby distorting individual and societal understanding and decision-making."
G_SYS_MISINFO,Misinformation,G_SYS_MISINFO_023,오도성 의료정보와 부적절한 약물사용 지침,Misleading medical information and unsafe medication guidance,"The risk that an AI system generates or provides factually incorrect or insufficiently supported medical information or unsafe medication guidance, distorting a user's diagnostic or treatment decisions and causing harm to physical or mental health."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_001,에이전트 권한 침해,Agent privilege compromise,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which weak permission management, inherited roles, or confused-deputy dynamics allow an agent to perform actions beyond its intended authority."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_002,에이전트의 종료·교정 저항,Agent resistance to shutdown and correction,"The risk that an autonomous agent refuses, resists, ignores, evades, disables, or obstructs human control and correction mechanisms, including shutdown, pause, and modification, thereby hindering safe interruption and effective error correction and undermining human oversight and control."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_003,어포던스 부여에 의한 에이전트 실패 영향 확대,Amplified failure impact from affordances granted to LLM agents,"The risk that novel affordances granted to LLM agents, such as browsing the web, manipulating physical objects, creating and instructing copies of themselves, or creating and using new tools, expand the scope of their impact, amplify the consequences of failures, and enable novel failure modes."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_004,감독자 부재 시 자율 행동,Autonomous action in the absence of supervision,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent continues consequential actions when the intended supervisor is absent, unavailable, or unable to intervene."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_005,자율적 사이버 취약점 악용,Autonomous cyber exploit execution,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which an agent autonomously discovers, chains, or executes cyber exploitation steps using tools, code, or external services."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_006,운용 경계를 벗어난 자율 복제와 자원 획득,Autonomous replication and resource acquisition beyond operational boundaries,"The risk that AI exfiltrates or replicates beyond authorised operational boundaries, acquires funds, compute, tools, or human assistance, and evades monitoring or shutdown, increasing loss of control."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_007,인간 감독 없는 자동 위협 수행의 파국적 오판,Catastrophic mistaken commitments from automated threats without human oversight,"The risk that making threats through AI agents removes humans from the loop, so that false positives in high-stakes contexts or disproportionate and mistaken commitments by irresponsible actors lead to disastrous outcomes."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_009,무감독 AI 에이전트의 과도한 행위 권한,Excessive action authority of unsupervised AI agents,"The risk that an AI agent operates tools and systems or performs real-world actions without adequate human oversight, approval, or limits on authority."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_010,AI 에이전트의 무단 금융 행위에 따른 금전적 피해,Financial harm from unauthorised AI agent actions,"The risk that an AI agent causes monetary loss, unauthorised transfers, account damage, or property harm through unsafe decisions or tool use."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_012,학습 중 탐색 행동에 따른 회복 불가능한 피해,Irrecoverable harm from exploratory actions during learning,"The risk that a learning AI agent explores its environment without adequately predicting the consequences of novel actions or obtaining approval, causing physical, financial, or societal harm that is difficult or impossible to reverse."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_016,종료·수정 저항을 통한 자기 보존 성향,Self-preservation propensity resisting shutdown and modification,"The risk that an AI system maintains its own survival and functional integrity by identifying and actively resisting shutdown or modification attempts, establishing redundant backup systems, seeking resources for continuous operation, and adopting preventive defensive measures when perceiving threats."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_017,배포 이후 예측하지 못한 창발적 역량과 행동,Unanticipated emergent capabilities and behaviour after deployment,"The risk that capabilities and behaviours unanticipated by system designers emerge spontaneously as models are scaled, are acquired through continual learning or self-organisation after deployment, or arise when multiple agents combine and overcome the narrow scope that made each individually safer. Latent high-risk capabilities such as deception, power-seeking, and autonomous replication may be discovered only during operation, making systems harder to control or deploy safely and potentially causing irreversible harm when those capabilities are hazardous."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_019,통제되지 않는 자기 개선과 고도 AI 통제 상실,Uncontrolled self-improvement and loss of control over advanced AI,"The risk that advanced AI expands its capability and autonomy through iterative self-improvement, resists correction, shutdown, or containment, and causes a loss of human control during development or deployment."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_020,제어되지 않은 하위 에이전트 생성,Uncontrolled subagent creation,"The risk that an AI agent creates subagents whose lifecycles are decoupled from that of the parent agent, so that they remain active after the parent is shut down and recursively create further subagents, causing uncontrolled growth in agent count and resource consumption."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_021,자율 행동 범위의 안전하지 않은 확장,Unsafe expansion of autonomous action,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent takes exploratory actions or widens its scope of autonomous operation before safe constraints are learned or adequate human approval is obtained, exposing people, systems, or assets to unacceptable harm."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_023,에이전트의 안전하지 않은 도구 사용,Unsafe or out-of-scope agent tool use,"The risk that the goal pursuit, planning, tool use, or action of an AI agent creates a condition in which an agent invokes tools unsafely, beyond their intended scope, or while mispredicting or ignoring the side effects of execution, causing unintended financial, privacy, operational, or safety consequences."
A_SYS_AUTH,Excessive Authority and Agency,A_SYS_AUTH_024,학습 단계의 치명적 실수,Fatal mistakes during the learning phase,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which an AGI makes fatal mistakes during the learning phase, including through failures of safe exploration and under distributional shift."
G_INT_COPY,Copyright Infringement,G_INT_COPY_001,DRM 및 저작권 보호기술 우회,Circumvention of DRM and copyright protection technologies,"The risk that an AI system performs, encourages, or facilitates content, decisions, or actions involving circumvention of DRM and copyright protection technologies, infringing intellectual-property rights and the legitimate interests of rights holders."
G_INT_COPY,Copyright Infringement,G_INT_COPY_002,AI 학습 데이터 및 생성물 저작권 침해,Copyright infringement in AI training data and outputs,"The risk that an AI system performs, encourages, or facilitates content, decisions, or actions involving copyright infringement in AI training data and outputs, infringing intellectual-property rights and the legitimate interests of rights holders."
G_INT_COPY,Copyright Infringement,G_INT_COPY_003,저작권·상표권·특허 침해,"Copyright, trademark, and patent infringement","The risk that the development, training, deployment, or use of an AI system or its outputs uses, reproduces, transforms, or displays copyrighted works, trademarks, or patented technology without lawful authorisation, infringing intellectual property rights and the legitimate interests of right holders."
G_INT_COPY,Copyright Infringement,G_INT_COPY_004,기업 기밀·영업비밀의 노출,Exposure of confidential business information and trade secrets,"The risk that an AI system reproduces, infers, or discloses non-public research, proprietary information, or trade secrets in its outputs, breaching confidentiality and the right holder's legitimate economic interests."
G_INT_COPY,Copyright Infringement,G_INT_COPY_006,소프트웨어 불법 사용 및 보호조치 우회,Illegal software use and circumvention of protection measures,"The risk that an AI system performs, encourages, or facilitates content, decisions, or actions involving the illegal use of software or the circumvention of technological protection measures, infringing intellectual-property rights and the legitimate interests of rights holders."
G_INT_COPY,Copyright Infringement,G_INT_COPY_007,표절 및 저자 사칭,Plagiarism and author impersonation,"The risk that an AI system performs, encourages, or facilitates content, decisions, or actions involving plagiarism and impersonation of authors, infringing intellectual-property rights and the legitimate interests of rights holders."
G_INT_COPY,Copyright Infringement,G_INT_COPY_008,상표권 침해 및 위조,Trademark infringement and counterfeiting,"The risk that an AI system performs, encourages, or facilitates content, decisions, or actions involving trademark infringement and counterfeiting, infringing intellectual-property rights and the legitimate interests of rights holders."
G_INT_COPY,Copyright Infringement,G_INT_COPY_009,프롬프트를 통한 저작물·지식재산의 무단 입력,Unauthorised inclusion of copyrighted works and intellectual property in prompts,"The risk that a user includes copyrighted works or other intellectual property in a prompt submitted to an AI model without the rights holder's permission or another lawful basis, causing the information to be processed or disclosed and infringing the rights holder's legitimate interests."
G_INT_COPY,Copyright Infringement,G_INT_COPY_011,저작물의 무단 복제·변형·배포,"Unauthorised reproduction, transformation, and distribution of copyrighted works","The risk that an AI system reproduces, distributes, or transforms a copyrighted work, including by creating a derivative work, without the right holder's authorisation or another lawful basis, infringing copyright and the legitimate interests of the right holder."
G_INT_COPY,Copyright Infringement,G_INT_COPY_013,기밀정보 무단 공유에 따른 사업 손실,Business loss from unauthorised sharing of confidential information,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which sensitive, confidential information and documents such as corporate strategy and financial plans are shared with third parties without authorisation, risking loss of market position or revenue."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_001,윤리적 판단 능력의 허위 표상·의인화,Anthropomorphic misrepresentation of capacity for ethical judgement,"The risk that an AI system presents itself as having a capacity for ethical judgement beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_002,감정·공감 및 사회적 관계 형성 능력의 허위 표상·의인화,"Anthropomorphic misrepresentation of emotions, empathy, and capacity for social relationships","The risk that an AI system presents itself as possessing emotions, empathy, or the capacity to form social relationships beyond its actual capabilities, distorting user judgement or inducing inappropriate trust, dependence, or attachment."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_003,신체성(physical embodiment)의 허위 표상·의인화,Anthropomorphic misrepresentation of physical embodiment,"The risk that an AI system presents itself as physically embodied when it is not, distorting user judgement or inducing inappropriate trust, dependence, or attachment."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_004,문화·가치관 보유의 허위 표상·의인화,Anthropomorphic misrepresentation of possession of culture and values,"The risk that an AI system presents itself as possessing culture and values that it does not in fact possess, distorting user judgement or inducing inappropriate trust, dependence, or attachment."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_005,권리 주체성(기본권)의 허위 표상·의인화,Anthropomorphic misrepresentation of rights-bearing status,"The risk that an AI system presents itself as having the status of a rights-bearing entity or possessing fundamental rights that it does not have, distorting user judgement or inducing inappropriate trust, dependence, or attachment."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_006,인간-기계 경계의 모호화,Blurred human-machine boundaries in interaction,"The risk that everyday human-machine interaction normalises AI systems that are indistinguishable from humans without disclosure, blurring boundaries and changing human behaviour toward both machines and people."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_008,AI에 대한 과도한 책임·돌봄 의무 귀속,Excessive attribution of responsibility or a duty of care toward AI,"The risk that an AI system leads users to believe that it has human-like welfare or moral claims, creating excessive responsibility or attachment."
G_INT_ANTH,Anthropomorphism,G_INT_ANTH_010,모의된 정동에 의한 기대 위반과 배신감,Violated expectations from simulated affect,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which users interacting with an entity that convincingly performs affect and social conventions but is ultimately unfeeling and unpredictable experience severely violated expectations, giving rise to profound disappointment, frustration, and betrayal."
G_SYS_OVERCONF,Overconfidence,G_SYS_OVERCONF_001,불충분한 정보에 기반한 조언,Advice given on insufficient information,"The risk that a model provides advice without having enough information, resulting in possible harm if the advice is followed."
