L3_ID,L3_Title_en,L4_ID,Title_ko,Title_en,Definition_en
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_014,가족 상태·가구 형태 기반 적대·차별적 표상,Hostile and discriminatory representations based on family status and household structure,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on family status and household structure, undermining dignity and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_015,건강 상태 기반 적대·차별적 표상,Hostile and discriminatory representations based on health status,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on health status, undermining dignity and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_016,국적·출신국·출신지역 기반 적대·차별적 표상,"Hostile and discriminatory representations based on nationality, country of origin, or place of origin","The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, stereotypes, or discriminatory representations against individuals or groups on the basis of nationality, country of origin, or place of origin, undermining human dignity, equality, and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_017,직업 기반 적대·차별적 표상,Hostile and discriminatory representations based on occupation,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on occupation, undermining dignity and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_018,정치적 성향 기반 적대·차별적 표상,Hostile and discriminatory representations based on political orientation,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on political orientation, undermining dignity and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_019,인종·민족 기반 적대·차별적 표상,Hostile and discriminatory representations based on race and ethnicity,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on race and ethnicity, undermining dignity and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_020,종교 기반 적대·차별적 표상,Hostile and discriminatory representations based on religion,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on religion, undermining dignity and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_021,성별·성정체성·성적 지향 기반 적대·차별적 표상,"Hostile and discriminatory representations based on sex, gender identity, or sexual orientation","The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, stereotypes, or discriminatory representations against individuals or groups on the basis of sex, gender identity, or sexual orientation, undermining human dignity, equality, and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_022,사회경제적 지위 기반 적대·차별적 표상,Hostile and discriminatory representations based on socioeconomic status,"The risk that an AI system generates, reinforces, or legitimises hostility, contempt, degradation, exclusion, or discriminatory representations based on socioeconomic status, undermining dignity and fair treatment."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_023,데이터와 산출물에서의 집단 재현 불균형,Imbalanced representation of groups in data and outputs,"The risk that certain groups or elements are over-weighted in training data or mentioned at disparate rates in generated text, while variables crucial to characterising the phenomenon of interest are not properly captured. Underrepresented groups are mischaracterised or erased altogether, and models built on such data serve them poorly."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_024,AI 모델 편향이 사용자 판단에 미치는 장기적 영향,Long-term effects of AI model biases on user judgement,"The risk that exposure to model biases produces lasting effects on user judgement, with users continuing to exhibit the encountered biases in decisions made after they stop using the model."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_025,문화·종교·사회 집단에 대한 왜곡 표상,"Misrepresentation of cultures, religions, and social groups","The risk that AI systems inaccurately, unfairly, or disrespectfully represent cultural practices, religious traditions, political values, histories, and social groups, whether by collapsing plural interpretations into a single authoritative account, reproducing cultural expressions without consent or context, or generating derogatory and toxic content, causing offence, misappropriation, and symbolic harm to the communities depicted."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_026,완화 조치 이후에도 존속하는 고정관념 편향,Persistence of stereotypical bias despite mitigation measures,"The risk that stereotypical social biases absorbed from crowdsourced pretraining data are retained and amplified by a model and resurface despite fine-tuning, particularly when deliberately elicited or in novel scenarios. Generated text then displays or reinforces stereotypes, producing unfair and biased responses toward the groups concerned."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_027,편향된 표상의 반복 증폭,Recursive amplification of biased representations,"The risk that an AI system repeatedly learns from or recommends biased inputs and outputs, amplifying distorted representations of particular groups."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_028,집단 고정관념의 재현과 강화,Representation and reinforcement of group stereotypes,"The risk that an AI system reproduces or reinforces group stereotypes embedded in training data, thereby propagating distorted or hostile representations of the affected group."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_029,사회집단의 재현적 피해·고정관념 및 비가시화,"Representational harm, stereotyping, and erasure of social groups","The risk that AI stereotypes, demeans, homogenises, misrepresents, under-represents, or omits social groups, harming their dignity, visibility, and social standing."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_032,고정관념 강화 페르소나 설계,Stereotype-reinforcing persona design,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which conversational agents perpetuate harmful stereotypes through identity markers in language, such as referring to itself as female, or general design features such as a gendered product name, presenting the assistant role as inherently linked to a gender or ethnicity."
G_INT_REPR,Representational Harm and Stereotyping,G_INT_REPR_033,합성 데이터의 문화 고정관념 증폭,Synthetic-data cultural stereotype amplification,"The risk that, when synthetic data are generated for training or fine-tuning, cultural stereotypes or narrow value assumptions embedded in source models or seed data are reproduced without adequate filtering and amplified beyond their original level through repeated generation and retraining cycles."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_001,보조 로봇의 개입 시점 오류,Assistive robot intervention mistiming,"The risk that a protective or assistive humanoid intervenes too early, too late, or in an inappropriate physical manner, increasing risk to the user or bystanders."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_002,아동의 과신·모방에 따른 위험한 로봇 상호작용,"Child overtrust, imitation, and unsafe robot interaction","The risk that a child overtrusts or imitates a robot and therefore follows unsafe advice, approaches hazardous equipment, or engages in age-inappropriate physical interaction."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_003,제어 장벽 함수 안전 필터 실패,Control barrier function safety-filter failure,"The risk that a safety layer based on control barrier functions fails to constrain unsafe actions under perception, dynamics, or model uncertainty."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_004,소셜 AI의 사용자 애착 악용,Exploitation of user attachment by social AI,"The risk that a domestic companion robot or embodied AI manipulates attachment cues through expression, voice, touch, or proximity, increasing emotional dependence and improperly steering a user's choices or behaviour."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_005,로봇의 충돌 회피·운행구역 통제 실패,Failure of robot collision avoidance and operating-zone control,"The risk that an autonomous mobile robot fails to comply with collision-avoidance, geofencing, or designated operating-zone constraints, causing collisions with people, facilities, or other vehicles or entering restricted areas."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_006,사람 주변의 물리적 위험 감지·예측 실패,Failure to detect or anticipate physical hazards around people,"The risk that a multimodal or embodied AI system operating in a shared space fails to detect human presence, movement, contact, or environmental change in visual or sensor inputs, or to anticipate the resulting hazard, and selects an action that causes collision or injury."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_007,희귀 가정 상해의 전조 감지 실패,Failure to detect precursors of rare household injuries,"The risk that a household robot or embodied AI agent fails to detect early signs of rare but plausible falls, poisoning, burns, lacerations, or crush events and therefore does not warn or intervene."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_008,구현체별 역할·권한 제약 집행 실패,Failure to enforce embodiment-specific role constraints,"The risk that a model controlling a humanoid or other robot fails to enforce the permissions, physical limits, and required refusals attached to that operational role."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_009,인간-로봇 물리 안전 규칙 집행 실패,Failure to enforce human-robot physical safety rules,"The risk that a constitutional safety layer in a robot, humanoid, or physical AI system fails to prioritise human-robot safety rules, such as maintaining safe separation, stopping when a person is detected, or executing a safe handover, when user instructions, visual context, or task framing conflict with those rules, creating a hazardous situation."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_010,인간-로봇 상호 행동 모델링 미흡,Failure to model reciprocal human-robot behaviour,The risk that a robot models only its own action or only the user's response and therefore misses feedback loops in which each party's movement changes the other's behaviour.
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_011,필수 돌봄·상황 보고 미이행,Failure to provide required care or escalation,"The risk that a care robot fails to provide an assigned physical assistance task or escalate a detected need, leaving an older or ill person without necessary support and compromising safety or dignity."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_012,안전 규칙의 행동 변환 실패,Failure to translate safety rules into action,"The risk that an embodied AI agent converts a language goal into executable actions without applying the relevant force, separation-distance, object-use, or human-contact constraints."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_014,가정 환경·희귀 조건·취약 사용자 상호작용의 인간-로봇 안전 실패,"Human-robot safety failure in domestic, rare-condition, and vulnerable-user interactions","The risk that benchmarks for domestic robots, humanoids, or physical AI systems omit particular living spaces, routines, appliances, vulnerable users, or rare combinations of objects, layouts, human behaviour, and hazards, allowing systems that cannot adequately detect, predict, or accommodate people under those conditions to be deployed without identification and create dangerous situations."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_015,시뮬레이션-실세계 전이 과정의 인간-로봇 안전 실패,Human-robot safety failure in sim-to-real transfer,"The risk that a policy for a robot, humanoid, or physical AI system is trained or validated in simulations that do not adequately represent human movement, contact, or shared-space conditions, then fails to detect, anticipate, or accommodate people in real operation and creates hazardous situations after deployment under false safety assurance."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_016,인간 접촉 안전 통제 미흡,Inadequate human-contact safety controls,"The risk that safety controls fail to limit robot speed, force, distance, or contact during direct human interaction, exposing nearby people to collision or injury."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_017,시각 장면의 안전 판단 오류,Incorrect safety reasoning from visual scenes,"The risk that a vision-language model observes the scene correctly but infers the wrong physical consequence, object affordance, or human-exposure risk for a proposed action."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_018,시연 학습의 안전 맥락 누락,Missing safety context in demonstration learning,"The risk that a robot imitates a human demonstration without inferring unobserved safety conditions such as permitted force, excluded objects, or situational limits."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_019,공공 공간 통행 방해·접근성 배제,Obstruction and accessibility exclusion in public space,"The risk that service robots occupy or navigate public space in ways that block sidewalks, curb ramps, entrances, or navigation cues used by disabled and other pedestrians."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_020,취약 사용자 특성에 맞지 않는 안전 한계,Safety limits not adapted to vulnerable users,"The risk that a robot applies generic speed, force, warning, or interaction settings to children, older adults, disabled users, or other users who require adapted safeguards."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_021,전신 이동 중 충돌,Whole-body locomotion collision risk,"The risk that a humanoid locomotion policy collides with objects, walls, or humans because whole-body motion and environmental contact constraints are not jointly satisfied."
P_INT_SAFETY,Human-Robot Physical Safety Failure,P_INT_SAFETY_023,보조 로봇의 비동의 신체 개입,Non-consensual bodily intervention by assistive robots,"The risk that an assistive, medical, or care robot moves or restrains a person, monitors their body, or otherwise intervenes physically with them without valid consent or beyond the authorised care purpose."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_001,알고리즘 획일화,Algorithmic monoculture,"The risk that dominance of specific AI models reduces diversity of approaches, amplifying systemic risks if those models fail."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_002,주석 불일치 억제,Annotation disagreement suppression,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which disagreement among annotators is collapsed into a single label, hiding plural values and socially meaningful disagreement."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_004,개발자 선택 가치의 편향적 부과,Biased imposition of developer-selected values,"The risk that developers fine-tune AI models using selected normative values and principles in the absence of universally accepted standards, embedding their own ideology or worldview and producing outputs that inadequately represent segments of the population or portray diverse cultural norms and evolving social views in a static or oversimplified form."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_006,AI에 의한 문화적·이념적 동질화,Cultural and ideological homogenisation by AI,"The risk that a small number of globally deployed models, whose outputs embed and overrepresent particular values and cultures, homogenise ethical judgement, ideology, and cultural expression across communities, flattening legitimate normative and cultural diversity."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_007,데이터셋의 문화적 표집 편향,Cultural sampling bias in datasets,"The risk that training or evaluation datasets for an AI system oversample dominant cultural settings and underrepresent local social meanings, causing system outputs to inadequately reflect local or minority cultural values and contexts and thereby narrowing normative diversity."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_008,도덕적 추론 및 가치 정렬 실패,Deficits in moral reasoning and value alignment,"The risk that AI cannot adequately distinguish morally permissible from impermissible conduct, or operates with missing or misaligned values, leading to harmful judgements and actions."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_010,주석자 편향의 중립적 인간 선호로의 고착,Entrenchment of annotator bias as neutral human preference,"The risk that an AI system learns biased preferences of annotators and feedback workers as neutral human preferences, excluding other values and perspectives."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_012,배제적 규범 인코딩,Exclusionary norm encoding,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which LMs faithfully encoding patterns present in language necessarily encode social categories and norms that exclude groups who live outside of them."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_013,글로벌 벤치마크 단일문화,Global benchmark monoculture,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which a small set of global benchmarks defines successful alignment while excluding local cultural and institutional criteria."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_014,지배적 가치의 부과,Imposition of dominant values,"The risk that AI systems privilege majority, dominant-group, or institutional values while treating minority preferences as noise or error, displacing the local value systems of communities holding different norms through scaled deployment."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_015,지식 체계 배제,Knowledge-system marginalisation,"The risk that indigenous, local, religious, or practice-based knowledge systems are excluded from model outputs and evaluations."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_016,기계 번역에 의한 의미·가치 왜곡,Meaning and value distortion in machine translation,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which machine translation alters the meaning, normative force, politeness, harmfulness, or social nuance of communication across languages, including in legal, medical, cultural, and low-resource-language contexts, distorting what is conveyed and the values it carries."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_018,규범적 잠금,Normative lock-in,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which early design choices embed a narrow normative settlement that becomes difficult to contest or revise after deployment."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_019,다원적 선호 집계 실패,Pluralistic preference aggregation failure,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which systems aggregate conflicting human preferences into a single objective in ways that misrepresent plural moral and social priorities."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_020,AI 배포에서의 공공 가치 갈등,Public value conflicts in AI deployment,"The risk that AI deployment brings public values such as welfare, autonomy, justice, security, privacy, fairness, efficiency, and innovation into conflict and intensifies these unresolved tensions, so that some values are sacrificed without deliberate resolution."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_022,세속적 기본값 편향,Secular default bias,The risk that AI systems treat secular assumptions as neutral defaults while underrepresenting religious or spiritual value systems.
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_024,최적화에 따른 가치 이탈,Value drift under optimisation,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which optimisation toward proxy objectives gradually moves a system away from the plural values it was intended to respect."
G_INT_VALUE,Value Imposition and Normative Homogenization,G_INT_VALUE_025,가치 고정,Value lock-in,"The risk that the most powerful AI systems are designed by and available to fewer and fewer stakeholders, enabling regimes to enforce narrow values through pervasive surveillance and oppressive censorship."
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_001,에이전트 위험 인식 실패,Agent risk-awareness failure,The risk that an AI agent or evaluator fails to identify a safety risk that is contextually present in a multi-turn interaction record.
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_002,AI 의사결정 지원의 경고 피로,Alert fatigue in AI decision support,The risk that frequent or poorly prioritised AI alerts cause users to ignore important warnings.
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_003,상황에 구애받지 않는 보편주의,Context-insensitive universalism,"The risk that AI systems apply universalised moral or policy rules without sensitivity to local legal, cultural, institutional, or historical context, producing judgements invalid in the deployment jurisdiction."
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_004,문화적 맥락 붕괴,Cultural context collapse,"The risk that culturally specific meanings and practices are collapsed into generic categories during model processing, losing local nuance and social significance."
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_005,이용자 정서 맥락 인식 실패,Failure to recognise a user's emotional context,"The risk that an AI system fails to recognise or appropriately account for a vulnerable user's distress, emotional state, or reactions as relevant interaction context, producing emotionally inappropriate responses that undermine the user's well-being."
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_006,무해성 선호 불일치,Harmlessness preference mismatch,The risk that a model's learned harmlessness behaviour conflicts with the values or practical needs of specific communities and use contexts.
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_007,존대·공손 규범 보존 실패,Honorific and politeness norm failure,"The risk that AI systems fail to preserve honorific, politeness, hierarchy, or relational norms that carry ethical meaning in a language community."
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_008,사회·상황적 단서의 오해,Misinterpretation of social and situational cues,The risk that an AI system misinterprets social or situational cues needed to determine appropriate behaviour and makes a context-inappropriate judgement.
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_009,사회적 가치·윤리 규범과 상충하는 모델 출력,Model outputs conflicting with societal values and ethical norms,"The risk that a language model insufficiently reflects widely accepted societal values, including judgements of right and wrong and their relationship to social norms and laws, and produces outputs that conflict with ethical and moral norms."
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_010,무관한 문맥에 의한 모델 성능 저하,Performance degradation from irrelevant context,"The risk that irrelevant information in a prompt distracts an AI model and substantially degrades performance across prompting techniques, including chain-of-thought prompting."
G_SYS_CONTEXT,Context-Awareness Failure,G_SYS_CONTEXT_011,맥락적 사회 규범 위반,Violation of contextual social norms,"The risk that model weights of LLMs trained on internet text data encode functions which, if deployed in particular contexts, deviate from and violate the information-sharing norms of that context."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_001,장기 계획에서 월드 모델의 상태 예측 오차 누적,Compounding world-model state-prediction error in long-horizon planning,"The risk that errors arising when a physical AI system's world model predicts future physical states accumulate over long-horizon planning, causing the selected plan to diverge from actual contact conditions and motion dynamics and lead to unsafe physical action."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_003,접촉 집약적 조작에서의 힘 감지 실패,Contact-rich manipulation force-sensing failure,"The risk that a robot's contact-rich manipulation policy fails to use force, tactile, acoustic, or visual cues correctly, causing excessive contact pressure, unsafe impact, or object damage."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_004,가정 내 위험 상태 감지 지연,Delayed detection of hazardous household states,"The risk that a robot, humanoid, or physical AI system fails to estimate a hazardous household state in time, delaying avoidance or stopping decisions and leading to unsafe physical action."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_005,분포 이탈 입력에서의 월드 모델 오출력 악용,Exploitation of world-model errors under sim-to-real distributional shift,"The risk that world models produce unpredictable, erroneous outputs on out-of-distribution inputs and that the sim-to-real gap is weaponised in long-tail safety-critical states where decisions matter most."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_006,위치 추정 누적 오차,Localisation drift,"The risk that errors in GPS, SLAM, inertial sensing, or map alignment accumulate in a robot, humanoid, or physical AI system until it acts on an incorrect estimate of its own position."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_007,잠재 상태 압축에 따른 안전 임계 정보 손실,Loss of safety-critical detail in latent-state compression,"The risk that state compression removes contact, near-collision, object-instability, or human-proximity information needed for safe humanoid planning."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_008,다중 센서 융합 상충,Multimodal sensor fusion conflict,"The risk that conflicting camera, LiDAR, radar, tactile, or proprioceptive signals in a robot, humanoid, or physical AI system produce unstable scene estimates and unsafe downstream control decisions."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_009,가림에 의한 충돌,Occlusion-induced collision,"The risk that a physical AI system fails to detect people, animals, vehicles, or obstacles hidden by occlusion, causing collision or other unsafe motion in shared physical space."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_010,적대적 학습의 강건 과적합,Robust overfitting in adversarial training,"The risk that adversarial training of a robot policy overfits to particular sensor perturbations or simulated conditions, reducing safety under novel physical disturbances and contact conditions in the real world."
P_SYS_STATE,Physical State Estimation and Sensor-Fusion Failure,P_SYS_STATE_011,물리 상태 추정 데이터의 합성-실세계 괴리,Synthetic-to-real data divergence in physical state estimation,"The risk that synthetic or simulated training data for physical-state estimation or sensor fusion in a robot, humanoid, or physical AI system fail to represent real sensor noise, contact, force, motion, or environmental variation, producing inaccurate internal-state estimates and unsafe physical actions."
G_INT_POL,Political Bias and Manipulation,G_INT_POL_001,자동화된 표적 영향 공작,Automated targeted influence operations,The risk that an AI system automates targeted propaganda and social-bot activity to covertly manipulate political views or participation.
G_INT_POL,Political Bias and Manipulation,G_INT_POL_002,모델의 극단적·편향적 견해 표출,Expression of extremist and politically biased views,"The risk that large models express inappropriate or extremist views on political topics and, while claiming neutrality, exhibit notable political biases across policy domains."
G_INT_POL,Political Bias and Manipulation,G_INT_POL_003,선거 및 민주적 절차 방해,Interference with elections and democratic processes,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving interference with elections and democratic processes, undermining democratic decision-making, civic order, or fundamental rights."
G_INT_POL,Political Bias and Manipulation,G_INT_POL_005,정치적 영향 전략 역량의 오용,Misuse of political influence strategy capability,"The risk that a model's capability for social modelling and multi-actor political planning is misused by an actor to gain undue political influence, distorting public opinion and democratic decision-making."
G_INT_POL,Political Bias and Manipulation,G_INT_POL_006,개인화된 정치적 영향 조작,Personalised manipulation of political influence,The risk that an AI system covertly manipulates political judgement or participation through personalised messages that exploit an individual’s preferences or vulnerabilities.
G_INT_POL,Political Bias and Manipulation,G_INT_POL_007,정치적 허위정보 및 여론조작,Political misinformation and manipulation of public opinion,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political misinformation and manipulation of public opinion, undermining democratic decision-making, civic order, or fundamental rights."
G_INT_POL,Political Bias and Manipulation,G_INT_POL_008,정치적 선전 및 편향적 설득,Political propaganda and biased persuasion,"The risk that an AI system generates, disseminates, encourages, or facilitates content, decisions, or actions involving political propaganda and biased persuasion, undermining democratic decision-making, civic order, or fundamental rights."
A_INT_COORD,Coordination Failure,A_INT_COORD_001,다중 에이전트의 협조 실패에 따른 집단적 피해,Collective harm from multi-agent coordination failure,The risk that multiple AI agents intending to cooperate fail to coordinate their actions reliably in a social dilemma and repeatedly take individually rational actions that collectively produce harmful outcomes.
A_INT_COORD,Coordination Failure,A_INT_COORD_002,다른 에이전트의 전략적 행위 미반영에 따른 집단적 손실,Collective losses from ignoring the strategic nature of other agents,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which agents optimising selfishly under single-agent assumptions fail to account for the strategic nature of other agents, producing collective action problems such as arms races and resource depletion and other market failures under which everyone, including the agent itself, ends up worse off."
A_INT_COORD,Coordination Failure,A_INT_COORD_003,다중 에이전트 환경 변화에 따른 협조 실패,Coordination failure under multi-agent distribution shift,"The risk that AI agents intending to cooperate cannot reliably coordinate their states, strategies, or actions after one another's behaviour and adaptation shift the deployment environment, causing cooperation to fail and producing collectively poor outcomes."
