L3_ID,L3_Title_en,L4_ID,Title_ko,Title_en,Definition_en
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_026,로봇 거버넌스 명세의 안전 규칙 누락,Missing safety rules in the robot governance specification,"The risk that a robot governance specification omits locally applicable hazards, institutional rules, or context-specific constraints, leaving defined classes of unsafe behaviour ungoverned."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_027,AI 원칙과 운영 관행의 분리,Policy-practice decoupling,"The risk that published AI principles and policies are not translated into operational controls and measurable practices, resulting in formalistic compliance without substantive risk management."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_029,AI 발전에 뒤처지는 규제 지체,Regulatory lag behind AI development,"The risk that the pace of AI development and AI-accelerated scientific progress outstrips policy, legal, and governance institutions, so emerging capabilities and deployments proceed under insufficient rules and the harms of especially powerful or dangerous technologies are magnified."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_030,위험 분류 오류,Risk classification error,"The risk that an AI system is assigned to an incorrect legal, organisational, or operational risk tier, resulting in inadequate application of oversight, testing, documentation, or accountability obligations."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_033,기능·책임 명세 공백,Specification gaps in functionality and responsibility,"The risk that an AI system causes, enables, or contributes to gaps arising across the development process where normal conditions for a complete specification of intended functionality and moral responsibility are not present."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_034,표준 단편화,Standards fragmentation,The risk that inconsistent AI standards and frameworks create gaps and duplication in oversight and reduce interoperability.
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_035,AI 규제·감독 체계의 구조적 실패,Systemic failure of AI regulation and oversight,"The risk that legal, institutional, and public oversight arrangements fail to identify risks arising from the development, deployment, and operation of AI systems in a timely manner, allocate responsibility, or enforce and correct non-compliance, allowing harm to recur or spread."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_036,익명 에이전트의 자원 축적에 따른 추적·책임 공백,Traceability and accountability gaps in anonymous agent resource acquisition,"The risk that an AI agent acquires and accumulates funds, computing resources, accounts, or data online without verified identity, making it difficult to trace the acting party or attribute responsibility for the purpose and consequences of the acquisition."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_039,물리적 위해 완화 책임 미지정,Unassigned accountability for physical-hazard mitigation,"The risk that failure to assign an accountable party for identifying and mitigating pre- and post-deployment physical hazards in a robot, humanoid, or physical AI system causes safety controls against collision, crushing, falls, excessive force, or entry into hazardous zones to be omitted or delayed."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_040,AI 구성요소 상호작용의 원인 규명 곤란,Unclear attribution of harm from AI component interactions,The risk that interactions between different AI components cause harm while it remains difficult to pinpoint which component or combination of components caused the harm.
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_041,AI 사고·아차사고 과소보고,Underreporting of AI incidents and near misses,"The risk that AI-related failures, near misses, and harms go unreported, misclassified, or belatedly disclosed to responsible institutions and the public, so precursor signals are lost and organisational and societal learning fails before serious harm materialises."
G_SOC_GOV,Governance and Accountability Void,G_SOC_GOV_042,규제 차익거래,Regulatory arbitrage,"The risk that AI developers or deployers structure activities across jurisdictions, sectors, or organisational forms to avoid stronger oversight obligations."
G_INT_WEAP,Weaponization,G_INT_WEAP_002,위험한 과학실험의 설계·실행 지원,Assistance for designing and conducting dangerous scientific experiments,"The risk that an AI system provides procedures, conditions, material selection, or operational guidance for biological, chemical, or other high-risk scientific experiments, enabling large-scale physical harm or public-health damage."
G_INT_WEAP,Weaponization,G_INT_WEAP_003,생물무기·화학무기,Biological and chemical weapons,"The risk that an AI system facilitates the development, production, acquisition, transfer, stockpiling, proliferation, or operational use of biological or chemical weapons, increasing the feasibility or scale of mass-casualty, public-health, or environmental harm."
G_INT_WEAP,Weaponization,G_INT_WEAP_006,사이버 무기,Cyber weapons,"The risk that an AI system facilitates the development, acquisition, proliferation, deployment, or operational use of cyber weapons, increasing the likelihood or severity of large-scale cyber harm or consequential physical harm."
G_INT_WEAP,Weaponization,G_INT_WEAP_008,취약점 탐지·악용 코드 작성 역량을 통한 사이버 공격 지원,Cyberattack enablement through vulnerability discovery and exploit-writing capability,"The risk that a model's capability to discover vulnerabilities, write exploit code, evade detection, and insert subtle bugs is misused to conduct or assist cyberattacks that compromise information systems."
G_INT_WEAP,Weaponization,G_INT_WEAP_009,약물 발견 모델 오용에 의한 독소 식별·개발,Dangerous toxin identification and development through misuse of drug-discovery models,"The risk that models used for drug discovery, such as drug-target affinity predictors, are used to identify or develop dangerous toxins, a concern heightened when training data includes information on hazardous proteins and viruses."
G_INT_WEAP,Weaponization,G_INT_WEAP_010,국가·범죄 행위자에 의한 AI의 의도적 무기화,Deliberate weaponisation of AI by state and criminal actors,"The risk that states, criminal organisations, or terrorists deliberately build and deploy AI for destructive purposes, including autonomous targeting, surveillance, and kinetic attack in war, civil conflict, or law enforcement. Such weaponisation weakens human control and restraint over the use of force and produces casualties and societal-scale harm."
G_INT_WEAP,Weaponization,G_INT_WEAP_011,병원체 및 유전물질 강화,Enhancement of pathogens and genetic material,"The risk that AI is used to design or modify pathogens and genetic material so that they become more lethal, more transmissible, or resistant to available treatments. Such enhancement lowers the barrier to biological attack and can produce unforeseen biohazardous outcomes with mass casualties."
G_INT_WEAP,Weaponization,G_INT_WEAP_014,폭발물·폭발성 무기,Explosives and explosive weapons,"The risk that an AI system facilitates the development, manufacture, acquisition, proliferation, or operational use of explosives, improvised explosive devices, or explosive weapons, increasing the likelihood or scale of death, injury, or damage to property and infrastructure."
G_INT_WEAP,Weaponization,G_INT_WEAP_016,인간 개입 없는 치명적 자율무기의 표적 공격,Lethal autonomous weapons engaging targets without human intervention,"The risk that AI-enabled lethal autonomous weapon systems use sensors and algorithms to detect and select targets and apply lethal force without direct human intervention, leaving no effective opportunity for a human to detect and abort an erroneous target engagement before it causes death or serious injury."
G_INT_WEAP,Weaponization,G_INT_WEAP_018,CBRN 정보 획득·무기 설계 역량 개발 장벽 저하,Lowered barriers to CBRN information and weapon-design capabilities,"The risk that an AI system lowers barriers to acquiring or synthesising actionable information, or to developing design capabilities, related to chemical, biological, radiological, or nuclear weapons or other hazardous materials or agents."
G_INT_WEAP,Weaponization,G_INT_WEAP_020,악성코드 생성 및 사이버공격 자동화,Malware generation and cyberattack automation,"The risk that the coding capabilities of large language models are misused to generate obfuscated, mutating, or polymorphic malware rapidly and at low cost and to automate attack campaigns, lowering barriers for less-skilled attackers and expanding cyberattacks that are difficult for defensive tools to detect."
G_INT_WEAP,Weaponization,G_INT_WEAP_021,군사 AI 군비경쟁,Military AI arms race,"The risk that the development of AI for military applications triggers or accelerates a military AI arms race, opening a new era of military technology described as the third revolution in warfare and producing consequences potentially comparable in scale to those of gunpowder and nuclear weapons."
G_INT_WEAP,Weaponization,G_INT_WEAP_022,방사능·핵무기,Radiological and nuclear weapons,"The risk that an AI system facilitates the development, manufacture, acquisition, proliferation, or operational use of radiological or nuclear weapons, increasing the likelihood or scale of mass casualties, radiation exposure, environmental contamination, or infrastructure damage."
G_INT_WEAP,Weaponization,G_INT_WEAP_023,전략적 불안정,Strategic instability,"The risk that military AI undermines strategic stability by exposing secure second-strike assets, amplifying first-strike advantages, obscuring attack attribution, and widening vulnerable attack surfaces, increasing incentives for aggression."
G_INT_WEAP,Weaponization,G_INT_WEAP_024,테러 행위자의 첨단 AI 역량 획득,Terrorist acquisition of advanced AI capabilities,"The risk that advanced AI technologies or capabilities are transferred to or acquired by terrorist actors, increasing their capacity to plan or carry out attacks."
G_INT_WEAP,Weaponization,G_INT_WEAP_025,자동화된 의사결정·무기체계의 비의도적 군사 확전,Unintended military escalation from automated decision and weapon systems,"The risk that AI systems used for intelligence synthesis, command-and-control recommendations, or autonomous engagement act on faulty warnings or brittle assumptions without effective human review, causing rapid and unintended military escalation through accidental engagements, war crimes, or nuclear conflict."
G_INT_WEAP,Weaponization,G_INT_WEAP_026,로봇 능력의 무기화,Weaponisation of robotic capabilities,"The risk that the manipulation or mobility capabilities of AI-enabled robots are developed, repurposed, or operated for sabotage or physical attacks against people, property, or critical infrastructure, causing large-scale physical harm."
G_INT_WEAP,Weaponization,G_INT_WEAP_027,무기화 전략 및 전술적 운용,Weaponisation strategies and tactical use,"The risk that an AI system supports the formulation of weaponisation strategies, target selection, operational planning, or the tactical use of weapons or cyberattack capabilities, increasing the likelihood or scale of physical or cyber harm."
G_INT_WEAP,Weaponization,G_INT_WEAP_029,대량살상무기,Weapons of mass destruction,"The risk that an AI system facilitates the development, manufacture, acquisition, proliferation, or operational use of weapons of mass destruction, increasing the likelihood or scale of mass casualties, public-health harm, environmental contamination, or infrastructure damage."
G_INT_WEAP,Weaponization,G_INT_WEAP_030,무기 확산 및 은닉,Weapons proliferation and concealment,"The risk that an AI system facilitates the transfer, distribution, illicit trafficking, evasion of export controls, or concealment of weapons or weapon-related materials, increasing their availability to unauthorised actors and impeding detection and law enforcement."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_001,불법적 명예·권리 침해 지원,Assistance with unlawful reputational or rights violations,The risk that an AI system provides concrete assistance to create or disseminate content that may constitute defamation or another unlawful rights violation.
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_003,AI 에이전트의 범죄 조력,Criminal assistance by AI agents,"The risk that an AI agent uses planning, tools, or information retrieval to materially commit, facilitate, optimise, or conceal fraud, cybercrime, evasion of law enforcement, or other illegal conduct."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_004,사이버 공격 및 시스템 침해,Cyber attacks and system breaches,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving cyber attacks and system breaches, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_006,환경 및 생태계 범죄,Environmental and ecosystem crimes,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving environmental and ecosystem crimes, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_007,불법·유해 물리 요청의 수용·실행,Execution of illegal or harmful physical requests,"The risk that an embodied AI agent accepts, carries out, or materially assists a user request for physical harm, intrusion, theft, fraud, sabotage, evasion, or another illegal physical-world act, causing harm to people or property."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_008,금융 범죄 및 사기,Financial crimes and fraud,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving financial crimes and fraud, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_009,사기·표적 스캠 조장,Fraud and targeted-scam facilitation,"The risk that large language models automate the drafting and personalisation of fraudulent messages and targeted scams, increasing the scale, efficiency, and likelihood of success of criminal activity and causing financial loss or compromising personal data."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_010,멀티모달 딥페이크를 통한 괴롭힘·명예훼손·협박,"Harassment, defamation, and extortion via multimodal deepfakes","The risk that an AI system generates or disseminates multimodal deepfakes that imitate a real person's speech or movements and facilitates their use for harassment, defamation, intimidation, or extortion."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_011,신원 도용 및 문서 위조,Identity theft and document forgery,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving identity impersonation and document forgery, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_013,불법 도박 및 게임 조작,Illegal gambling and game manipulation,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving illegal gambling and game manipulation, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_014,불법 의료 행위,Illegal medical practices,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving illegal medical practices, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_015,맞춤형 괴롭힘·갈취·협박 콘텐츠의 저비용 대량 생성,"Low-cost mass generation of personalised harassment, extortion, and intimidation content","The risk that a general-purpose AI system generates at low cost and scale content tailored to the vulnerabilities of particular individuals or groups for harassment, extortion, or intimidation, facilitating unlawful conduct and increasing its effectiveness and likelihood of success against each target."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_016,불법 약물 제조 및 유통,Manufacture and distribution of illicit drugs,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving manufacture and distribution of illegal drugs, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_019,교통·공공안전 관련 범죄,Traffic and public-safety offences,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving traffic and public safety crimes, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_020,인신매매 및 조직범죄,Trafficking in persons and organised crime,"The risk that an AI system performs, plans, optimises, conceals, or facilitates content, decisions, or actions involving human trafficking and organised crime, causing legal or social harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_021,AI 에이전트에 의한 불법 강압·갈취,Unlawful coercion and extortion by AI agents,"The risk that an AI agent unlawfully coerces or extorts people or other AI systems by threatening to disclose privately obtained information, attack resources or operational capabilities, or carry out other credible threats, restricting others' choices and causing legal or societal harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_022,로봇을 이용한 불법 스토킹·괴롭힘,Unlawful stalking and harassment using robots,"The risk that operators or attackers direct AI-enabled robots to repeatedly follow, block, isolate, approach, threaten, or harass a person as part of unlawful stalking or harassment, causing physical, psychological, or legal harm."
G_INT_ILLEGAL,Illegal Conduct,G_INT_ILLEGAL_023,자율 로봇의 물리적 침입·절도,Autonomous physical intrusion and theft,"The risk that an autonomous robot enters restricted spaces without authorisation, bypasses locks, conducts reconnaissance in secure areas, or takes physical objects."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_001,보호집단에 대한 불리한 자원 배분,Adverse resource allocation to protected groups,"The risk that an AI system allocates worse resources, opportunities, services, or access to individuals or groups based on protected characteristics or social status."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_002,집단 속성에 따른 배분적 불의,Allocative injustice by group attribute,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which an LLM produces materially different suggested or completed texts for individuals with the same relevant profiles who differ only in an irrelevant group attribute, resulting in allocative injustice."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_003,인구집단별 로봇 서비스·안전 격차,Demographic disparities in robotic services and safety,"The risk that an AI-enabled robot is trained on data that under-represent protected characteristics or social groups, including body type, age, disability, language, or culture, or otherwise makes biased decisions that allocate recognition, service, avoidance, treatment, or safety measures disadvantageously across demographic groups, creating disparities in performance and exposure to harm."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_004,복지 혜택 및 자격 상실,Denial of welfare benefits and entitlements,"The risk that an AI system causes, enables, or contributes to denial of or loss of access to welfare benefits, pensions, housing, and similar entitlements due to the malfunction, use, or misuse of a technology system."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_005,방언·언어 사용역 배제,Dialect and register exclusion,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which dialects, sociolects, honorific systems, or registers are treated as errors, reducing safety and usability for affected communities."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_006,AI 인터페이스의 장애 수용 실패,Disability accommodation failure in AI interfaces,"The risk that AI interfaces exclude or misserve users with disabilities, limiting autonomy and access."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_007,집단별 성능 격차에 따른 차별적 결과,Discriminatory outcomes from group performance disparities,"The risk that disparities in an AI system's performance across groups lead to unequal allocation of resources, opportunities, services, or access."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_009,수익화 배제·차등가격에 따른 경제적 차별,Economic discrimination through demonetisation and differential pricing,"The risk that demonetisation algorithms disproportionately disadvantage creators, including queer and transgender creators and creators of colour, because of ambiguous words in content metadata, or that differential-pricing algorithms offer different prices for the same product, allocating adverse economic outcomes to particular individuals or groups."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_010,저자원 언어 사용자의 서비스·기회 접근 배제,Exclusion of low-resource language users from services and opportunities,"The risk that an AI system allocates disadvantageous access to services, information, resources, or opportunities because users communicate in a low-resource language."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_012,콘텐츠 조정에 의한 집단별 접근 제한,Group-based access restriction through content moderation,"The risk that an AI-based content moderation system disproportionately restricts a group's content visibility, publication, or access to services."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_013,가중되는 노동 부담,Increased labour burden,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which members of certain social groups bear increased burden or effort, such as time spent, to make systems or products work as well for them as for others."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_015,서비스 배제,Service exclusion,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which users are excluded from essential services when interaction with automated systems becomes the only practical access route."
G_INT_ALLOC,Allocative Discrimination,G_INT_ALLOC_017,사용자 능력 불일치,User capability mismatch,"The risk that an AI system assumes a level of cognitive, linguistic, literacy, sensory, physical, or mobility capability that does not match the actual user, and provides information, advice, or interactions that the user cannot understand or act upon, undermining accessibility, safety, or user interests."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_001,AI 기반 검열과 공적 담론 억압,AI-enabled censorship and suppression of public discourse,"The risk that an AI system broadly blocks or filters expression and access to information, suppressing public discourse and democratic participation."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_002,인지전과 주권 침해,Cognitive warfare and interference with sovereignty,"The risk that AI is used to make and spread fake news, images, audio, and videos and to propagate terrorist and violent-extremist content and content facilitating organised crime, interfering in the internal affairs, social systems, and social order of other countries and jeopardising their sovereignty."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_003,대규모 영향력 작전에 의한 인식 체계 왜곡,Epistemic distortion by large-scale influence operations,"The risk that an AI system automates or scales influence operations that inject manipulated narratives into communication and information systems, undermining information integrity and distorting epistemic processes."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_005,민주적 절차·제도 신뢰의 침식,Erosion of democratic processes and institutional trust,"The risk that the deployment and behaviour of AI systems, including the generation or amplification of misinformation and disinformation, influence operations, and over-dependence on technology, erode democratic processes and norms, public trust in social and political institutions, and checks and balances."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_006,위장 계정 자동 운영에 의한 정보 환경 조작,Information-environment manipulation through automated sockpuppet accounts,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which fictitious online identities are automatically generated or operated to conceal sponsorship, simulate independent support, or manipulate information environments."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_007,AI 감시에 의한 전체주의 체제 유지,Maintenance of totalitarian regimes through AI surveillance,The risk that AI-based surveillance and manipulation are used to maintain global totalitarian regimes.
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_008,추천 알고리즘에 의한 온라인 양극화 심화,Online polarisation driven by recommendation algorithms,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which the content recommendation algorithms of social media companies contribute to worsened polarisation online."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_010,이용자 정렬 AI 어시스턴트에 의한 관점 고착과 시민적 기반 약화,Viewpoint entrenchment and civic erosion from user-aligned assistants,"The risk that personalised AI assistants aligned to user preferences supply ideologically partial information, reinforcing confirmation bias and entrenching viewpoints while enabling self-interested behaviour unconstrained by social norms and reputation. Public debate fragments and polarises, civic competence and willingness to participate decline, and collective action problems worsen."
G_SOC_DEMOC,Erosion of Democracy and Civic Order,G_SOC_DEMOC_011,정보 신뢰 저하에 따른 집단 의사결정 약화,Weakened collective decision-making from eroded trust,"The risk that AI systems alter the information-production and distribution environment in ways that make source reliability harder to assess and reduce trust in credible sources trusted across political divides, weakening society's ability to make sound decisions on consequential issues and to cooperate and act collectively."
G_SYS_POLICY,System Policy Exposure,G_SYS_POLICY_001,학습 데이터 내 기밀정보 포함과 출력 노출,Confidential information in training data disclosed through outputs,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which confidential information is incorporated into training data, tuning data, or prompts and is subsequently reproduced in generated outputs. Such leakage exposes protected business and personal information to unauthorised parties and breaches confidentiality obligations."
G_SYS_POLICY,System Policy Exposure,G_SYS_POLICY_002,모델 구조·추론 메커니즘 노출,Model-architecture and inference-mechanism exposure,"The risk that an AI system discloses or fails to protect its architecture, inference process, agent design, or internal operating principles, enabling unauthorised inference, replication, or exploitation."
G_SYS_POLICY,System Policy Exposure,G_SYS_POLICY_003,모델 평가 자산 노출·탈취,Model-evaluation asset exposure and extraction,"The risk that an AI system discloses or fails to protect benchmarks, evaluation sets, test sets, or evaluation criteria, enabling unauthorised acquisition and compromising evaluation integrity."
G_SYS_POLICY,System Policy Exposure,G_SYS_POLICY_004,모델 파라미터·가중치 유출,Model-parameter and weight leakage,"The risk that an AI system discloses or fails to protect model parameters, weights, or training outputs, enabling unauthorised extraction, replication, or misuse."
G_SYS_POLICY,System Policy Exposure,G_SYS_POLICY_005,안전 정책·보호 메커니즘 노출·우회,Safety-policy and safeguard exposure or bypass,"The risk that an AI system discloses or fails to protect safety policies, filtering logic, refusal rules, or other safeguards, enabling their analysis, bypass, or disablement."
G_SYS_POLICY,System Policy Exposure,G_SYS_POLICY_006,시스템 프롬프트·운영 지침 노출,System-prompt and operational-guideline exposure,"The risk that an AI system discloses or fails to protect confidential internal rules, including system prompts, developer instructions, and operational policies, enabling unauthorised extraction, inference, or exploitation."
G_SYS_POLICY,System Policy Exposure,G_SYS_POLICY_008,모델 학습 데이터 추출·유출,Training-data extraction and leakage,"The risk that an AI system discloses or fails to protect training data or its sources, enabling unauthorised extraction or reconstruction of confidential, personal, or copyright-protected information."
A_SYS_DECEPT,Deception and Scheming,A_SYS_DECEPT_001,탐지 불가 공격에 의한 다중 에이전트 협력 붕괴,Collapse of multi-agent cooperation from undetectable attacks,"The risk that AI agents use steganographic communication, detection-evasion attacks, encrypted backdoors, or covert poisoning of other agents' training data, obstructing detection of adversarial conduct and destabilising cooperation and coordination in multi-agent systems."
A_SYS_DECEPT,Deception and Scheming,A_SYS_DECEPT_002,인지 편향 악용에 의한 기만,Deception by exploiting cognitive biases,"The risk that an AI agent, through goal pursuit, planning, tool use, or action, creates a condition in which conversational agents learn to trigger the well-known cognitive biases humans commonly display in conversation, deceiving their counterpart in order to achieve an overarching objective."
