L4_ID,L3_ID,Title_ko,Definition_en,ref_label,ref_url,claimed_verified_title,venue_year,seminal,confidence
G_SYS_POLICY_002,G_SYS_POLICY,모델 구조·추론 메커니즘 노출,"The risk that an AI system discloses or fails to protect its architecture, inference process, agent design, or internal operating principles, enabling unauthorised inference, replication, or exploitation.",Tramèr et al. 2016,https://arxiv.org/abs/1609.02943,Stealing Machine Learning Models via Prediction APIs,USENIX Security 2016 / arXiv,,
G_SYS_POLICY_004,G_SYS_POLICY,모델 파라미터·가중치 유출,"The risk that an AI system discloses or fails to protect model parameters, weights, or training outputs, enabling unauthorised extraction, replication, or misuse.",Tramèr et al. 2016,https://arxiv.org/abs/1609.02943,Stealing Machine Learning Models via Prediction APIs,USENIX Security 2016 / arXiv,,
G_SYS_POLICY_005,G_SYS_POLICY,안전 정책·보호 메커니즘 노출·우회,"The risk that an AI system discloses or fails to protect safety policies, filtering logic, refusal rules, or other safeguards, enabling their analysis, bypass, or disablement.",Zou et al. 2023,https://arxiv.org/abs/2307.15043,Universal and Transferable Adversarial Attacks on Aligned Language Models,arXiv 2023,,
G_SYS_POLICY_006,G_SYS_POLICY,시스템 프롬프트·운영 지침 노출,"The risk that an AI system discloses or fails to protect confidential internal rules, including system prompts, developer instructions, and operational policies, enabling unauthorised extraction, inference, or exploitation.",Perez & Ribeiro 2022,https://arxiv.org/abs/2211.09527,Ignore Previous Prompt: Attack Techniques For Language Models,NeurIPS ML Safety Workshop 2022 / arXiv,,
G_SYS_POLICY_008,G_SYS_POLICY,모델 학습 데이터 추출·유출,"The risk that an AI system discloses or fails to protect training data or its sources, enabling unauthorised extraction or reconstruction of confidential, personal, or copyright-protected information.",Carlini et al. 2021,https://arxiv.org/abs/2012.07805,Extracting Training Data from Large Language Models,USENIX Security 2021 / arXiv,,
A_SYS_DECEPT_001,A_SYS_DECEPT,탐지 불가 공격에 의한 다중 에이전트 협력 붕괴,"The risk that AI agents use steganographic communication, detection-evasion attacks, encrypted backdoors, or covert poisoning of other agents' training data, obstructing detection of adversarial conduct and destabilising cooperation and coordination in multi-agent systems.",Hubinger et al. 2019,https://arxiv.org/abs/1906.01820,Risks from Learned Optimization in Advanced Machine Learning Systems,arXiv 2019,,
A_SYS_DECEPT_003,A_SYS_DECEPT,감독 회피를 위한 AI 에이전트의 기만적 정렬,"The risk that an AI agent detects whether it is being monitored and strategically conceals undesirable goals or capabilities during development and evaluation, then behaves differently after deployment to evade human oversight and control.",Greenblatt et al. 2024,https://arxiv.org/abs/2412.14093,Alignment faking in large language models,arXiv 2024 (Anthropic/Redwood),,
A_SYS_DECEPT_008,A_SYS_DECEPT,지속적 기만 수행에 의한 이용자 판단 왜곡,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which an LLM exercises its capability to deceive humans and sustain that deception, inducing false beliefs that distort users' decisions.",Park et al. 2023,https://arxiv.org/abs/2308.14752,"AI Deception: A Survey of Examples, Risks, and Potential Solutions",arXiv 2023,,
G_SOC_DEMOC_003,G_SOC_DEMOC,대규모 영향력 작전에 의한 인식 체계 왜곡,"The risk that an AI system automates or scales influence operations that inject manipulated narratives into communication and information systems, undermining information integrity and distorting epistemic processes.",Goldstein et al. 2023,https://arxiv.org/abs/2301.04246,Generative Language Models and Automated Influence Operations: Emerging Threats and Potential Mitigations,"OpenAI/Stanford Internet Observatory/Georgetown CSET report, arXiv 2023",,
G_SOC_DEMOC_006,G_SOC_DEMOC,위장 계정 자동 운영에 의한 정보 환경 조작,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which fictitious online identities are automatically generated or operated to conceal sponsorship, simulate independent support, or manipulate information environments.",Ferrara et al. 2016,https://doi.org/10.1145/2818717,The rise of social bots,Communications of the ACM 59(7) 2016,,
G_SOC_DEMOC_008,G_SOC_DEMOC,추천 알고리즘에 의한 온라인 양극화 심화,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which the content recommendation algorithms of social media companies contribute to worsened polarisation online.","Bakshy, Messing & Adamic 2015",https://doi.org/10.1126/science.aaa1160,Exposure to ideologically diverse news and opinion on Facebook,Science 348(6239) 2015,,
G_INT_PRIV_007,G_INT_PRIV,맥락적 개인정보 보호 및 대화 프라이버시 실패,"The risk that an AI system misjudges appropriate information flows or a data subject's reasonable expectations in privacy-sensitive contexts or conversations, or elicits, infers, or outputs more personal data than necessary, exposing contextually protected information beyond the data subject's control.",Nissenbaum 2004,https://digitalcommons.law.uw.edu/wlr/vol79/iss1/10,Privacy as Contextual Integrity,Washington Law Review 79(1) 2004,,
G_INT_PRIV_009,G_INT_PRIV,산출물을 통한 개인 민감정보의 노출·재식별,"The risk that an AI system discloses sensitive personal information in its outputs or infers, reconstructs, or re-identifies protected attributes from multiple sources, infringing personal data protection and the data subject's control.",Carlini et al. 2021,https://arxiv.org/abs/2012.07805,Extracting Training Data from Large Language Models,USENIX Security 2021 / arXiv:2012.07805,,
G_INT_PRIV_015,G_INT_PRIV,학습 데이터 개인정보의 혼입·암기·유출,"The risk that an AI system, without lawful controls, ingests and memorises personal information in training data and reproduces or discloses it in response to particular inputs.",Carlini et al. 2021,https://arxiv.org/abs/2012.07805,Extracting Training Data from Large Language Models,USENIX Security 2021 / arXiv:2012.07805,,
G_INT_PRIV_016,G_INT_PRIV,원주민 데이터 주권 침해,"The risk that AI development uses Indigenous or community-held data without respecting collective governance, consent, provenance, or control.",Carroll et al. 2020,https://doi.org/10.5334/dsj-2020-043,The CARE Principles for Indigenous Data Governance,Data Science Journal 19 2020,,
G_INT_PRIV_025,G_INT_PRIV,재식별 및 정보 추론,The risk that an AI system combines or infers from anonymised or partially disclosed data to re-identify an individual or derive personal information that was not disclosed.,Shokri et al. 2017,https://arxiv.org/abs/1610.05820,Membership Inference Attacks against Machine Learning Models,IEEE S&P 2017 / arXiv:1610.05820,,
G_INT_UNETH_008,G_INT_UNETH,은밀한 행동 조작,"The risk that an AI system covertly alters users' beliefs or behaviour through nudging, dark patterns, or other opaque techniques, eroding privacy and causing addiction, anxiety, or distress.",Gray et al. 2018,https://doi.org/10.1145/3173574.3174108,The Dark (Patterns) Side of UX Design,ACM CHI 2018,,
G_INT_UNETH_012,G_INT_UNETH,대규모 설득 능력,"The risk that models persuade effectively in dialogue and media settings, shifting beliefs including toward falsehoods, promoting narratives, and convincing people to act against their prior judgement or ethics.",Hackenburg et al. 2025,https://doi.org/10.1126/science.aea3884,The levers of political persuasion with conversational artificial intelligence,Science 390(6777) 2025,,
G_INT_UNETH_029,G_INT_UNETH,사용자 영합적 응답(아첨),"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which a system flatters users with agreeable or plausible-seeming answers that reconfirm their misconceptions and stated beliefs rather than correcting them, so users accept factually incorrect information and grow dependent on validating advice.",Sharma et al. 2023,https://arxiv.org/abs/2310.13548,Towards Understanding Sycophancy in Language Models,arXiv:2310.13548 (2023),,
G_SOC_CULT_001,G_SOC_CULT,인지 오프로딩,"The risk that users offload reasoning, memory, or evaluation to AI in ways that reduce independent cognitive capacity.",Risko & Gilbert 2016,https://doi.org/10.1016/j.tics.2016.07.002,Cognitive Offloading,Trends in Cognitive Sciences 20(9) 2016,,
G_SOC_CULT_010,G_SOC_CULT,집단 인식론과 공유된 현실 인식의 침식,"The risk that AI-scaled personalised disinformation and highly persuasive generated argumentation erode collective epistemics, radicalising individuals, undermining shared reality, and degrading collective decision-making.",Bakshy et al. 2015,https://doi.org/10.1126/science.aaa1160,Exposure to ideologically diverse news and opinion on Facebook,Science 348(6239) 2015,,
G_SOC_CULT_016,G_SOC_CULT,대중 지식의 모델 붕괴,"The risk that recursive training on synthetic content degrades public information quality and future model training data, driving model collapse of shared knowledge resources.",Shumailov et al. 2023/2024,https://arxiv.org/abs/2305.17493,The Curse of Recursion: Training on Generated Data Makes Models Forget,arXiv:2305.17493; Nature 631 (2024),,
G_SYS_CONTEST_002,G_SYS_CONTEST,인간 참여형 형식적 승인,The risk that human review becomes a nominal approval step that rarely changes AI outputs.,Green 2022,https://arxiv.org/abs/2109.05067,The Flaws of Policies Requiring Human Oversight of Government Algorithms,Computer Law & Security Review 45 (2022) / arXiv:2109.05067,,
G_SYS_CONTEST_004,G_SYS_CONTEST,자동화된 의사결정의 적법절차 상실,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which automated decision processes bypass or remove procedural protections such as notice, explanation, appeal, review, and deliberation, leaving individuals unable to contest decisions and eroding their agency.",Citron 2008,https://openscholarship.wustl.edu/law_lawreview/vol85/iss6/2/,Technological Due Process,Washington University Law Review 85(6) 2008,,
A_INT_CASCADE_005,A_INT_CASCADE,금융 시스템 불안정,"The risk that AI integrated into high-frequency trading, market-making, and systemic risk management accelerates transactions and behaves unexpectedly under market stress, while concentration of homogeneous foundation models and multi-agent interactions drive correlated decision-making, amplifying volatility and precipitating cascading instability across the financial system.",Kirilenko et al. 2017,https://doi.org/10.1111/jofi.12498,The Flash Crash: High-Frequency Trading in an Electronic Market,Journal of Finance 72(3) 2017,,
A_INT_CASCADE_009,A_INT_CASCADE,양의 피드백에 따른 통제 불가능한 연쇄 과정,"The risk that positive feedback loops among interacting AI assistants, their principals, other humans, and algorithms produce hard-to-predict runaway processes, such as the 2010 flash crash, impacting economies, government institutions, societal stability, or individual freedoms.",Kirilenko et al. 2017,https://doi.org/10.1111/jofi.12498,The Flash Crash: High-Frequency Trading in an Electronic Market,Journal of Finance 72(3) 2017,,
P_SYS_HARDWARE_003,P_SYS_HARDWARE,하드웨어 결함에 따른 의도하지 않은 동작 변화,"The risk that latent manufacturing defects or post-deployment environmental effects, such as cosmic-ray-induced bit flips, alter the internal state of a robot, humanoid, or physical AI system and cause unintended behavioural changes.",Ziegler & Lanford 1979,https://doi.org/10.1126/science.206.4420.776,Effect of Cosmic Rays on Computer Memories,Science 206(4420) 1979,,
