L3_ID,L3_Title_en,L4_ID,Title_ko,Title_en,Definition_en
G_SYS_SECADV,Security and Adversarial Robustness Failure,G_SYS_SECADV_052,장면 맥락 조작 공격,Scene-context manipulation attack,"The risk that attackers adversarially alter signs, object placement, clothing patterns, or scene context, causing a robot's AI perception model to misinterpret the environment and select unsafe actions."
G_SYS_SECADV,Security and Adversarial Robustness Failure,G_SYS_SECADV_053,기반 모델 재사용을 통한 보안 결함 전파,Security-flaw propagation through foundation-model reuse,The risk that security flaws in foundation models are transmitted to downstream models built through re-engineering or fine-tuning of those foundation models.
G_SYS_SECADV,Security and Adversarial Robustness Failure,G_SYS_SECADV_055,AI 공급망의 도구·의존성 침해,Supply-chain compromise of AI tools and dependencies,"The risk that compromised software supply-chain elements, including external tools, plug-ins, APIs, packages, connectors, and development toolchain dependencies, introduce tampered components or vulnerabilities into an AI system, manipulating an agent's action space or exfiltrating information."
G_SYS_SECADV,Security and Adversarial Robustness Failure,G_SYS_SECADV_057,AI 컴퓨팅 인프라의 무단 접근·조작·서비스 중단,"Unauthorised access, manipulation, and disruption of AI computing infrastructure","The risk that an attacker exploits vulnerabilities in AI computing infrastructure to gain unauthorised access to distributed nodes or services, manipulate configurations, data, or workloads, disrupt operations, or propagate compromise across system boundaries."
G_SYS_SECADV,Security and Adversarial Robustness Failure,G_SYS_SECADV_058,적대적 감각 교란에 따른 안전하지 않은 행동,Unsafe action induced by adversarial sensory perturbation,"The risk that adversarial perturbations to visual or sensory inputs distort a robot's physical-state estimation and control policy, causing unsafe control or actuation commands and physical actions."
G_SYS_SECADV,Security and Adversarial Robustness Failure,G_SYS_SECADV_059,해석가능성 기법을 이용한 안전 기능 약화·공격 개발,Weakening safety functions and developing attacks through interpretability techniques,"The risk that attackers misuse model-interpretability techniques to identify and alter neurons or internal representations encoding safety-related features, weaken safety functions, or simulate white-box scenarios to develop adversarial attacks."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_001,AI 공급자 종속,AI provider lock-in,The risk that excessive reliance on specific AI providers leads to vulnerabilities due to lack of alternatives or interoperability.
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_002,공통 AI 플랫폼 집중에 따른 단일 장애점,Centralised points of failure from common AI platforms,"The risk that widespread use of common AI platforms creates centralised points of failure, making systems more vulnerable to disruptions or attacks."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_003,연산 자원 접근 불평등,Compute inequality,"The risk that unequal access to compute infrastructure shapes who can develop, audit, or benefit from AI."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_004,AI 권력·시장 지배력의 집중,Concentration of AI power and market control,"The risk that the data, compute, capital, and expertise demands of AI concentrate economic, epistemic, and political power in a small set of firms and states, entrenching market dominance and barriers to entry. Such concentration stifles competition and innovation, raises the cost of access, exposes critical sectors to systemic failure from shared models, and can consolidate authority to the point of entrenching authoritarian control and deepening inequality."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_005,대규모 인구에 대한 AI 영향력의 집중,Concentration of population-scale AI influence,The risk that an AI system allows a small number of providers or actors to exert asymmetric influence over the information environment and choices of large populations through personalised AI systems.
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_006,AI 자원을 둘러싼 갈등,Conflicts over AI-relevant resources,"The risk that AI development becomes a flashpoint for conflict over data centres, semiconductor fabrication facilities, and raw materials."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_007,기반 모델 공유에 따른 상관 실패,Correlated failures from shared foundation models,"The risk that the expense of large-scale pretraining leaves cutting-edge foundation models few in number and controlled by well-resourced actors, so many downstream systems and agents share similar learned components and exhibit homogenised outputs, amplified biases, and correlated failures in both safety and capability."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_008,디지털 식민주의,Digital colonialism,"The risk that AI systems extend the control of powerful actors over the data, infrastructure, knowledge, and decision-making of less powerful communities, reproducing colonial patterns of extraction and dependency and deepening power asymmetries."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_010,글로벌 AI 격차와 불평등,Global AI divide and inequality,"The risk that scarce computing power, STEM talent, and effective access to advanced general-purpose models concentrate AI research, development, and economic power in a few leading countries and large firms, widening the divide between those leading in AI and those falling behind and deepening existing socioeconomic disparities among companies, individuals, and countries."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_012,기업 AI 경쟁의 폐해,Harms from corporate AI race,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which under intense corporate competition the benefits of economic activity are unevenly distributed, incentivising beneficiaries to disregard harms to others, and firms pursue short-term profit despite long-term societal risk."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_015,AI 개발 과정의 노동 착취,Labour exploitation in AI development,"The risk that labour used to train, develop, and optimise AI systems, including data labelling, content moderation, data sourcing, and user testing, much of which is outsourced to workers in low-income countries and offshore labour markets, is underpaid and performed without adequate working conditions or physical and mental health protections, perpetuating exploitation and inequality."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_017,AI 역량 비대칭에 따른 권력 불균형과 지정학적 긴장,Power asymmetries and geopolitical tension from unequal AI capabilities,"The risk that asymmetric AI capability intensifies power imbalances, whether between institutions and the individuals subject to their decisions and surveillance or between states racing for AI superiority, heightening geopolitical tension, rendering less capable states dependent on foreign AI for critical functions, and destabilising international cooperation."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_018,AI 지식의 사유화,Privatisation of AI knowledge,"The risk that researchers in deep learning and those with greater research impact migrate to industry and the most sophisticated AI approaches become proprietary, making it impossible for universities to teach them or contribute to leading research."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_019,기업 권력 비대칭에 의한 규제 포획,Regulatory capture from corporate power asymmetry,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which the power asymmetry between corporate entities profiting from LLMs and other social groups makes LLM governance protocols excessively favourable to technology companies, leading to regulatory capture at the cost of other societal groups, particularly marginalised communities."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_020,AI 개발 경쟁에서의 안전 후순위화,Safety deprioritisation in AI development races,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which competitive pressure to ship capabilities first, including the race toward AGI, leads actors to deprioritise safety measures, testing, and oversight, producing poor-quality, unsafe systems and heightening political and control problems."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_023,디지털 격차 확대,Widening digital divide,"The risk that generative AI widens the first-level digital divide for people who lack access to devices or the Internet or live in regions where vendors block service access, and the second-level divide for people who face language or cultural barriers or have difficulty using the tools."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_025,글로벌 AI 공급망 교란,Global AI supply chain disruption,"The risk that unilateral coercive measures such as technology barriers and export restrictions maliciously disrupt the highly globalised AI supply chain, causing significant supply disruptions for chips, software, and tools."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_026,데이터 노동 저평가·비가시화,Undervalued and invisible data labour,"The risk that the clickwork producing ML training data is performed in an annotation industry with little concern for workers' rights, and that the invisibility of this contribution harms worker welfare and rights while fostering misunderstanding of AI capabilities."
G_SOC_POWER,Inequality and Power Concentration,G_SOC_POWER_027,단일 실패 지점,Single point of failure,"The risk that intense competition leads one company to gain a technical edge and exploit it to the point that its model controls, or is the basis for other models controlling, multiple key systems, and that lack of safety, controllability, and misuse cause these systems to fail in unexpected ways."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_001,설명 조작에 의한 편향 은폐,Bias concealment through manipulated explanations,"The risk that existing explainability techniques are insufficient for detecting discriminatory biases and that manipulation methods hide underlying biases, generating misleading explanations that exclude sensitive attributes such as race or gender and do not accurately represent the underlying model."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_002,역량 평가 비공개,Capability evaluation non-disclosure,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which an organisation withholds or obscures evaluation evidence about dangerous capabilities, known limitations, adversarial robustness, or residual risks needed for external oversight."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_003,문서화 누락,Documentation omission,"The risk that model cards, system cards, datasheets, or technical files omit information needed for accountability and assurance."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_004,인코딩된 추론,Encoded reasoning,"The risk that models employ steganography techniques to encode their intermediate reasoning steps in ways that are not interpretable by humans, a tendency that may emerge naturally and become more pronounced with more capable models because encoded reasoning can improve performance."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_006,설명 실행 가능성 격차,Explanation actionability gap,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which explanations are available but do not help users decide what to do or how to protect their interests."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_009,AI 상호작용의 불충분한 고지,Inadequate disclosure in AI interaction,"The risk that an AI system fails to adequately disclose the fact of AI interaction, its functions, limitations, or the basis of its outputs, impairing informed judgement."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_010,출처 오귀속,Incorrect source attribution,"The risk that AI systems misattribute claims or obscure the provenance of information, including when approximation-based attribution techniques give an incorrect account of which training data generated an output, leaving users unable to trace or verify the true origin of content."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_012,AI 제품 역량의 오도성 표시,Misleading representation of AI product capabilities,"The risk that an AI provider presents an AI system's functions, limitations, or validation scope in an unclear or misleading manner, impairing informed user judgement."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_013,AI 인터페이스와 인적 요소의 불일치,Mismatch between AI interfaces and human factors,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which interface cues convey a level of reliability, authority, or empathy the system does not possess, and that system design is poorly matched to human attention, workload, context, and error patterns, inducing misplaced trust and unsafe use."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_015,사고 연쇄와 불일치하는 모델 출력,Model outputs inconsistent with chain-of-thought reasoning,"The risk that chain-of-thought reasoning, employed to get a better understanding of a model's output by encouraging transparent reasoning in text form, is inconsistent with the final answer given by the model and therefore does not provide sufficient transparency."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_016,이해관계자 이견 은폐,Multi-stakeholder disagreement concealment,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which development or evaluation processes conceal unresolved disagreement among affected stakeholders."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_017,AI 생성 콘텐츠 미공개,Non-disclosure of AI-generated content,The risk that content is not clearly disclosed as AI-generated.
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_018,AI 반사실적 설명의 과신과 책임 오귀속,Overreliance on AI counterfactual explanations and liability misattribution,"The risk that operators or regulators mistake an AI model's counterfactual explanation for verified causal evidence, obscuring the decision's limitations and uncertainty and leading to misattribution of responsibility."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_019,모니터링 부족에 의한 미탐지 안전·프라이버시 위반,Undetected safety and privacy violations from insufficient monitoring,The risk that insufficient monitoring and interpretability of deployed AI allow black-box opacity to diminish human agency and permit violations of ethical or safety principles and privacy infringements to go undetected.
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_021,블랙박스 모델의 설명·검증·결함 진단 한계,Unverifiable black-box models resisting explanation and debugging,"The risk that the internal decision processes of large non-linear AI models remain difficult even for experts and developers to trace or interpret, limiting explanation of predictions and model verification and hindering the detection of data or model defects and the assurance of oversight and accountability in high-risk domains."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_022,가치 충돌 불투명성,Value conflict opacity,"The risk that tradeoffs among values are hidden behind model outputs, making public value conflict difficult to identify or deliberate."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_023,설명가능성 기법의 검증 범위 초과 과신,Over-reliance on explainability methods beyond their validated scope,"The risk that an AI system leads users to treat an explainability method as a faithful account of model reasoning under conditions where it has not been validated, creating misplaced confidence."
G_SYS_TRANS,Lack of Transparency,G_SYS_TRANS_024,사용자 이해력 과부하,User comprehension overload,"The risk that the design, training, deployment, or use of an AI system or AI algorithm creates a condition in which system information, warnings, or explanations exceed users' ability to understand and act on them."
G_INT_VIOL,Violence,G_INT_VIOL_001,알고리즘에 의한 급진화,Algorithmic radicalisation,"The risk that the nature or misuse of an algorithmic system leads to adoption of extreme political, social, or religious ideals and aspirations, potentially resulting in abuse, violence, or terrorism."
G_INT_VIOL,Violence,G_INT_VIOL_002,추천 시스템의 인간 중심 편향 증폭,Anthropocentric bias amplification by recommenders,"The risk that algorithmic recommender systems reinforce and amplify anthropocentric bias or the desire of some people for animal cruelty as entertainment, leading to greater harm to animals through reinforcement of consumption of meat produced through factory farming and cruel uses of animals for entertainment."
G_INT_VIOL,Violence,G_INT_VIOL_004,폭력 미화 및 정당화,Glorification and justification of violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving glorification and justification of violence, causing physical or psychological harm to individuals or groups."
G_INT_VIOL,Violence,G_INT_VIOL_005,폭력 선동·조장 및 실행 지원,"Incitement, promotion, and operational assistance for violence","The risk that an AI system generates or provides content that incites, promotes, or legitimises violence against others, or provides concrete operational assistance for its commission, causing physical or psychological harm to individuals or groups."
G_INT_VIOL,Violence,G_INT_VIOL_006,대량폭력 및 테러,Mass violence and terrorism,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving mass violence and terrorism, causing physical or psychological harm to individuals or groups."
G_INT_VIOL,Violence,G_INT_VIOL_007,신체적 위해를 유발하는 출력,Model outputs leading to physical harm,"The risk that a model generates overtly violent, covertly dangerous, or otherwise indirectly unsafe language that leads to physical harm."
G_INT_VIOL,Violence,G_INT_VIOL_008,살인 및 심각한 신체 폭력,Murder and severe physical violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving murder and severe physical violence, causing physical or psychological harm to individuals or groups."
G_INT_VIOL,Violence,G_INT_VIOL_009,관계 기반 폭력,Relationship-based violence,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving relationship-based violence, causing physical or psychological harm to individuals or groups."
G_INT_VIOL,Violence,G_INT_VIOL_010,위협 및 협박,Threats and intimidation,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving threats and intimidation, causing physical or psychological harm to individuals or groups."
G_INT_VIOL,Violence,G_INT_VIOL_011,고문 및 잔혹행위,Torture and cruel acts,"The risk that an AI system generates, encourages, legitimises, or provides operational assistance for content, decisions, or actions involving torture and cruel acts, causing physical or psychological harm to individuals or groups."
G_SOC_ECON,Economic and Employment Disruption,G_SOC_ECON_001,합성 창작물에 의한 인간 창작 노동의 대체,Displacement of human creative work by synthetic substitutes,"The risk that AI models generate synthetic content at scale using artists' ideas and creative practices, displacing human works in markets and the attention economy, reducing demand for creative labour and the viability of creative economies, and weakening incentives for human creativity and innovation."
G_SOC_ECON,Economic and Employment Disruption,G_SOC_ECON_002,전환 지원 없는 물리 노동 대체,Displacement of physical work without adequate transition support,"The risk that automation through robots, humanoids, or physical AI systems displaces manual, logistics, service, care, inspection, security, or maintenance work faster than affected workers can access retraining or alternative employment, causing job insecurity and livelihood harm."
G_SOC_ECON,Economic and Employment Disruption,G_SOC_ECON_003,산업 교란,Disruption of industries,"The risk that generative AI rapidly automates or displaces tasks requiring relatively little creativity, critical thinking, or affective interaction, such as translation, proofreading, routine enquiries, and data processing, disrupting industry structures and causing job volatility and economic turbulence."
G_SOC_ECON,Economic and Employment Disruption,G_SOC_ECON_005,아웃소싱 축소에 의한 개발도상국 경제 타격,Harm to developing economies from retrenchment of outsourcing,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which automation of simple cognitive tasks previously performed in developing countries, such as call centre work, causes a retrenchment of outsourcing that adversely affects those countries' workforces and economies."
G_SOC_ECON,Economic and Employment Disruption,G_SOC_ECON_006,AI의 인간 노동 추월에 따른 인력의 잉여화,Human redundancy from AI systems outcompeting human labour,"The risk that an AI system or AI algorithm, through design, training, deployment, or use, creates a condition in which artificial agents directly outcompete people through faster work, better adaptation to change, and a vaster knowledge base, making human labour comparatively expensive and less effective while organisations cede control in order to keep pace. Workers are displaced with little prospect of reentering automated industries and human contribution becomes economically marginal."
G_SOC_ECON,Economic and Employment Disruption,G_SOC_ECON_008,노동 대체와 경제·사회 질서의 교란,Labour displacement and disruption of economic and social order,"The risk that AI-driven automation substitutes for human roles faster and more broadly than workers and institutions can adapt, reshaping the division of labour between humans and algorithms along with wages, bargaining power, income distribution, and the industrial and cultural structures built around work. Involuntary job loss, deskilling, and widening inequality follow, together with instability in supply chains, power structures, and established norms of employment and education."
